accession_number	id	personSignature	personTitle	signatureDate
0001798376-20-000004	5010530	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC	2020-01-27 00:00:00.0
0001746059-20-000021	5010500	Rasheeda Wallace	Founder & CEO	2020-01-27 00:00:00.0
0001669191-20-000020	5010501	MICHAEL GABRIEL	Principal Executive Officer	2020-01-27 00:00:00.0
0001669191-20-000020	5010502	MICHAEL GABRIEL	Principal Financial Officer	2020-01-27 00:00:00.0
0001669191-20-000020	5010503	MICHAEL GABRIEL	Principal Accounting Officer	2020-01-27 00:00:00.0
0001795289-20-000001	5010504	Brian Holub	Co Founder CIO	2020-01-27 00:00:00.0
0001795289-20-000001	5010505	Andrew Harmon	Co-Founder &amp; CTO	2020-01-27 00:00:00.0
0001795289-20-000001	5010506	Adam Holub	Co Founder &amp; President	2020-01-27 00:00:00.0
0001795289-20-000001	5010507	Jonathan Mark Restelli	CEO	2020-01-27 00:00:00.0
0001665160-20-000052	5010550	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-27 00:00:00.0
0001790658-20-000001	5010531	Jeremy Sanders	Manager	2020-01-22 00:00:00.0
0001790658-20-000001	5010532	Kenneth Owen	Manager	2020-01-22 00:00:00.0
0001790657-20-000001	5010548	Jeremy Sanders	Manager	2020-01-27 00:00:00.0
0001790657-20-000001	5010549	Kenneth Owen	Manager	2020-01-27 00:00:00.0
0001665160-20-000054	5010551	Paul Salomone	COO, Co-Founder, Director, Principal Financial Officer and Principal Accounting Officer	2020-01-28 00:00:00.0
0001665160-20-000054	5010552	Jill Salomone	Co-Founder, CEO, Principal Executive Officer and Director	2020-01-28 00:00:00.0
0001669191-20-000022	5010553	Ray C.  Carter, Jr.	Principal Executive Officer	2020-01-28 00:00:00.0
0001669191-20-000022	5010554	Ray C.  Carter, Jr.	Principal Financial Officer	2020-01-28 00:00:00.0
0001669191-20-000022	5010555	Ray C.  Carter, Jr.	Principal Accounting Officer	2020-01-28 00:00:00.0
0001669191-20-000024	5010533	Kenny Gallagher	Principal Executive Officer	2020-01-28 00:00:00.0
0001669191-20-000024	5010534	Kenny Gallagher	Principal Financial Officer	2020-01-28 00:00:00.0
0001669191-20-000024	5010535	Kenny Gallagher	Principal Accounting Officer	2020-01-28 00:00:00.0
0001669191-20-000024	5010536	Karl Doenges	Board Member	2020-01-28 00:00:00.0
0001669191-20-000024	5010537	Kenny Gallagher	Board Member	2020-01-28 00:00:00.0
0001669191-20-000027	5010556	Jaime  van Schyndel	Principal Executive Officer	2020-01-28 00:00:00.0
0001669191-20-000027	5010557	Jaime  van Schyndel	Principal Financial Officer	2020-01-28 00:00:00.0
0001669191-20-000027	5010558	Jaime  van Schyndel	Principal Accounting Officer	2020-01-28 00:00:00.0
0001669191-20-000027	5010559	Jaime  van Schyndel	Board Member	2020-01-28 00:00:00.0
0001669191-20-000027	5010560	Evan Korzon	Board Member	2020-01-28 00:00:00.0
0001669191-20-000027	5010561	Lucy Valena	Board Member	2020-01-28 00:00:00.0
0001669191-20-000029	5010538	MICHAEL GABRIEL	Principal Executive Officer	2020-01-28 00:00:00.0
0001669191-20-000029	5010539	MICHAEL GABRIEL	Principal Financial Officer	2020-01-28 00:00:00.0
0001669191-20-000029	5010540	MICHAEL GABRIEL	Principal Accounting Officer	2020-01-28 00:00:00.0
0001669191-20-000029	5010541	MICHAEL GABRIEL	Board Member	2020-01-28 00:00:00.0
0001665160-20-000055	5010562	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-28 00:00:00.0
0001665160-20-000056	5010542	Ronald B Newcomb	CEO, Principal Executive Officer and Director	2020-01-28 00:00:00.0
0001665160-20-000056	5010543	Ben Dobyns	President of the Board of Directors	2020-01-28 00:00:00.0
0001665160-20-000056	5010544	Jason Faller	Director	2020-01-28 00:00:00.0
0001665160-20-000056	5010545	E.J. Kavanous	Director	2020-01-28 00:00:00.0
0001665160-20-000056	5010546	Petra Wilson	Principal Financial Officer and Principal Accounting Officer	2020-01-28 00:00:00.0
0001665160-20-000061	5010572	Andrew Fitzgerald	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-28 00:00:00.0
0001665160-20-000059	5010547	Ronald B Newcomb	CEO, Principal Executive Officer and Director	2020-01-28 00:00:00.0
0001665160-20-000059	5010568	Ben Dobyns	President of the Board of Directors	2020-01-28 00:00:00.0
0001665160-20-000059	5010569	Jason Faller	Director	2020-01-28 00:00:00.0
0001665160-20-000059	5010570	E.J. Kavanous	Director	2020-01-28 00:00:00.0
0001665160-20-000059	5010571	Petra Wilson	Principal Financial Officer and Principal Accounting Officer	2020-01-28 00:00:00.0
0001788691-20-000001	5010573	Dennis Calvert	President and CEO	2020-01-28 00:00:00.0
0001788691-20-000001	5010574	Joseph L. Provenzano	Secretary	2020-01-28 00:00:00.0
0001788691-20-000001	5010575	Charles K. Dargan	Chief Financial Officer	2020-01-28 00:00:00.0
0001669191-20-000031	5010576	Christopher Darnell	Principal Executive Officer	2020-01-29 00:00:00.0
0001669191-20-000031	5010577	Stev Stephens	Principal Financial Officer	2020-01-29 00:00:00.0
0001669191-20-000031	5010578	Stev Stephens	Principal Accounting Officer	2020-01-29 00:00:00.0
0001669191-20-000031	5010579	Stev Stephens	Board Member	2020-01-29 00:00:00.0
0001669191-20-000031	5010580	Phillip Carrington	Board Member	2020-01-29 00:00:00.0
0001669191-20-000031	5010581	Christopher Darnell	Board Member	2020-01-29 00:00:00.0
0001669191-20-000031	5010582	Jozef Wallis	Board Member	2020-01-29 00:00:00.0
0001669191-20-000033	5010563	Christopher Darnell	Principal Executive Officer	2020-01-29 00:00:00.0
0001669191-20-000033	5010564	Stev Stephens	Principal Financial Officer	2020-01-29 00:00:00.0
0001669191-20-000033	5010565	Stev Stephens	Principal Accounting Officer	2020-01-29 00:00:00.0
0001669191-20-000033	5010566	Stev Stephens	Board Member	2020-01-29 00:00:00.0
0001669191-20-000033	5010567	Phillip Carrington	Board Member	2020-01-29 00:00:00.0
0001669191-20-000033	5010588	Christopher Darnell	Board Member	2020-01-29 00:00:00.0
0001669191-20-000033	5010589	Jozef Wallis	Board Member	2020-01-29 00:00:00.0
0001665160-20-000063	5010583	Jason Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-29 00:00:00.0
0001755873-20-000001	5010590	/s/Kobi Wu	Director & Chief Executive Officer	2019-05-01 00:00:00.0
0001790424-20-000001	5010584	Daniel Marlow	CEO	2020-01-29 00:00:00.0
0001670254-20-000071	5010608	Rameez Sajwani	CTO	2020-01-28 00:00:00.0
0001670254-20-000071	5010609	Afshan Abbas	CEO	2020-01-28 00:00:00.0
0001746059-20-000023	5010591	Charmesha Cousins	Owner and CoFounder	2020-01-30 00:00:00.0
0001746059-20-000023	5010592	Shavondi Cousins	Owner and CoFounder	2020-01-30 00:00:00.0
0001746059-20-000024	5010593	Wagner Garcia	Owner and CoFounder	2020-01-30 00:00:00.0
0001665160-20-000065	5010594	Jessica Barouche	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-30 00:00:00.0
0001665160-20-000065	5010595	Clarissa Holmes	Director	2020-01-30 00:00:00.0
0001746059-20-000025	5010596	Monica Wright	Owner	2020-01-30 00:00:00.0
0001746059-20-000026	5010597	Gordon Sacks	Founder & CEO	2020-01-30 00:00:00.0
0001746059-20-000026	5010598	Mary Sacks	COO, Manager, and Co-Founder	2020-01-30 00:00:00.0
0001765252-20-000002	5010599	Neil Biafore	Founder / CEO	2020-01-30 00:00:00.0
0001777274-20-000003	5010610	Jaeson Bang	CEO, Founder	2020-01-30 00:00:00.0
0001746059-20-000027	5010611	Gordon Sacks	Founder & CEO	2020-01-30 00:00:00.0
0001746059-20-000027	5010612	Mary Sacks	COO, Manager, and Co-Founder	2020-01-30 00:00:00.0
0001785164-20-000001	5010600	Neil Parsan by Sean Fuellhart POA	CEO	2020-01-30 00:00:00.0
0001669191-20-000035	5010601	Claude Harris	Principal Executive Officer	2020-01-31 00:00:00.0
0001669191-20-000035	5010602	Claude Harris	Principal Financial Officer	2020-01-31 00:00:00.0
0001669191-20-000035	5010603	Claude Harris	Principal Accounting Officer	2020-01-31 00:00:00.0
0001669191-20-000035	5010604	Claude Harris	Board Member	2020-01-31 00:00:00.0
0001788691-20-000006	5010605	Dennis Calvert	Director and Chief Executive Officer	2020-01-30 00:00:00.0
0001788691-20-000006	5010606	Joseph L. Provenzano	Director and Secretary	2020-01-30 00:00:00.0
0001788691-20-000006	5010607	Charles K. Dargan	Chief Financial Officer	2020-01-30 00:00:00.0
0001785943-20-000001	5010628	Gerald Banks	Director	2020-01-31 00:00:00.0
0001785943-20-000001	5010629	Majd Maksad	Director	2020-01-31 00:00:00.0
0001785943-20-000001	5010630	Roman Tokarev	Director	2020-01-31 00:00:00.0
0001665160-20-000069	5010613	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001799769-20-000001	5010631	Sedale Turbovsky	President & CEO	2020-01-31 00:00:00.0
0001799769-20-000001	5010632	Hunter Petersen	CTO	2020-01-31 00:00:00.0
0001799769-20-000001	5010633	Cody Hanson	Director	2020-01-31 00:00:00.0
0001706939-20-000001	5010614	Peter Gantner	CEO	2020-01-31 00:00:00.0
0001669191-20-000037	5010615	Nikolaos Tezapsidis	Principal Executive Officer	2020-01-31 00:00:00.0
0001669191-20-000037	5010616	James Harris	Principal Financial Officer	2020-01-31 00:00:00.0
0001669191-20-000037	5010617	James Harris	Principal Accounting Officer	2020-01-31 00:00:00.0
0001669191-20-000037	5010618	Nikolaos Tezapsidis	Board Member	2020-01-31 00:00:00.0
0001669191-20-000037	5010619	James Harris	Board Member	2020-01-31 00:00:00.0
0001669191-20-000037	5010620	Bob Oliver	Board Member	2020-01-31 00:00:00.0
0001669191-20-000037	5010621	Thomas Humphries	Board Member	2020-01-31 00:00:00.0
0001669191-20-000037	5010622	George Perry	Board Member	2020-01-31 00:00:00.0
0001665160-20-000071	5010623	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001665160-20-000073	5010634	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001722137-20-000001	5010635	/s/ Ezra Goldman	Chief Executive Officer, President and Director	2020-01-31 00:00:00.0
0001665160-20-000075	5010636	Dave Sokolowski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001665160-20-000079	5010624	Lorenzo Holley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001746059-20-000028	5010637	Kendall Peabody	Owner and CoFounder	2020-01-31 00:00:00.0
0001665160-20-000080	5010638	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001791223-20-000001	5010639	Jeff Dayov	Chief Financial Officer, Finance Committee	2020-01-31 00:00:00.0
0001791223-20-000001	5010640	Tim A Matus	Chief Executive Officer/President	2020-01-31 00:00:00.0
0001670254-20-000074	5010644	Saru Jayaraman	Founder	2020-01-29 00:00:00.0
0001665160-20-000081	5010641	Maya Parbhoe	CEO, Principal Executive Officer and Director	2020-01-31 00:00:00.0
0001665160-20-000081	5010642	Zeenat William	Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001799973-20-000001	5010625	/s/ Lindsey Hoell	CEO, Director	2020-01-31 00:00:00.0
0001799973-20-000001	5010626	/s/ Adam Boostrom	CBO, Director	2020-01-31 00:00:00.0
0001665160-20-000082	5010643	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-01-31 00:00:00.0
0001794960-20-000001	5010627	/s/ Kimberly Carney	Director	2020-01-31 00:00:00.0
0001771551-20-000001	5010645	Anthony Smith	Manager	2020-02-03 00:00:00.0
0001771551-20-000001	5010646	Margaret Davison	COO	2020-02-03 00:00:00.0
0001771551-20-000001	5010647	Hugh Stoll	CTO	2020-02-03 00:00:00.0
0001669191-20-000039	5010665	Claude Harris	Principal Executive Officer	2020-02-03 00:00:00.0
0001669191-20-000039	5010666	Claude Harris	Principal Financial Officer	2020-02-03 00:00:00.0
0001669191-20-000039	5010667	Claude Harris	Principal Accounting Officer	2020-02-03 00:00:00.0
0001669191-20-000039	5010668	Claude Harris	Board Member	2020-02-03 00:00:00.0
0001665160-20-000083	5010648	Andrew Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-03 00:00:00.0
0001665160-20-000084	5010669	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-03 00:00:00.0
0001665160-20-000085	5010670	Brian Gale	CEO, Principal Executive Officer and Director	2020-02-03 00:00:00.0
0001665160-20-000085	5010671	Edgar D. McKean III	Director	2020-02-03 00:00:00.0
0001665160-20-000085	5010672	Cynthia P. Baron	Principal Financial Officer and Principal Accounting Officer	2020-02-03 00:00:00.0
0001801610-20-000001	5010649	/s/ Ross Franklin	Chief Executive Officer (Principal Executive and Financial Officer) and Director	2020-02-03 00:00:00.0
0001677504-20-000001	5010650	Saiful Khandaker	CEO	2020-02-04 00:00:00.0
0001801610-20-000002	5010673	Ross Franklin	Chief Executive Officer and Director	2020-02-04 00:00:00.0
0001670254-20-000078	5010674	Dea Wilson	CEO and Founder	2020-02-03 00:00:00.0
0001730486-20-000001	5010651	Marc Schrobilgen	Chief Exective Officer	2020-02-04 00:00:00.0
0001670254-20-000084	5010652	Dea Wilson	CEO and Founder	2020-01-24 00:00:00.0
0001670254-20-000084	5010653	Dea Wilson	CEO and Founder	2019-12-06 00:00:00.0
0001746059-20-000029	5010654	Justin Korby	Owner and Founder	2020-02-05 00:00:00.0
0001684004-20-000001	5010655	Mark Murrell	President, CEO	2020-02-05 00:00:00.0
0001669191-20-000042	5010656	Xianming Zhu	Principal Executive Officer	2020-02-05 00:00:00.0
0001669191-20-000042	5010657	Xianming Zhu	Principal Financial Officer	2020-02-05 00:00:00.0
0001669191-20-000042	5010658	Xianming Zhu	Principal Accounting Officer	2020-02-05 00:00:00.0
0001669191-20-000042	5010659	Xianming Zhu	Board Member	2020-02-05 00:00:00.0
0001793349-20-000001	5010675	/s/ Rashaan Everett	Manager	2020-02-05 00:00:00.0
0001670254-20-000086	5010661	Oscar de Vries	CEO & Founder	2020-02-05 00:00:00.0
0001665160-20-000088	5010660	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-05 00:00:00.0
0001785626-20-000004	5010662	Nargis Mougey	Member	2020-02-06 00:00:00.0
0001746059-20-000031	5010663	Aaron Mizen	Owner and Founder	2020-02-06 00:00:00.0
0001665160-20-000092	5010676	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-06 00:00:00.0
0001670254-20-000088	5010664	Tiffany Kelly	Founder & CEO	2020-02-04 00:00:00.0
0001670254-20-000094	5010685	Estephania Bonnett Alonso	Producer	2020-01-30 00:00:00.0
0001670254-20-000094	5010686	Brett Tyler Pedersen	Producer	2020-01-30 00:00:00.0
0001670254-20-000094	5010687	Micah Van Hove	Director/Producer	2020-01-30 00:00:00.0
0001670254-20-000099	5010677	Rick Richman	Founder CEO	2020-02-07 00:00:00.0
0001670254-20-000104	5010692	Gabriele Hofmann	Director	2020-02-07 00:00:00.0
0001670254-20-000104	5010693	Lynette Kucsma	Co-Founder and CMO	2020-02-07 00:00:00.0
0001670254-20-000104	5010694	Emilio Sepulveda	Co-Founder and CEO	2020-02-07 00:00:00.0
0001670254-20-000101	5010690	Mark E. Sam	CFO	2020-02-07 00:00:00.0
0001670254-20-000101	5010691	John C Higgins	President/CEO	2020-02-06 00:00:00.0
0001670254-20-000096	5010688	Samantha K Smith	Co-Founder/ Director	2020-02-07 00:00:00.0
0001670254-20-000096	5010689	Nam Mokwunye	Founder/Chief Catalyst	2020-02-07 00:00:00.0
0001669191-20-000045	5010695	Rhett Ross	Principal Executive Officer	2020-02-10 00:00:00.0
0001669191-20-000045	5010696	Rhett Ross	Principal Financial Officer	2020-02-10 00:00:00.0
0001669191-20-000045	5010697	Rhett Ross	Principal Accounting Officer	2020-02-10 00:00:00.0
0001669191-20-000045	5010698	Rhett Ross	Board Member	2020-02-10 00:00:00.0
0001669191-20-000045	5010699	Philip Burton	Board Member	2020-02-10 00:00:00.0
0001669191-20-000047	5010700	MICHAEL GABRIEL	Principal Executive Officer	2020-02-10 00:00:00.0
0001669191-20-000047	5010701	MICHAEL GABRIEL	Principal Financial Officer	2020-02-10 00:00:00.0
0001669191-20-000047	5010702	MICHAEL GABRIEL	Principal Accounting Officer	2020-02-10 00:00:00.0
0001669191-20-000047	5010703	MICHAEL GABRIEL	Board Member	2020-02-10 00:00:00.0
0001665160-20-000100	5010678	David Allred	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-10 00:00:00.0
0001665160-20-000101	5010704	John Larson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-10 00:00:00.0
0001665160-20-000102	5010705	Andrew Schlack	CEO, Principal Executive Officer and Director	2020-02-10 00:00:00.0
0001665160-20-000102	5010706	Benjamin Anderson	COO, Principal Financial Officer, Principal Accounting Officer, Director	2020-02-10 00:00:00.0
0001790689-20-000001	5010707	Gary Kendall Spence	Manager	2020-02-03 00:00:00.0
0001789878-20-000001	5010679	Logan Beck	President	2020-02-10 00:00:00.0
0001789878-20-000001	5010680	Lauren Ferrante	Vice President	2020-02-10 00:00:00.0
0001789878-20-000001	5010681	Eric Hester	Vice President	2020-02-10 00:00:00.0
0001789878-20-000001	5010682	Troy Stanley	Vice President	2020-02-10 00:00:00.0
0001794484-20-000001	5010708	/s/ Manuela Seve	Chief Executive Officer, Director, Chairman of the Board and President	2020-02-10 00:00:00.0
0001794484-20-000001	5010709	/s/ Renata Thome	Chief Operating Officer, Director, Treasurer and Secretary	2020-02-10 00:00:00.0
0001670254-20-000106	5010710	Archil Cheishvili	CEO	2020-01-30 00:00:00.0
0001670254-20-000107	5010714	Ray Tesi	CEO	2020-02-07 00:00:00.0
0001670254-20-000107	5010715	Frank Zanca	CFO	2020-02-07 00:00:00.0
0001802577-20-000002	5010711	Noble Ferguson El	Chief Financial Officer/Sovereign Minister	2020-02-10 00:00:00.0
0001802577-20-000002	5010712	Jibril Mutakkabir El	Executive Ruler/Chief Compliance Officer	2020-02-10 00:00:00.0
0001802577-20-000002	5010713	Angelica Jackson El Bey	Secret Jurisary/Admin. Asst.	2020-02-10 00:00:00.0
0001669191-20-000049	5010683	James Canova	Principal Executive Officer	2020-02-11 00:00:00.0
0001669191-20-000049	5010684	Valerie  Canova	Principal Financial Officer	2020-02-11 00:00:00.0
0001669191-20-000049	5010725	Valerie  Canova	Principal Accounting Officer	2020-02-11 00:00:00.0
0001669191-20-000049	5010726	Valerie  Canova	Board Member	2020-02-11 00:00:00.0
0001669191-20-000049	5010727	James Canova	Board Member	2020-02-11 00:00:00.0
0001746059-20-000032	5010716	Robert Raulston	Owner and Founder	2020-02-11 00:00:00.0
0001790166-20-000004	5010728	Janine Yorio	Chief Executive Officer	2020-02-11 00:00:00.0
0001665160-20-000104	5010717	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2020-02-11 00:00:00.0
0001669191-20-000051	5010718	Claude Harris	Principal Executive Officer	2020-02-11 00:00:00.0
0001669191-20-000051	5010719	Claude Harris	Principal Financial Officer	2020-02-11 00:00:00.0
0001669191-20-000051	5010720	Claude Harris	Principal Accounting Officer	2020-02-11 00:00:00.0
0001669191-20-000051	5010721	Claude Harris	Board Member	2020-02-11 00:00:00.0
0001789369-20-000001	5010722	Caroll Lee	Manager	2020-02-11 00:00:00.0
0001746059-20-000033	5010723	Elizabeth Castellana	Owner and Founder	2020-02-11 00:00:00.0
0001759332-20-000001	5010724	Colby Schaeffer	CFO	2020-02-11 00:00:00.0
0001654300-20-000001	5010745	Neville Golvala	CEO	2020-02-12 00:00:00.0
0001654300-20-000001	5010746	Ronald Buckner	EVP COO/CFO	2020-02-12 00:00:00.0
0001665160-20-000105	5010747	Chris Outwater	CEO, Principal Executive Officer and Director	2020-02-12 00:00:00.0
0001665160-20-000105	5010748	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2020-02-12 00:00:00.0
0001792116-20-000001	5010749	Joseph Jonna	Co-Manager	2020-02-12 00:00:00.0
0001792116-20-000001	5010750	Matthew Grocoff	Co-Manager	2020-02-12 00:00:00.0
0001792116-20-000001	5010751	David Eifrid	Co-Manager	2020-02-12 00:00:00.0
0001554477-20-000002	5010729	Jared Augustine	Director	2020-02-12 00:00:00.0
0001554477-20-000002	5010730	Mark Gerson	Director	2020-02-12 00:00:00.0
0001554477-20-000002	5010731	Tiki Barber	Director	2020-02-12 00:00:00.0
0001554477-20-000002	5010732	Heath Freeman	Director	2020-02-12 00:00:00.0
0001665160-20-000106	5010752	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-12 00:00:00.0
0001797565-20-000001	5010733	Kurt Swogger	CEO and President	2020-02-12 00:00:00.0
0001554477-20-000003	5010734	Arjun Rai	President, Director	2020-02-12 00:00:00.0
0001665160-20-000109	5010735	David Silverglate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-12 00:00:00.0
0001665160-20-000109	5010736	Brian Gulassa	Director	2020-02-12 00:00:00.0
0001746059-20-000034	5010737	Melissa Lewis-Gentry	Owner and CoFounder	2020-02-12 00:00:00.0
0001746059-20-000034	5010738	Michael Dow	Owner and CoFounder	2020-02-12 00:00:00.0
0001665160-20-000112	5010739	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-12 00:00:00.0
0001665160-20-000112	5010740	Eric Goeken	Director, Chief Product Designer	2020-02-12 00:00:00.0
0001746059-20-000036	5010741	Biplaw Rai	Owner and CoFounder	2020-02-12 00:00:00.0
0001746059-20-000036	5010742	Nyacko Perry	Owner and CoFounder	2020-02-12 00:00:00.0
0001798833-20-000002	5010743	Fahad Rajput	Manager	2020-02-12 00:00:00.0
0001665160-20-000114	5010744	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-12 00:00:00.0
0001665160-20-000114	5010765	Eric Goeken	Director, Chief Product Designer	2020-02-12 00:00:00.0
0001722197-20-000001	5010766	David Levine	Chief Executive Officer	2020-02-13 00:00:00.0
0001213900-20-003498	5010753	William Zanker	Chief Executive Officer, Principal Executive Officer and Manager	2020-02-13 00:00:00.0
0001213900-20-003498	5010754	Christopher Murray	Chief Financial Officer, Principal Accounting Officer and Manager	2020-02-13 00:00:00.0
0001213900-20-003498	5010755	Samantha Delcanto	Manager	2020-02-13 00:00:00.0
0001746059-20-000037	5010756	Francis Broadberry	Owner	2020-02-13 00:00:00.0
0001665160-20-000122	5010757	Sandra W. Marlowe	Chairman & CEO, Board President	2020-02-13 00:00:00.0
0001665160-20-000122	5010758	Rachael M. Bullock	Board Secretary, Director	2020-02-13 00:00:00.0
0001665160-20-000122	5010759	Bena Halecky	Director	2020-02-13 00:00:00.0
0001665160-20-000122	5010760	Leigh McKee	Audit Advisory Committee	2020-02-13 00:00:00.0
0001665160-20-000124	5010767	Sandra W. Marlowe	Chairman & CEO	2020-02-13 00:00:00.0
0001665160-20-000124	5010768	Rachael M. Bullock	Director	2020-02-13 00:00:00.0
0001665160-20-000124	5010769	Bena Halecky	Director	2020-02-13 00:00:00.0
0001665160-20-000124	5010770	Leigh McKee	Audit Advisory Committee	2020-02-13 00:00:00.0
0001746059-20-000039	5010761	Mike Pirtle	Owner and CoFounder	2020-02-13 00:00:00.0
0001746059-20-000039	5010762	La-Tisha Pirtle	Owner and CoFounder	2020-02-13 00:00:00.0
0001665160-20-000127	5010771	Sandra W. Marlowe	Chief Executive officer and Chairman of the Executive Board, Principal Financial Officer and Principal Accounting Officer.	2020-02-13 00:00:00.0
0001746059-20-000041	5010772	David Collins	Owner and Founder	2020-02-13 00:00:00.0
0001740075-20-000001	5010773	Andreas Roussos	CEO	2020-02-13 00:00:00.0
0001746059-20-000043	5010763	Charles Morgridge	Owner and Founder	2020-02-13 00:00:00.0
0001790424-20-000002	5010764	Daniel Marlow	CEO	2020-02-13 00:00:00.0
0001670254-20-000113	5010788	Walton Clark	COO	2020-02-13 00:00:00.0
0001670254-20-000113	5010789	Scot Savarese	Founder/CEO	2020-02-12 00:00:00.0
0001670254-20-000110	5010785	Daniel P  Cunningham	CTO	2020-02-13 00:00:00.0
0001670254-20-000110	5010786	Andrew Brazier	Chief Product Officer	2020-02-12 00:00:00.0
0001670254-20-000110	5010787	Sourabh Kothari	CEO, CFO, CMO	2020-02-12 00:00:00.0
0001746725-20-000001	5010774	John C. George	CFO	2020-02-14 00:00:00.0
0001746725-20-000002	5010790	John C. George	CFO	2020-02-14 00:00:00.0
0001669191-20-000053	5010775	Vaughan Dugan	Principal Executive Officer	2020-02-14 00:00:00.0
0001669191-20-000053	5010776	Vaughan Dugan	Principal Financial Officer	2020-02-14 00:00:00.0
0001669191-20-000053	5010777	Shawn Rudnick	Principal Accounting Officer	2020-02-14 00:00:00.0
0001669191-20-000053	5010778	Vaughan Dugan	Board Member	2020-02-14 00:00:00.0
0001669191-20-000053	5010779	Shawn Rudnick	Board Member	2020-02-14 00:00:00.0
0001799584-20-000003	5010780	Erin Houston	CEO & Director	2020-02-14 00:00:00.0
0001799584-20-000003	5010781	Emily Kenney	COO & Director	2020-02-14 00:00:00.0
0001665160-20-000129	5010782	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2020-02-14 00:00:00.0
0001665160-20-000129	5010783	Martin Conlon	Director	2020-02-14 00:00:00.0
0001665160-20-000130	5010784	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-14 00:00:00.0
0001670254-20-000116	5010805	Anthony Lucas	CEO	2020-02-13 00:00:00.0
0001665160-20-000131	5010806	Anand (Andy) Pandharikar	Founder and CEO	2020-02-14 00:00:00.0
0001670254-20-000119	5010807	Luna Howard	CEO&CO-Founder	2020-02-13 00:00:00.0
0001670254-20-000119	5010808	Peter J Goodman	President & COO, Co-Founder	2020-02-13 00:00:00.0
0001670254-20-000124	5010809	Glenn Smith	CFO	2020-02-13 00:00:00.0
0001670254-20-000124	5010810	Nicholas J Solazzo	Founder	2020-02-12 00:00:00.0
0001670254-20-000124	5010811	Scott Brown	CEO	2020-02-12 00:00:00.0
0001670254-20-000122	5010793	Tony Cheung	Manager	2020-02-13 00:00:00.0
0001670254-20-000122	5010794	Kyle Blasco	CMO	2020-02-12 00:00:00.0
0001670254-20-000122	5010795	Vidur Raj Bhalla	Director	2020-02-12 00:00:00.0
0001670254-20-000122	5010796	satyan	member	2020-02-12 00:00:00.0
0001670254-20-000122	5010797	Eddy Kaljic	Director of Sales	2020-02-12 00:00:00.0
0001670254-20-000122	5010798	Yannis Moati	CEO and Founder	2020-02-12 00:00:00.0
0001780122-20-000001	5010791	/s/ Daniel Uribe	Chief Executive Officer, President, Secretary, Director	2020-02-14 00:00:00.0
0001780122-20-000001	5010792	/s/ Everardo Barojas	Chief Financial Officer, Treasurer	2020-02-14 00:00:00.0
