ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001670254-16-000077	0			Everipedia, Inc.	Corporation		DE	2015-08-01	972 Hilgard Ave. #PH2		Los Angeles	CA	90024	https://www.everipedia.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001625242-16-000141	1		Extending raise deadine per issuer request.	PopSLATE Media Inc	Corporation		DE	2012-10-27	1059 East Meadow Cirle		Palo Alto	CA	94303	www.popslate.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001625242-16-000135	1		Extending the raise deadline for the investment.	BYS Daily. Inc.	Corporation		VA	2016-05-11	8045 Fareholm Drive	NA	Los Angeles	CA	90046	www.sydeapp.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001625242-16-000132	1		Extended investment deadline/closing date to match the issuer's Escrow End Date..	Bomboard LLC	Limited Liability Company		DE	2006-02-06	884 S. Janesville Street	SUITE E	Whitewater	WI	53190	www.bomboard.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001665160-16-000081	0			LRF Thoroughbred Fund LLC	Limited Liability Company		CA	2016-06-27	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	91367	www.littleredfeather.com	StartEngine Capital LLC	0001665160	007-00007	
0001675554-16-000004	1		To extend the offering termination date and update certain terms of the offering.	Vigilante Gaming Bar, LLC	Limited Liability Company		TX	2015-07-14	4102 AVENUE H #A		AUSTIN	TX	78751	http://vigilantebar.com/	NextSeed US LLC	0001667892	007-00023	283225
0001670254-16-000076	0		Update deadline date and include updated business plan.	N1CE USA, LLC	Limited Liability Company		DE	2015-09-16	1000 N. West Street	Suite 1501	Wilmington	DE	19801	http://www.n1ce.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000074	0			VooDoo Spirits, Inc.	Corporation		DE	2012-07-11	108 Cliffside Dr.		Canandaigua	NY	14424	http://www.tambour-original.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001675585-16-000006	0		Change of date	Viaggiatori, LLC	Limited Liability Company		NY	2015-08-20	246 NORTH 5TH STREET		BROOKLYN	NY	11211	www.travelbook-app.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001675585-16-000005	0		Correction to the number of outstanding shares	AXE A.I. TECHNOLOGIES LLC	Limited Liability Company		OH	2008-12-08	5505 KEIM CIRCLE	SUITE 330	COLUMBUS	OH	43228	www.axedigitalguitar.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001677548-16-000001	0			Housebook, Inc	Corporation		DC	2016-01-20	3607 MASSACHUSETTS AVENUE N.W.		WASHINGTON DC	DC	20016	www.housebookinc.com	UFP, LLC	0001668380	007-00024	
0001674319-16-000005	0			Lifeblink Inc	Corporation		DE	2016-04-20	8 OLD SALEM ROAD		CHERRY HILL	NJ	08034	www.lifeblink.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001665160-16-000079	0			Snapwire Media, Inc.	Corporation		DE	2012-08-03	3905 STATE STREET, SUITE 7-510		SANTA BARBARA	CA	93105	www.snapwi.re	StartEngine Capital LLC	0001665160	007-00007	
0001679372-16-000007	0		Upload supplemental information.	Youngry, LLC	Limited Liability Company		DE	2016-06-14	5490 MACARTHUR BLVD, STE 500		NEWPORT BEACH	CA	92660	youngry.com	OpenDeal Inc.	0001672732	007-00046	283874
0001680153-16-000001	0			Yokal Productions II Inc.	Corporation		CA	2016-06-21	818 WEST 7TH	#930	LOS ANGELES, CA	CA	90019	www.yokalsports.com	TRUCROWD INC	0001667145	007-00015	
0001679373-16-000003	1		This amendment reduces the target offering amount, modifies the use of proceeds, changes the terms of the securities offered, adds information regarding the company's business, and other changes more fully described in the Form C.	Farm From a Box Inc.	Corporation		DE	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	farmfromabox.com	OpenDeal Inc.	0001672732	007-00046	283874
0001647869-16-000002	0		Upload transcript to video posted on funding portal.	RaceYa, Inc.	Corporation		DE	2014-04-07	175 VARICK STREET		NEW YORK	NY	10014	raceya.com	OpenDeal Inc.	0001672732	007-00046	283874
0001680041-16-000001	0			Maternova, Inc.	Corporation		RI	2009-05-06	460 HARRIS AVENUE, SUITE 201		PROVIDENCE	RI	09209	maternova.net	OpenDeal Inc.	0001672732	007-00046	283874
0001679372-16-000006	0		Upload the transcript of the video available on the funding portal.	Youngry, LLC	Limited Liability Company		DE	2016-06-14	5490 MACARTHUR BLVD, STE 500		NEWPORT BEACH	CA	92660	youngry.com	OpenDeal Inc.	0001672732	007-00046	283874
0001679373-16-000001	0			Farm From a Box Inc.	Corporation		DE	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	farmfromabox.com	OpenDeal Inc.	0001672732	007-00046	283874
0001679372-16-000004	0			RaceYa, Inc.	Corporation		DE	2014-04-07	175 VARICK STREET		NEW YORK	NY	10014	raceya.com	OpenDeal Inc.	0001672732	007-00046	283874
0001679372-16-000002	0			Youngry, LLC	Limited Liability Company		DE	2016-06-14	5490 Macarthur Blvd, Ste 500		Newport Beach	CA	92660	youngry.com	OpenDeal Inc.	0001672732	007-00046	283874
0001667014-16-000003	0			Big Brother Holding Company, LLC	Limited Liability Company		MI	2014-10-14	24 SOUTH WHITTAKER STREET		NEW BUFFALO	MI	49117	http://www.beerchurchbrewing.com	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001678997-16-000002	0			CloudSpray Corp	Corporation		MS	2016-03-05	110 LEXINGTON DRIVE		MADISON	MS	39110	www.cloudspray.rocks	I-BANKERS DIRECT, LLC	0001573778	008-69264	000167533
0001679526-16-000003	0			W. Blazer Holdings LLC	Limited Liability Company		PA	2006-11-17	650 SMITHFIELD ST	SUITE 2130	PITTSBURGH	PA	15222	www.wblazer.com	I-BANKERS DIRECT, LLC	0001573778	008-69264	000167533
0001674207-16-000002	0		Reduction of target offering amount and maximum offering, as well as extension of the offering.	MF Fire	Limited Liability Company		MD	2014-04-23	3413 METZEROTT RD.		COLLEGE PARK	MD	20740	www.mffire.com	SI Portal, LLC	0001669328	007-00029	283382
0001675585-16-000004	0		Updated management team and correct an error found on the financial statements effecting the gross profit and beginning and ending cash	AXE A.I. TECHNOLOGIES LLC	Limited Liability Company		OH	2008-12-08	5505 KEIM CIRCLE	SUITE 330	COLUMBUS	OH	43228	www.axedigitalguitar.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001670254-16-000073	1		Correction in financials regarding long-term debt, include pitch deck and updated business plan.	Proof of Concept, LLC	Limited Liability Company		NY	2011-04-22	67 35th St.	C405	Brooklyn	NY	11232	http://barrowsintense.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001609838-16-000003	0			Around Labs, Inc.	Corporation		DE	2013-08-26	758 GREEN STREET		SAN FRANCISCO	CA	94133	http://www.thebanterapp.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001670254-16-000071	0			Red Bay Coffee Company	Limited Liability Company		CA	2013-08-09	3098 E. 10th Street		oakland	CA	94606	http://www.redbaycoffee.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000069	0			Vive! Restaurant Group LLC	Limited Liability Company		CA	2015-09-22	3415 Otter Ct		hayward	CA	94542	http://cincotacobar.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001677843-16-000002	0			VG Smartglass LLC	Limited Liability Company		FL	2014-05-29	3440 S. DEARBORN ST.	STE 130S	CHICAGO	IL	60616	www.vgsmartglass.com	crowdsourcefunded.com	0001667727	007-00027	001400667
0001625242-16-000120	1		Edgar did not process initial uploads of the offering memorandum or subscription agreement. Updated typographical errors, added manager to signatory, and attached financial documentation. Extended deadline due to escrow delay.	BYS Daily. Inc.	Corporation		VA	2016-05-11	8045 Fareholm Drive	NA	Los Angeles	CA	90046	www.sydeapp.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001678208-16-000004	0			Uncensored Freedom Inc.	Corporation		CO	2016-06-23	1550 LARIMER	272	DENVER	CO	80202	http://uncensoredpatriot.com/	UFP, LLC	0001668380	007-00024	
0001678623-16-000001	0			SEED VOLAGE TECH CORP	Corporation		AL	2016-06-27	507 BOOKER ST		MOBILE	AL	36604	http://seedvolagetech.com/	StartEngine Capital LLC	0001665160	007-00007	282945
0001675585-16-000002	0			James William Spencer	Limited Liability Company		OH	2008-12-08	5505 KEIM CIRCLE	SUITE 330	COLUMBUS	OH	43228	www.axedigitalguitar.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001676570-16-000005	0		"Amending Issuer Disclosure Questionnaire to include the following: ""All information presented to investors hosted on FlashFunders.com is available in the 'OFFERING PAGE' attachment to the SharkStopper Form C/A."" No material change has been made."	SharkStopper, Inc.	Corporation		DE	2016-05-11	1 MEADOWBROOK DRIVE		HUNTINGTON STATION	NY	11746	www.sharkstopper.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001670254-16-000067	0			Monday Night Mile LLC | DBA BeerFit	Limited Liability Company		GA	2014-05-01	1040 W Marietta St. NW		Atlanta	GA	30318	http://www.runbeerfit.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001676208-16-000001	0			Viaggiatori, LLC	Limited Liability Company		NY	2015-08-20	246 NORTH 5TH STREET		BROOKLYN	NY	11211	www.travelbook-app.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001675896-16-000002	0			Treycent, Inc	Corporation		FL	2016-05-20	7431 ROEBELENII CT		SARASOTA	FL	34241	www.treycent.com	Jumpstart Micro, Inc	0001664804	007-00008	
