ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001690888-17-000008	4	Arshad Hisham	Director	2017-11-20
0001690888-17-000008	2	Anurag Pal	Chief Financial Officer	2017-11-20
0001690888-17-000008	1	Arshad Hisham	Principle Executive Officer	2017-11-20
0001690888-17-000008	5	Anurag Pal	Director	2017-11-20
0001670254-17-000347	2	Ladie Malek	Co-Founder and President	2017-11-17
0001670254-17-000347	1	Robin Cooper	Chief Academic Officer	2017-11-17
0001670254-17-000345	2	Jennifer Stanchak	Cofounder & CTO	2017-11-17
0001670254-17-000345	3	Chris Stanchak	Cofounder & CEO	2017-11-17
0001670254-17-000345	1	Gabriel Weinberg	Director	2017-11-17
0001665160-17-000613	1	David Laiderman	Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2017-07-25
0001670254-17-000341	1	Robin Cooper	Chief Academic Officer	2017-11-17
0001670254-17-000341	2	Ladie Malek	Co-Founder and President	2017-11-17
0001670254-17-000339	4	Richard Yanda	President	2017-11-16
0001670254-17-000339	3	Paul Thorvald Rygaard	VP of Engineering	2017-11-16
0001670254-17-000339	2	Mark J Stephenson	Director	2017-11-17
0001670254-17-000339	1	Raymond P Medeiros	Executive Vice President	2017-11-17
0001665160-17-000604	1	Stacie A. Claytor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-15
0001665160-17-000607	1	George Giovanis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-17
0001720822-17-000001	1	Janet WU	CEO	2017-11-17
0001670254-17-000343	1	Paul Buijs	Vice President Operations	2017-11-17
0001670254-17-000343	2	Alexander Nicholas	Founder and CEO	2017-11-17
0001665160-17-000612	1	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer	2017-11-17
0001719326-17-000003	1	Kevin Davis	CEO/President/Secretary/Director	2017-10-05
0001719882-17-000001	2	Justin Stewart	Member	2017-11-17
0001719882-17-000001	1	Meade Lewis	Member	2017-11-17
0001716298-17-000001	4	Maria Del Mar Gomez Viela	Director	2017-11-17
0001716298-17-000001	3	Leslie Smith	Chairman of the Board and Chief Operating Officer	2017-11-17
0001716298-17-000001	2	Emily Levy	Director and Chief Executive Officer	2017-11-17
0001716298-17-000001	1	Yousef Al-Humaidhi	Director and Chief Financial Officer	2017-11-17
0001713410-17-000003	1	/s/ Sean Rimokh	Chief Executive Officer	2017-11-17
0001598982-17-000003	1	Sandra Gault	Director and Chief Executive Officer	2017-11-17
0001598982-17-000003	2	Jennifer Tegan	Director	2017-11-17
0001598982-17-000003	3	Julian Sanchez	Director and Vice President of Operations	2017-11-17
0001665160-17-000601	1	Stephen T Sorenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-16
0001665160-17-000598	1	Paul Wagner	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer	2017-11-15
0001710782-17-000001	1	Khadijeh Hindi	Managing Partner	2017-11-17
0001715013-17-000004	1	Shaun Masavage	Managing Member	2017-11-17
0001719970-17-000002	1	Robert Cefail	President	2017-11-17
0001715007-17-000001	1	Devesh Sharma	President, CFO and Director	2017-11-16
0001665160-17-000595	1	Andrew Ochoa	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer	2017-11-16
0001670254-17-000337	2	Alec Jhangiani	Founder & CEO	2017-11-16
0001670254-17-000337	1	Ramtin Nikzad	Founder & CEO	2017-11-16
0001670254-17-000336	1	Leanne Mai-ly Hilgart	President	2017-11-09
0001670254-17-000335	1	klaus moeller	founder	2017-11-16
0001670254-17-000335	2	Jeanene Morgan	Chief Financial Officer	2017-11-16
0001670254-17-000335	3	Mike Meader	Co-Founder/President	2017-11-16
0001722994-17-000001	1	/s/ Cara DesJardins	Board Member	2017-11-16
0001670254-17-000334	2	James Schmachtenberger	President	2017-11-09
0001670254-17-000334	3	Jordan Greenhall	CEO	2017-11-09
0001670254-17-000334	1	Daniel Schmachtenberger	Chief Strategy Officer	2017-11-09
0001670254-17-000333	1	Michael Kanter	CEO	2017-11-16
0001670254-17-000332	1	Martijn van Halen	CTO	2017-11-16
0001670254-17-000332	2	Norman Ortiz	CEO	2017-11-15
0001720486-17-000008	3	Calvin Fan	Secretary and Director	2017-11-16
0001720486-17-000008	4	Toren Kutnik	Director	2017-11-16
0001720486-17-000008	2	Jordan McKim	Vice President, Production and Director	2017-11-16
0001720486-17-000008	1	Mark Mahoney	CEO, President and Director	2017-11-16
0001690447-17-000003	1	Ron Hupp	Director	2017-11-16
0001690447-17-000003	2	Aaron Selverston	Director	2017-11-16
0001690447-17-000003	3	Wei Tao	Director	2017-11-16
0001715895-17-000003	1	Oliver Thornton	Manager	2017-11-16
0001715895-17-000003	2	Austen Weinhart	Manager	2017-11-16
0001720486-17-000005	1	Jordan McKim	Vice President, Production and Director	2017-11-15
0001720486-17-000005	3	Toren Kutnick	Director	2017-11-15
0001720486-17-000005	2	Calvin Fan	Secretary and Director	2017-11-15
0001720486-17-000004	3	Toren Kutnick	Director	2017-11-15
0001720486-17-000004	2	Calvin Fan	Secretary and Director	2017-11-15
0001720486-17-000004	1	Jordan McKim	Vice President, Production and Director	2017-11-15
0001665160-17-000586	1	Bryan Lorden	CEO	2017-11-15
0001665160-17-000592	2	Christian Broce	Principal Financial Officer and Principal Accounting Officer	2017-11-15
0001665160-17-000587	1	Bryan Lorden	CEO	2017-11-15
0001665160-17-000586	2	Christian Broce	CTO	2017-11-15
0001665160-17-000587	2	Christian Broce	CTO	2017-11-15
0001722191-17-000002	2	Chris Lewis	CFO; Director	2017-11-15
0001665160-17-000592	1	Bryan Lorden	CEO, Principal Executive Officer and Director	2017-11-15
0001670254-17-000330	2	Raja Rahman	CEO	2017-11-11
0001670254-17-000330	1	Jarrett Parker	Director	2017-11-11
0001722191-17-000002	1	Will Boyle	CEO; Director	2017-11-15
0001715749-17-000005	2	Joshua White	CDO, Secretary	2017-09-09
0001715749-17-000005	3	Daniel Arroyo	CTO, President, Treasurer	2017-09-09
0001715749-17-000005	1	Andrew Taylor	CEO	2017-09-09
0001679372-17-000005	2	Ankur Garga	Manager	2017-11-15
0001679372-17-000005	1	Ash Kumra	Manager	2017-11-15
0001670254-17-000328	1	Sean Diana	Founder & CEO	2017-11-09
0001670254-17-000326	2	Darren Smith	Founder & CEO	2017-11-08
0001670254-17-000326	1	Jesse Mastro	COO	2017-11-08
0001690447-17-000001	2	Aaron Selverston	Director	2017-11-14
0001690447-17-000001	1	Ron Hupp	Director	2017-11-14
0001690447-17-000001	3	Wei Tao	Director	2017-11-14
0001665160-17-000585	1	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer	2017-11-06
0001670254-17-000323	2	Menachem Genut	Co Founder	2017-11-09
0001670254-17-000323	3	Hemi Re'em	President & Co-Founder	2017-11-09
0001670254-17-000323	1	David Freidenberg	CEO	2017-11-09
0001665160-17-000583	1	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer	2017-11-14
0001721517-17-000001	1	/s/ Jim Holley	Board Member	2017-11-14
0001665160-17-000581	3	Jeff Bentley	Director	2017-11-13
0001665160-17-000581	4	Steve Jugan	Principal Executive Office and Director	2017-11-13
0001665160-17-000581	1	Jim Riley	Jim Riley	2017-11-13
0001665160-17-000581	2	Eric Morley	Principal Financial Officer and Principal Accounting Officer	2017-11-13
0001717408-17-000001	1	Akshay Gupta	COO	2017-11-13
0001717408-17-000001	2	Rabi Gupta	CEO	2017-11-13
0001665160-17-000582	8	Chris J. Davis	Chief Technology Officer	2017-11-13
0001665160-17-000582	7	Elvis Williams	VP of Sound	2017-11-13
0001665160-17-000582	6	Corey Hertz	Chief Product Officer	2017-11-13
0001665160-17-000582	5	Peter Bowers	Chief Content Officer	2017-11-13
0001665160-17-000582	4	Patrick Read Johnson	EVP Development	2017-11-13
0001665160-17-000582	3	Bob Giargiari	Chief Financial Officer	2017-11-13
0001665160-17-000582	2	Bryan Hertz	Executive Chairman	2017-11-13
0001665160-17-000582	1	Ian LeWinter	President	2017-11-13
0001665160-17-000582	9	Kevin Hertz	Chief Technology Consultant	2017-11-13
0001669191-17-000172	4	Robert Chunn	Board Member	2017-11-07
0001669191-17-000172	3	Rodney Hare	Principal Accounting Officer	2017-11-07
0001669191-17-000172	2	Rodney Hare	Principal Financial Officer	2017-11-07
0001669191-17-000172	1	Robert Chunn	Principal Executive Officer	2017-11-07
0001669191-17-000172	5	Rodney Hare	Board Member	2017-11-07
0001608695-17-000006	1	Brendon Strause	Managing Director	2017-11-13
0001665160-17-000580	1	Charles Zwebner	CEO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2017-11-13
0001665160-17-000579	1	Zack Fleishman	Principal Executive Officer and Director, Principal Financial Officer and Controller	2017-11-13
0001669191-17-000171	7	Matthew Sheppard	Board Member	2017-11-02
0001669191-17-000171	5	Jonathan Romanowski	Board Member	2017-11-02
0001669191-17-000171	4	Emily Rotolo	Board Member	2017-11-02
0001669191-17-000171	3	Emily Rotolo	Principal Accounting Officer	2017-11-02
0001669191-17-000171	2	Emily Rotolo	Principal Financial Officer	2017-11-02
0001669191-17-000171	1	Emily Rotolo	Principal Executive Officer	2017-11-02
0001669191-17-000171	6	Diana Le	Board Member	2017-11-02
0001718354-17-000001	1	/s/ Shiva Kashalkar	Chief Executive Officer	2017-11-13
0001715895-17-000001	1	Oliver Thornton	Manager	2017-11-13
0001715895-17-000001	2	Austen Weinhart	Manager	2017-11-13
0001715417-17-000003	1	Erin Paruszewski	President	2017-11-09
0001715417-17-000003	2	Anthony Paruszewski	Member	2017-11-09
0001665160-17-000578	1	Benjamin Harris	Principal Financial Officer, Principal Accounting Officer and Director	2017-11-09
0001665160-17-000578	2	Ashley Harris	CEO, Principal Executive Officer and Director	2017-11-09
0001665160-17-000576	1	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer	2017-11-06
0001712565-17-000003	1	/Alice Cheng/	Director, Chief Executive Officer	2017-11-09
0001665160-17-000574	7	David Heyman	Director	2017-11-09
0001665160-17-000574	1	Joseph Tutela	Principal Executive Officer and Director	2017-11-09
0001665160-17-000574	2	David Levine	Principal Accounting Officer	2017-11-09
0001665160-17-000574	3	Russell Bruemmer	Director	2017-11-09
0001665160-17-000574	6	Jeff Hembrock	Director	2017-11-09
0001665160-17-000574	4	Denise Denson	Director	2017-11-09
0001665160-17-000574	5	Paul Feldman	Director	2017-11-09
0001669191-17-000168	4	Robert Chunn	Board Member	2017-11-07
0001669191-17-000168	3	Rodney Hare	Principal Accounting Officer	2017-11-07
0001669191-17-000168	2	Rodney Hare	Principal Financial Officer	2017-11-07
0001669191-17-000168	1	Robert Chunn	Principal Executive Officer	2017-11-07
0001669191-17-000168	5	Rodney Hare	Board Member	2017-11-07
0001665160-17-000572	1	Eskil Nordhaug	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-09
0001665160-17-000571	1	Cristian Arnou	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-09
0001665160-17-000571	2	Randy Jones	Director	2017-11-09
0001665160-17-000569	3	Igor Efremov	Director	2017-11-09
0001665160-17-000569	1	Ruben Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-09
0001665160-17-000569	2	Mark Rizzo	Chief Technology Officer, Secretary, and Director	2017-11-09
0001665160-17-000569	4	Dmitriy Smirnov	Director	2017-11-09
0001711875-17-000004	3	Ryan Middleton	Director	2017-11-09
0001711875-17-000004	2	Fatima Dicko	Director	2017-11-09
0001711875-17-000004	1	Lawrence Morris	Director	2017-11-09
0001665160-17-000567	2	Zhanna Barseghyan	Principal Financial Officer	2017-11-08
0001665160-17-000564	1	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-08
0001665160-17-000564	2	Don DiCostanzo	Director	2017-11-08
0001665160-17-000564	3	Gregory L. Hirsch	Director	2017-11-08
0001665160-17-000567	1	Vigen Sanahyan	CEO, Principal Executive Officer and Director and Principal Accounting Officer	2017-11-08
0001715599-17-000003	1	Jacob Iest	CFO	2017-11-08
0001720880-17-000002	1	Melissa Jane Stapley	Founder and CEO	2017-11-08
0001665160-17-000563	1	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer	2017-11-06
0001719701-17-000001	1	Martin Molina	CEO	2017-11-08
0001670254-17-000321	1	Mary Jo Cook	Board Chair	2017-11-08
0001670254-17-000321	4	Srinivas Artham	Co-founder	2017-11-07
0001670254-17-000321	3	Hannah Freeman	Co-Founder	2017-11-07
0001670254-17-000321	2	Matthew Rogers	Board Member	2017-11-08
0001704090-17-000007	1	Lori Daugherty	President	2017-11-08
0001644600-17-000169	2	Robert Nistico	Principal Executive Officer and Director	2017-11-08
0001644600-17-000169	3	Justin Yorke	Director	2017-11-08
0001644600-17-000169	1	Jim Sjoerdsma	Principal Financial Officer and Principal Accounting Officer and Director	2017-11-08
0001669191-17-000165	5	Rick Dansey	Board Member	2017-08-04
0001669191-17-000165	4	Jacob Dansey	Board Member	2017-08-04
0001669191-17-000165	3	Jacob Dansey	Principal Accounting Officer	2017-08-04
0001669191-17-000165	2	Chad Bell	Principal Financial Officer	2017-08-04
0001669191-17-000165	1	Jacob Dansey	Principal Executive Officer	2017-08-04
0001720880-17-000001	1	Melissa Jane Stapley	Founder and CEO	2017-11-07
0001680729-17-000010	1	Alex Bullington	Co-Founder and CEO	2017-07-31
0001680729-17-000010	2	Greg DiNardo	Co-Founder and COO	2017-07-31
0001665160-17-000562	3	Richard Warwick	COO	2017-11-07
0001665160-17-000562	4	Brad Kayton	Director	2017-11-07
0001665160-17-000562	2	Glen Burchers	Director and Officer	2017-11-07
0001665160-17-000562	1	Utz Baldwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-07
0001704205-17-000014	1	Kirk Kjellberg	CEO	2017-11-07
0001670254-17-000320	1	Alan Safahi	CEO	2017-10-07
0001670254-17-000319	1	Michael J. Rosenberg	President	2017-10-31
0001670254-17-000319	2	Marta Mendizabal	VP & COO	2017-10-31
0001670254-17-000318	1	Paul D. Fellegy	Chief Financial Officer	2017-11-01
0001670254-17-000318	2	Joseph Cotropia	CSO	2017-11-01
0001670254-17-000318	3	Charles Cotropia	CEO	2017-11-01
0001670254-17-000316	3	Anatoliy Zhuravlev	President & CEO	2017-11-03
0001670254-17-000316	2	Dmitry Zhuravlev	Director	2017-11-03
0001670254-17-000316	1	Svetlana Zhuravleva	Secretary, Tresurer, Director	2017-11-03
0001665160-17-000560	1	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer	2017-11-06
0001690888-17-000006	1	Arshad Hisham	Principal Executive Officer	2017-11-06
0001690888-17-000006	3	Arshad Hisham	Chief Accounting Officer	2017-11-06
0001690888-17-000006	2	Anurag Pal	Chief Financial Officer	2017-11-06
0001690888-17-000006	4	Arshad Hisham	Director	2017-11-06
0001690888-17-000006	5	Anurag Pal	Director	2017-11-06
0001665160-17-000558	1	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer	2017-11-06
0001665160-17-000556	1	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer	2017-11-06
0001705975-17-000001	2	Andy Aweida	Partner	2017-11-06
0001705975-17-000001	1	Brian Ching	Manager	2017-11-06
0001705975-17-000001	3	Mohammad Baratizadeh	Partner	2017-11-06
0001669191-17-000163	2	Emily Rotolo	Principal Financial Officer	2017-11-02
0001669191-17-000163	3	Emily Rotolo	Principal Accounting Officer	2017-11-02
0001669191-17-000163	5	Jonathan Romanowski	Board Member	2017-11-02
0001669191-17-000163	6	Diana Le	Board Member	2017-11-02
0001669191-17-000163	7	Matthew Sheppard	Board Member	2017-11-02
0001669191-17-000163	1	Emily Rotolo	Principal Executive Officer	2017-11-02
0001669191-17-000163	4	Emily Rotolo	Board Member	2017-11-02
0001670254-17-000311	3	Mario Costanz	CEO	2017-11-03
0001670254-17-000311	2	Marcus Slater	VP of Marketing	2017-11-03
0001670254-17-000311	1	Theodore Muftic	CFO	2017-11-03
0001670254-17-000313	3	Brian Bourgerie	CFO, Crowdfunding	2017-11-02
0001670254-17-000313	2	Bryson C. Hill	CEO	2017-11-02
0001670254-17-000313	1	Kevin L. Hill	Chief Operating Officer	2017-11-02
0001670254-17-000306	3	Jeffrey Isquith	President & CEO	2017-11-03
0001670254-17-000306	2	Alan Bignall	CFO	2017-11-03
0001670254-17-000306	1	Gene M Perez	COO	2017-11-03
0001670254-17-000315	5	Brian Bourgerie	CFO, Crowdfunding	2017-11-03
0001670254-17-000315	3	Bryson C. Hill	CEO	2017-11-03
0001670254-17-000315	2	Josh Isabell	Director	2017-11-03
0001670254-17-000315	1	Cory Torgesen	CGO	2017-11-03
0001717904-17-000001	2	Michael Lui	Director	2017-11-03
0001717904-17-000001	1	James Buck Jordan	Director	2017-11-03
0001665160-17-000554	1	Dan Mueller	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-03
0001665160-17-000553	4	Jim Caccavo	Director	2017-11-03
0001665160-17-000553	3	Ralene Cavataio	CFO	2017-11-03
0001665160-17-000553	2	Kate Nowlan	Founder and COO	2017-11-03
0001665160-17-000553	1	Kimberly Caccavo	Founder and CEO	2017-11-03
0001670254-17-000315	4	Kevin Hill	Chief Operating Officer	2017-11-03
0001680729-17-000009	2	Greg DiNardo	Co-Founder and COO	2017-07-31
0001680729-17-000009	1	Alex Bullington	Co-Founder and CEO	2017-07-31
0001715749-17-000003	3	Daniel Arroyo	CTO, President, Treasurer	2017-09-09
0001715749-17-000003	2	Joshua White	CDO, Secretary	2017-09-09
0001715749-17-000003	1	Andrew Taylor	CEO	2017-09-09
0001665160-17-000552	1	C. Jibril Sulaiman II	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-03
0001712328-17-000001	1	Robert Head	CEO	2017-11-03
0001711429-17-000006	1	Earl Benjamin	President, CEO	2017-07-06
0001665160-17-000551	3	Brad Kayton	Director	2017-11-02
0001665160-17-000551	2	Richard Warwick	COO	2017-11-02
0001665160-17-000551	1	Glen Burchers	Director and Officer	2017-11-02
0001665160-17-000551	4	Utz Baldwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-02
0001665160-17-000548	1	Megan Haines	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-02
0001664526-17-000007	1	Brian Monnin	Chief Executive Officer	2017-11-01
0001720051-17-000001	1	Seungwhan Chang	Sole Member	2017-11-01
0001720051-17-000001	2	Jason Liao	Executive Chef & Operations Manager	2017-11-01
0001670254-17-000304	1	Rudolph J. Fritsch	Secretary	2017-10-31
0001670254-17-000304	2	Ivana Karamitsos	CIO & Communications Director	2017-10-31
0001670254-17-000304	3	Eric J. Lerner	President and Chief Scientist	2017-10-31
0001665160-17-000546	1	Brian Burt	President, CEO, Secretary, Board Chair, Principal Executive Officer and Director, Principal Financial Officer	2017-10-31
0001665160-17-000546	2	Julian Martinez	Principal Accounting Officer and Director	2017-10-31
0001665160-17-000546	3	Christopher Kyle	Director	2017-10-31
0001665160-17-000533	1	Melissa Meister	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office	2017-10-31
0001670254-17-000303	1	wilburn kelly hudson jr	Board Chairman	2017-10-31
0001670254-17-000303	2	Janice Dunn	Controller	2017-10-31
0001670254-17-000303	3	Douglas G Mancosky	CEO	2017-10-31
0001665160-17-000537	1	Eskil Nordhaug	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-31
0001665160-17-000541	1	Robert Young	President and Director	2017-10-31
0001665160-17-000541	2	Mark Poling	CEO, Principal Executive Officer, CFO, Principal Financial Officer and Principal Accounting Officer and Director	2017-10-31
0001669191-17-000162	3	Brian Curcio	Principal Accounting Officer	2017-07-28
0001669191-17-000162	1	Brian Curcio	Principal Executive Officer	2017-07-28
0001669191-17-000162	2	Brian Curcio	Principal Financial Officer	2017-07-28
0001670254-17-000302	1	Bernard Loyd	President	2017-10-27
0001670254-17-000301	1	Ken Pryde	CFO	2017-10-30
0001670254-17-000301	2	Aaron Kleiner	Director	2017-10-30
0001670254-17-000301	5	Stephen Marsh	President and Founder	2017-10-30
0001670254-17-000301	3	Arthur I. Anderson	Director	2017-10-30
0001670254-17-000301	4	Phil Huyck	Chairman	2017-10-30
0001670254-17-000299	5	Stephen Marsh	President and Founder	2017-10-30
0001670254-17-000299	4	Phil Huyck	Chairman	2017-10-30
0001670254-17-000299	2	Aaron Kleiner	Director	2017-10-30
0001670254-17-000299	1	Ken Pryde	CFO	2017-10-30
0001670254-17-000299	3	Arthur I. Anderson	Director	2017-10-30
0001665160-17-000530	1	Eric Ralls	CEO	2017-03-17
0001665160-17-000531	2	Anson Sims	Senior Vice President and Director	2017-10-30
0001665160-17-000531	1	Jay Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-30
0001665160-17-000528	1	Marlon Schulman	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director	2017-10-30
0001139685-17-000003	1	Marc Gordon, CPA	Controller	2017-10-13
0001139685-17-000003	2	John G. Compton, Ph.D.	Chairman of the Board	2017-10-13
0001664957-17-000013	2	Sam Yagan	Director	2017-10-30
0001664957-17-000013	1	Desiree Vargas Wrigley	Director	2017-10-30
0001665160-17-000525	1	Jean J. Borno	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director	2017-10-30
0001445866-17-001492	1	Bryson Hill	Chief Executive Officer	2017-10-27
0001664957-17-000011	2	Sam Yagan	Director	2017-10-27
0001673558-17-000003	1	April Spears	CEO	2017-10-27
0001670254-17-000297	4	Andrew Adelman	CEO	2017-10-27
0001670254-17-000297	3	Vincent Serpico	CFO	2017-10-27
0001670254-17-000297	2	Michael Calleja	COO	2017-10-27
0001670254-17-000297	1	Robert Jones	Board Member	2017-10-27
0001664957-17-000011	1	Desiree Vargas Wrigley	Director	2017-10-27
0001706031-17-000004	2	David Fay	Partner	2017-10-27
0001706031-17-000004	1	Ian Tucker	President & Chief Executive Officer	2017-10-27
0001679372-17-000003	2	Ankur Garga	Manager	2017-10-27
0001679372-17-000003	1	Ash Kumra	Manager	2017-10-27
0001665160-17-000523	1	Helena Fogarty	CEO and Founder	2017-04-20
0001717883-17-000005	1	John Cascarano	CEO	2017-10-27
0001718335-17-000001	2	Jeremy Feldman	Co-Founder & CTO	2017-10-26
0001718335-17-000001	1	Serge Amouzou	Co-Founder & CEO	2017-10-26
0001665160-17-000521	1	Jeffrey S. Greenberger	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-26
0001665160-17-000517	2	Philip Magri	Director	2017-10-26
0001665160-17-000517	1	Christopher Tompkins	Principle Executive Officer, Principle Financial officer, Principle Accounting Officer, Director	2017-10-26
0001665160-17-000514	3	Robert L. Kent	Director	2017-10-26
0001665160-17-000514	2	S.K Chan	Principal Financial Officer and Principal Accounting Officer	2017-10-26
0001665160-17-000514	1	Esmond Goei	Principle Executive officer and Director	2017-10-26
0001665160-17-000515	3	Julian Martinez	Director	2017-10-26
0001665160-17-000515	2	Christopher Kyle	Director	2017-10-26
0001665160-17-000515	1	Brian Burt	C.E.O. and President	2017-10-26
0001670254-17-000296	1	Leanne Mai-ly Hilgart	President	2017-10-26
0001493152-17-012106	1	/s/Ajay Yadav	Ajay Yadav	2017-10-26
0001665160-17-000513	1	Steve Orosco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-26
0001680729-17-000008	2	Greg DiNardo	Co-Founder and COO	2017-07-31
0001680729-17-000008	1	Alex Bullington	Co-Founder and CEO	2017-07-31
0001665160-17-000512	1	Chris Anthony	Principal Executive Officer and Director	2017-10-26
0001705517-17-000003	3	/s/ Brian Gass	Board Member	2017-10-26
0001705517-17-000003	2	/s/ Whitney Gass	Board Member	2017-10-26
0001705517-17-000003	1	/s/ Barton Hamilton	Board Member	2017-10-26
0001705517-17-000003	4	/s/ Steven Smith	Board Member	2017-10-26
0001665160-17-000510	3	Cathy Bunke	Controller, Director	2017-10-25
0001665160-17-000510	1	Jose Gildo Beleski	CEO, Principle Financial Officer, Director	2017-10-25
0001665160-17-000510	2	Ana  D'Arace	Director	2017-10-25
0001670254-17-000295	2	Dan Selis	President, Founder, CEO	2017-10-13
0001670254-17-000295	1	John Egan	Head Brewer	2017-10-13
0001719522-17-000001	1	Sameer Patel	Manager of WPCK, LLC, the manager of the Issuer	2017-10-24
0001704090-17-000006	1	Thomas Murphy	CEO	2017-10-25
0001670254-17-000294	1	Chris Yerbey	Founder & CEO	2017-10-25
0001670254-17-000293	1	Heather Gillette	CEO	2017-10-24
0001670254-17-000292	3	Mario Costanz	CEO	2017-10-20
0001670254-17-000292	1	Theodore Muftic	CFO	2017-10-20
0001670254-17-000292	2	Marcus Slater	VP of Marketing	2017-10-20
0001716791-17-000006	1	/s/ Ketan Anjaria	President/Treasurer/Secretary	2017-10-24
0001716791-17-000004	1	/s/ Ketan Anjaria	President/Treasurer/Secretary	2017-10-24
0001640709-17-000011	1	Payam Safa	Director	2017-10-24
0001640709-17-000010	1	Payam Safa	Director	2017-10-24
0001670254-17-000291	2	Chandramouli Srinivasan	CEO	2017-10-23
0001670254-17-000291	1	Kavitha Gopalan	Co-founder and CMO	2017-10-23
0001669191-17-000160	1	Gray Frederickson	Principal Executive Officer	2017-08-02
0001669191-17-000160	7	David Greene	Board Member	2017-08-03
0001669191-17-000160	6	Brent Green	Board Member	2017-08-03
0001669191-17-000160	5	Gray Frederickson	Board Member	2017-08-02
0001669191-17-000160	4	John  Simonelli	Board Member	2017-08-02
0001669191-17-000160	3	David Greene	Principal Accounting Officer	2017-08-03
0001669191-17-000160	2	David Greene	Principal Financial Officer	2017-08-03
0001665160-17-000508	2	Emmanuele Spera	CEO	2017-10-23
0001665160-17-000508	1	Tommaso Gecchelin	CTO	2017-10-23
0001695657-17-000006	1	Thom Gambaro	Manager	2017-10-23
0001695657-17-000005	1	Troy Helming	Predident	2017-10-23
0001670254-17-000290	1	David Willis	Director / Writer / Producer	2017-10-20
0001665160-17-000507	3	Herbert Hanson	Founder and CEO	2017-10-20
0001665160-17-000507	2	Robert Fiumara	Director	2017-10-20
0001665160-17-000507	1	Judy O. Buttler	Director	2017-10-20
0001718414-17-000003	2	Daniel Twyman	Managing Partner	2017-10-20
0001718414-17-000003	1	Brian Gettelfinger	Managing Partner	2017-10-20
0001665160-17-000506	1	Michael McKeon	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-20
0001665160-17-000506	2	Daniel Sills	Director	2017-10-20
0001713167-17-000005	1	Emmanuel Sant-Martin	CEO	2017-08-10
0001710938-17-000009	1	Dan Yashiv	Managing Manger	2017-07-19
0001670254-17-000288	2	Alex Hall	CEO	2017-10-13
0001665160-17-000505	3	Monir Jalili	Director	2017-10-19
0001665160-17-000505	1	Eemaan Jalili	CEO and Director	2017-10-19
0001665160-17-000505	2	Houshang Jalili	Secretary, CFO, Director	2017-10-19
0001670254-17-000288	1	Stacy Lowery	President	2017-10-13
0001665160-17-000504	1	Dr. Okan Erol	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-10-19
0001669191-17-000158	3	Olivier Grinda	Principal Accounting Officer	2017-10-05
0001669191-17-000158	4	Olivier Grinda	Board Member	2017-10-03
