ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-17-000537	1	StayblGear	Eskil Nordhaug	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000303	1	XtractMor, Inc	Douglas G Mancosky	CEO
0001669191-17-000162	1	Rapunzl Investments, LLC	Brian Curcio	Principal Executive Officer
0001665160-17-000546	1	VoiceVoice	Julian Martinez	Principal Accounting Officer and Director
0001670254-17-000302	1	Urban Juncture, Inc.	Bernard Loyd	President
0001670254-17-000301	1	Airing Inc.	Stephen Marsh	President and Founder
0001670254-17-000299	1	Airing Inc.	Stephen Marsh	President and Founder
0001665160-17-000530	1	PlantSnap, Inc.	Eric Ralls	CEO
0001665160-17-000528	1	Horror Equity Fund	Marlon Schulman	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director
0001665160-17-000531	1	Symmpl, Inc	Jay Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001139685-17-000003	1	20/20 GeneSystems, Inc.	Jonathan Cohen	President & CEO
0001664957-17-000013	1	Pearachute Inc.	Desiree Vargas Wrigley	Chief Executive Officer and President
0001665160-17-000525	1	1787fp	Jean J. Borno	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director
0001670254-17-000297	1	Devotion Spirits, Inc.	Andrew Adelman	CEO
0001445866-17-001492	1	Daplie, Inc.	Bryson Hill	Chief Executive Officer
0001673558-17-000003	1	Auntie April's	April Spears	CEO
0001664957-17-000011	1	Pearachute Inc.	Desiree Vargas Wrigley	Chief Executive Officer and President
0001706031-17-000004	1	Suite 100 Edwards LLC	Ian Tucker	President & Chief Executive Officer
0001679372-17-000003	1	Youngry, LLC	Ash Kumra	President
0001665160-17-000523	1	Mi Ola, Inc	Helena Fogarty	CEO and Founder
0001717883-17-000005	1	Small Batch Beauty, LLC	John Cascarano	CEO
0001718335-17-000001	1	Delect Technologies LLC	Serge Amouzou	Co-Founder & CEO
0001665160-17-000514	1	IJUZE Corp	Esmond Goei	Principle Executive officer and Director
0001665160-17-000515	1	MaestroConference Inc	Brian Burt	C.E.O. and President
0001665160-17-000521	1	Affordable Community Energy Services Company (ACE)	Jeffrey S. Greenberger	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000296	1	VAUTE COUTURE, INC.	Leanne Mai-ly Hilgart	President
0001665160-17-000517	1	4-Scored	Christopher Tompkins	Principle Executive Officer, Principle Financial officer, Principle Accounting Officer, Director
0001493152-17-012106	1	Ajay Yadav	/s/Ajay Yadav	Founder & CEO
0001665160-17-000513	1	SMASH Global	Steve Orosco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001680729-17-000008	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001665160-17-000512	1	N-Gen Technologies, Inc.	Alan Holsapple	Principal Financial Officer and Principal Accounting Officer
0001705517-17-000003	1	Herbal Compliance, CO	/s/ Brian Gass	Vice President Insurance/Investments
0001665160-17-000510	1	Trikke	Jose Gildo Beleski	CEO, Principle Financial Officer, Director
0001670254-17-000295	1	MISSION BREWERY, INC.	Dan Selis	President, Founder, CEO
0001719522-17-000001	1	FC Sugar, LLC	Sameer Patel	Manager of WPCK, LLC, the manager of the Issuer
0001704090-17-000006	1	Gulf Coast Canna Meds, Inc.	Thomas Murphy	CEO
0001670254-17-000294	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001670254-17-000292	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001670254-17-000293	1	Designer Solutions Inc.	Heather Gillette	CEO
0001716791-17-000006	1	HireClub.com	/s/ Ketan Anjaria	President/Secretary/Treasurer
0001716791-17-000004	1	HireClub.com	/s/ Ketan Anjaria	President/Secretary/Treasurer
0001640709-17-000011	1	Techotel, Inc.	Payam Safa	Chief Executive Officer
0001640709-17-000010	1	Techotel, Inc.	Payam Safa	Chief Executive Officer
0001670254-17-000291	1	MOBODEXTER INC	Chandramouli Srinivasan	CEO
0001669191-17-000160	1	Split Mountain Productions Inc	Gray Frederickson	Principal Executive Officer
0001665160-17-000508	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001695657-17-000006	1	Biopropulsion, LLC	Thom Gambaro	Manager
0001695657-17-000005	1	Pristine Sun Corp	Troy Helming	President
0001670254-17-000290	1	That Christmas Movie LLC	David Willis	Director / Writer / Producer
0001665160-17-000507	1	Obron Restaurant Waiter, Inc.	Judy O. Buttler	Director
0001718414-17-000003	1	Spikes Beverage Co	Brian Gettelfinger	Managing Partner
0001665160-17-000506	1	MOCKOUT, INC.	Michael McKeon	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001713167-17-000005	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001710938-17-000009	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001665160-17-000505	1	Buy Insta Slim, Inc	Eemaan Jalili	CEO and Director
0001670254-17-000288	1	Ridgemont Outfitters, Inc.	Alex Hall	CEO
0001665160-17-000504	1	WORDEGO	Dr. Okan Erol	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-17-000158	1	Home61, Inc.	Olivier Grinda	Principal Executive Officer
0001718385-17-000001	1	Bouck Brothers Distilling, Inc.	Nicholas Bouck	Co-Founder
0001670254-17-000287	1	GlobeChat, Inc.	Kevin Strom	CEO
0001670254-17-000286	1	BLAZnTECH, Inc.	Benjamin Bondar	CEO & Founder
0001718203-17-000001	1	The Happy Pet People, LLC	Lee Miller	CEO
0001718414-17-000001	1	Spikes Beverage Co	Brian Gettelfinger	Managing Partner
0001704090-17-000005	1	Gulf Coast Canna Meds, Inc.	Thomas Murphy	CEO
0001665160-17-000500	1	Paygevity	Neil Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000502	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001718971-17-000001	1	PopDocs Media LLC	Jason Connell	Co-Founder, President
0001719326-17-000001	1	Best Food Trucks, Inc.	Kevin Davis	CEO, Secretary, President, and Director
0001593780-17-000003	1	Edisun Microgrids, Inc.	Bill Gross	CEO
0001718720-17-000002	1	Contact Control Interfaces, LLC	Craig Douglass	CEO
0001684984-17-000002	1	Nuvanna, LLC	Alvaro Vaselli	Founder and CEO
0001670254-17-000285	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001669191-17-000156	1	HUGY INC.	Franz  Almeida	Principal Executive Officer
0001670254-17-000283	1	Malibu Compost Inc.	Randy Ritchie	CEO
0001665160-17-000498	1	Green Gear Cycling, Inc.	Alan Scholz	CEO, Principal Financial Officer and Principal Accounting Officer
0001213900-17-010600	1	YOPI TECHNOLOGIES INC	/s/ Hemi Reem	President
0001638829-17-000001	1	MANCAN Wine, LLC	Graham Veysey	CEO
0001665160-17-000497	1	Shark Wheel LLC	Zack Fleishman	Principal Executive Officer and Director, Principal Financial Officer and Controller
0001719648-17-000001	1	Freerolls Entertainment, Inc.	/c/ Charles Potter	CEO
0001719671-17-000001	1	Vooster Corp	/s/ Zach Liptak	CEO
0001718752-17-000001	1	Goalspriing, LLC	Matthew Laffer	CEO & Founder
0001139685-17-000001	1	20/20 GeneSystems, Inc.	Jonathan Cohen	President & CEO
0001718528-17-000002	1	World's Best Enterprises LLC	Kevin Chow	CEO, Comptroller, Chief Financial Officer, and Member
0001640709-17-000009	1	Techotel, Inc.	Payam Safa	Chief Executive Officer
0001670254-17-000281	1	Perchance, Inc.	Dave Gottesmann	CEO
0001665160-17-000496	1	Dermatech Brands Corp	Darnell Henderson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001715013-17-000003	1	Edge Tech Labs, LLC	Shaun Masavage	CEO
0001719434-17-000001	1	Healing Budz, Inc	/s/ David Trujillo	CEO
0001718186-17-000001	1	Sweets Creative Group, LLC	/s/ Joe Mindak	CEO
0001718547-17-000002	1	Recime Inc.	Mehfuz Hossain	CEO and Co-Founder
0001665160-17-000494	1	Dermatech Corp.	Darnell Henderson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000280	1	HEARTLN INC	Oleksii Vynogradov	Founder and CEO
0001665160-17-000490	1	Helpp	Scott Hankinson	CEO, Principal Executive Officer and Director
0001719220-17-000003	1	BeachSheetz, LLC	/s/ Austin Wright	CEO
0001715237-17-000003	1	Hammering Hebrew LLC	Jonathan Kesselman	Managing Member
0001710903-17-000007	1	Light Phone Inc.	Joseph Hollier	President
0001517560-17-000012	1	Geostellar, Inc.	David Levine	President and Chief Executive Officer
0001665160-17-000487	1	Samsara Luggage, Inc.	Atara Dzikowski	CEO and Director
0001665160-17-000485	1	GRACEDBYGRIT	Kimberly Caccavo	Founder and CEO
0001670254-17-000278	1	HEARTLN INC	Alex Vinogradov	Founder and CEO
0001705496-17-000007	1	Stanley Grove LLC	Lu Yang	Managing Member
0001669191-17-000154	1	Home61 Inc.	Olivier Grinda	Principal Executive Officer
0001717883-17-000004	1	Small Batch Beauty, LLC	John Cascarano	CEO
0001705496-17-000004	1	Stanley Grove LLC	Lu Yang	Managing Member
0001715237-17-000001	1	Hammering Hebrew LLC	Jonathan Kesselman	Managing Member
0001708099-17-000003	1	CF0006, LLC	Manfred Sternberg	President of Manager
0001680729-17-000007	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001705496-17-000003	1	Stanley Grove LLC	Lu Yang	Managing Member
0001669191-17-000147	1	Charlotte's Closet, LLC	Jen Forman	Principal Executive Officer
0001665160-17-000483	1	Kind Katie Movie Partners	Jon Graham	CEO and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-17-000146	1	LafayetteRaceway.com, LLC	Mark Snyder	Principal Executive Officer
0001718518-17-000001	1	SuperdopeTV, Inc.	Mychal Simka	CEO and President
0001669191-17-000145	1	Charlotte's Closet, LLC	Jen Forman	Principal Executive Officer
0001717257-17-000001	1	Kobeyaki Newport LLC	/s/ Brian Kelly	CEO
0001517560-17-000011	1	Geostellar, Inc.	David Levine	President and Chief Executive Officer
0001665160-17-000480	1	iJuze Corporation	Esmond Goei	Principle Executive officer and Director
0001708189-17-000004	1	IgnitedStudios Hollywood, LLC	Yu Lun Kao	Chief Creative Officer
0001710938-17-000008	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001670254-17-000277	1	MOBODEXTER INC	Chandramouli Srinivasan	CEO
0001670254-17-000275	1	Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Steve Vanechanos	Executive Chairman of the Board
0001716818-17-000001	1	Copdate USA Inc.	Andrew Raisman	CEO, Comptroller, and Chief Financial Officer
0001704205-17-000013	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001665160-17-000476	1	OPER, LLC	David Laiderman	Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001665160-17-000478	1	Mi Ola, Inc	Helena Fogarty	CEO and Founder
0001665160-17-000475	1	Vibrant TV, LLC	Jon Bottorff	CFO
0001665160-17-000477	1	Baja United Imports, Inc.	Jim Riley	President
0001669753-17-000002	1	Whoseyourlandlord, Inc.	Camellus Ofornedu Ezeugwu Jr.	CEO and Co-Founder
0001665160-17-000474	1	Go Fish Marketplace Inc.	Joseph M. Baliva	Principal Executive Officer and Director, Principal Financial Officer Principal Accounting Officer
0001665160-17-000468	1	MUMO, Inc.	Jean-Marc Touch	President and Director
0001665160-17-000473	1	Bringpro, Inc.	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000465	1	Wetboard	Christopher D. White	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000470	1	Keezel, Inc.	Aike Muller	Principal Executive Officer and President
0001665160-17-000467	1	MOCKOUT, INC.	Michael McKeon	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000274	1	MOBODEXTER INC	Chandramouli Srinivasan	CEO
0001665160-17-000472	1	FAMA, Inc.	Saiful Khandaker	Principal Executive Officer, Financial Controller, Principal Financial Officer, Director
0001665160-17-000471	1	Shark Wheel LLC	Zack Fleishman	Principal Executive Officer and Director, Principal Financial Officer and Controller
0001665160-17-000469	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001717883-17-000001	1	Small Batch Beauty, LLC	John Cascarano	CEO
0001704837-17-000001	1	500 N3rd St., LLC	Peter B Gustis	CEO - Investment Manager
0001665160-17-000463	1	EZ-Coco, LLC	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer
0001670254-17-000273	1	FAFCO, INC.	Robert Leckinger	President & CEO
0001670254-17-000271	1	Beachmonkey Inc.	Michael Luczaj	CEO
0001665160-17-000461	1	Perserbid	Robert Pryately	CEO, Director, and Principal Financial Officer
0001665160-17-000459	1	Boxx Corp	Eric Vaughn Meyers	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer, Founder
0001665160-17-000457	1	PAX	Michael Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001670254-17-000269	1	MISSION BREWERY, INC.	Dan Selis	President, Founder, CEO
