ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-19-000146	1	Boku International Inc	Lynn Rolle	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000040	1	Torii Labs LLC	Giles Hayward	Co-founder & Executive Chairman
0001756122-19-000001	1	HIEV Houston Corp	Librado Cerda	CEO
0001670254-19-000038	1	Mars Colony, LLC DBA Meridian Hive	Cayce Rivers	Chief Executive Officer
0001765568-19-000002	1	WOW Studios, Inc.	Joey Rodolfo	Chief Executive Officer
0001766694-19-000002	1	Carie Health Inc.	Matt Wanderer	CEO
0001766620-19-000002	1	Gimme Radio Inc.	Tyler Lenane	Principal executive officer, Principal financial officer, CEO
0001766440-19-000002	1	Pope's Kitchen, LLC	Clark Pope	Owner
0001766620-19-000001	1	Gimme Radio Inc.	Tyler Lenane	Principal executive officer, CEO
0001759620-19-000002	1	Blendtopia, Inc.	Tiffany Taylor	FOUNDER & CEO
0001665160-19-000145	1	JWL.COM, Inc.	David Zinberg	CEO, Principal Executive Officer and Director
0001665160-19-000144	1	Anatomic Global Inc.	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000143	1	Worthy Financial, Inc	Sally Outlaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000142	1	Cityfreighter Inc	Michael Schoening	President, Principal Executive Officer and Director
0001669191-19-000043	1	Ao1 Solutions Inc.	Tyrre Burks	Principal Executive Officer
0001669191-19-000041	1	Aphios Pharma LLC	Trevor  Castor	Principal Executive Officer
0001656562-19-000001	1	Ample Hills Holdings, Inc.	Brian Smith	Chief Executive Officer
0001765568-19-000001	1	WOW Studios, Inc.	Joey Rodolfo	Chief Executive Officer
0001749553-19-000001	1	Creamy Coconuts, LLC	Kai Nortey	Chief Executive Officer, Member
0001766694-19-000001	1	Carie Health Inc.	Matt Wanderer	CEO
0001748490-19-000001	1	Cardboard Live, Inc.	Wilson Hunter	Chief Executive Officer
0001665160-19-000141	1	Wand USA Inc.	Andrew Schlack	CEO, Principal Executive Officer and Director
0001765947-19-000001	1	Blackcommerce LLC	Edward Merriman	President/CEO
0001669191-19-000038	1	Flagship Fitness, Inc.	Adrian Haid	Principal Executive Officer
0001665160-19-000140	1	Power2Peer Inc.	Mamta Sonwalkar	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001766440-19-000001	1	Pope's Kitchen, LLC	Clark Pope	Owner
0001665160-19-000138	1	Texta, Inc.	Kirsten Nelson	CEO, Principal Executive Officer, and Director
0001665160-19-000135	1	ChicknCone Franchise LLC	Jonathan Almanzar	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer
0001765748-19-000003	1	Jack Henry Spirits LLC	John Barlow	Member
0001765300-19-000001	1	FanBeat Inc.	Edward Trimble	Chief Executive Officer
0001743861-19-000002	1	10XTS INC	Michael Hiles	CEO
0001740883-19-000001	1	Big Belly Brewing LLC	Richard Ewing	CEO/Founder
0001665160-19-000132	1	Wow Sports Network Inc	Jennifer Lapoint	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001763112-19-000001	1	Sapient Industries, Inc.	Martin Koch	Co-Chief Executive Officer
0001665160-19-000128	1	Shark Wheel, Inc.	Zack Fleishman	COO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000124	1	Atlis Motor Vehicles, Inc	Mark Hanchett	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001765315-19-000001	1	SALEM SPICE, INC.	David Bowie	President
0001751443-19-000001	1	Transatlantic Real Estate LLC	Nicole Birch	CEo
0001665160-19-000123	1	Globe Standard, Inc.	Ahmad M. Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001765325-19-000001	1	TWISTED ESCAPE ROOM LLC	Jonathan Griffin	Co-Founder
0001665160-19-000120	1	MyCity SmartCard, Inc.	Joe Miele	CEO, Principal Executive Officer and Director
0001765748-19-000001	1	Jack Henry Spirits LLC	John Barlow	Member
0001760170-19-000001	1	Commissary Hall LLC	Sebastian Madero	Treasurer
0001665160-19-000117	1	Caresafe, LLC	Jeremy Spradlin	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001644649-19-000005	1	PenPal News, Inc.	/s/Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary
0001669191-19-000031	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001669191-19-000029	1	Phoenix PharmaLabs Inc	William W Crossman	Principal Executive Officer
0001644649-19-000002	1	PenPal News, Inc.	/s/Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary
0001644649-19-000004	1	PenPal Schools	/s/Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary
0001765669-19-000001	1	CAD Trailer Designs Inc	Russell Davis	CEO/President
0001729481-19-000001	1	Apex Farms Corp.	Alexander M. Woods-Leo	Chief Executive Officer
0001760272-19-000001	1	New Moon Clothing, Inc.	Carole Murphy	President
0001665160-19-000114	1	Ginjan Bros, Inc	Mohammed Diallo	CEO, Principal Executive Officer, and Director
0001665160-19-000113	1	Powell Development Group Inc.	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000112	1	1Up Golf Development Group, Inc	John R. Humphrey	CEO and Founder, Principal Executive and Director
0001669191-19-000027	1	Future Mobility Company Holdings, Inc.	Dagan Mishoulam	Principal Executive Officer
0001763120-19-000003	1	PenPal Schools	Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary
0001736283-19-000006	1	Ample Foods, Inc.	Connor Young	President and Chief Executive Officer
0001745727-19-000001	1	FOCUSMATE INC	Taylor Jacobson	President and Chief Executive Officer
0001665160-19-000110	1	Our Military Travel, Inc.	Robert Rogener	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001749548-19-000002	1	Blue Heron Catering, Inc.	Debbie Pfisterer	President and CEO
0001670254-19-000031	1	Cloud DX, Inc	Robert Kaul	Founder & CEO
0001749548-19-000001	1	Geek Girl Tech, PBC	Jenn Diesi	Chief Executive Officer
0001670254-19-000025	1	WhiteClouds, Inc.	Jerry Ropelato	CEO
0001669191-19-000025	1	SRA Health, Inc.	Steven Coen	Principal Executive Officer
0001670254-19-000024	1	Neurocarrus Inc	Paul Blum	Co-founder/CEO
0001765585-19-000001	1	Ohana School of Performing Arts	Ashley Kohl	Owner
0001669191-19-000022	1	Braidy Industries, Inc.	Craig Bouchard	Principal Executive Officer
0001765252-19-000001	1	QWIKLEAF LLC	Neil Biafore	CEO
0001665160-19-000106	1	Swiftdine, Inc	Tobie Azeez	CEO, Principal Executive Officer and Director
0001764809-19-000001	1	Intro-Blue, LLC	Bill Jenks	principal executive officer, principal financial officer, principal accounting officer
0001665160-19-000103	1	Fusion Properties Management Group, Inc. d/b/a Fusion Farms	Kendell Lang	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000101	1	microsurgeonbot Inc	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000099	1	Rhino Hide LLC	Jason Giddon	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001756381-19-000001	1	Fretch LLC	Naresh Mulchandani	CEO
0001648770-19-000004	1	BALLOONR, INC.	Amanda Greenberg	Director, President, Secretary, Treasurer
0001758135-19-000001	1	Jubel, Inc.	Jose Pablo Toscano	CEO
0001765507-19-000003	1	POPOVER KING LLC	Maria Cabuquit	CEO
0001765507-19-000001	1	POPOVER KING LLC	Maria Cabuquit	CEO
0001758964-19-000002	1	Up Sonder, LLC	Derek Waleko	Chief Executive Officer
0001670254-19-000021	1	Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Steve Vanechanos	Executive Chairman of the Board
0001756092-19-000002	1	607 Western Restaurants LLC	Robert Ahn	Managing Member
0001756092-19-000001	1	Sunset Patio Lounge LLC	Dominic Moreau	Managing Member
0001665160-19-000087	1	Tiny In A Box LLC	Shaynea Williams	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000083	1	Internet Technologies Corporation	Richard Palicka	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001736283-19-000005	1	Ample Foods	Connor Young	President and Chief Executive Officer
0001665160-19-000081	1	HEAL Diabetes Clinics Inc	Richard Koffler	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000080	1	ToGoBOX Inc.	Taegon Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000079	1	New Haven Community Solar, LLC	Franz Hochstrasser	Principal Executive Officer and Manager
0001644600-19-000004	1	STARTENGINE CROWDFUNDING, INC.	Howard Marks	CEO
0001665160-19-000078	1	Solar Direct LLC	Kirk Maust	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001736283-19-000002	1	Ample Foods	Connor Young	President and Chief Executive Officer
0001665160-19-000077	1	Kingscrowd LLC	Chris Lustrino	CEO and Manager, Principal Financial Officer, Principal Accounting Officer
0001644600-19-000002	1	STARTENGINE CROWDFUNDING, INC.	Howards Marks	CEO
0001743482-19-000002	1	Polymath Labs, Inc.	Matt Wilkerson	CEO
0001751635-19-000001	1	Neopenda, PBC	Sona Shah	CEO
0001665160-19-000075	1	Karaganda, LLC	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001648770-19-000002	1	BALLOONR, INC.	Amanda Greenberg	Director, President, Secretary, Treasurer
0001670254-19-000013	1	560 Third Avenue Grocery Corp	Michael Schatzberg	PARTNER
0001648770-19-000003	1	PhunCoin, Inc.	Alan Knitowski	CEO
0001670254-19-000017	1	Hemilane Inc.	Rob Rubens	Founder
0001758964-19-000001	1	Up Sonder, LLC	Derek Waleko	Chief Executive Officer
0001670254-19-000016	1	Petit Vour, LLC	Ryan Miner	Co-CEO, Co-Founder
0001669191-19-000017	1	God's Garden Treasures LLC	Karin Crawford	Principal Executive Officer
0001746474-19-000003	1	Coterie Group, LLC	Charles Lusk II	Manager
0001746474-19-000002	1	Coterie Group, LLC	Charles Lusk II	Manager
0001739450-19-000001	1	Fluent Forever Inc.	Gabriel Wyner	CEO
0001755378-19-000001	1	PANGEA Partners, LLC	Nick Bradley	principal executive officer, principal financial officer, principal accounting officer, and director
0001760655-19-000006	1	Blue Sparrow LLC	Luke Cypher	Owner
0001740075-19-000001	1	Ecoventz Inc.	Andreas Roussos	CEO
0001763661-19-000003	1	Coursapp, Inc.	Warren Essey	CEO, President
0001665160-19-000073	1	Divinia Water, Inc.	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer
0001670254-19-000011	1	GRAMMER ROAD HOLDINGS LTD	Tony CACCOMO	Secretary
0001670254-19-000008	1	Surf Dog Inc.	Jeanene Morgan	CFO
0001736283-19-000001	1	Ample Foods	Connor Young	President and Chief Executive Officer
0001670254-19-000007	1	Beautiful Game, Inc.	Sheldon Grizzle	President / Vice Chairman
0001746327-19-000001	1	BULK INC	Pete Garbowski	principal executive officer, principal financial officer, and principal accounting officer
0001746725-19-000001	1	Veptas Technology Solutions, Inc	John C. George	CFO
0001737242-19-000004	1	WATERVIEW HOSPITALITY, LLC	Keenan Langlois	Owner
0001737242-19-000003	1	11 HAIR STORIES, LLC	Chelsea Falcetti	Owner/Co-Founder
0001737242-19-000002	1	NIGHTSHADEPOPUP LLC	Rachel Miller	Owner, NIGHTSHADEPOPUP, LLC
0001737242-19-000001	1	Brato Brewhouse & Kitchen LLC	Jonathan Gilman	Owner/Co-Founder
0001763661-19-000001	1	Coursapp, Inc.	Warren Essey	CEO, President
0001665160-19-000072	1	Open Box Buy Corporation	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000068	1	Flower Turbines LLC	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000067	1	Mycroft AI Inc.	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001648770-19-000001	1	BALLOONR, INC.	Amanda Greenberg	Director, President, Secretary, Treasurer
0001665160-19-000065	1	GuruMD Virtual Med, Inc	Clinton Osborn	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001756562-19-000002	1	Nutri-Chef Gluten-Free Foods, LLC	Kenneth A. Crecelius	Owner
0001756562-19-000001	1	Nutri-Chef Gluten-Free Foods, LLC	Kenneth A. Crecelius	Owner
0001670254-19-000001	1	HunniCo, Company	Karin Butler	CEO
0001670254-19-000004	1	Akibah Health Corporation	Fathi Abdelsalam	Founder & CEO
0001743563-19-000002	1	Huge Legal Technology Company, Inc.	Cody Barbo	CEO
0001669191-19-000015	1	Future Mobility Company Holdings, Inc.	Dagan Mishoulam	Principal Executive Officer
0001760655-19-000005	1	Blue Sparrow LLC	Luke Cypher	Owner
0001759355-19-000008	1	Pluton Biosciences, LLC	Charlie Walch	CEO
0001665160-19-000064	1	Boku International, Inc.	Lynn Rolle	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer
0001675481-19-000002	1	Spotlight: Girls	Lynn Johnson	CEO
0001754712-19-000001	1	CentriCrude Services, Inc.	Edward Stoltenberg	Chief Financial Officer
0001669191-19-000013	1	Domestic Brands Inc	Lawrence Charles	Principal Executive Officer
0001665160-19-000061	1	The Nicholas VFX Group LLC	Nicholas Tesi	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000058	1	anyone Media Network, Inc	Charles Simmons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000057	1	Monetran, LLC	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer
0001665160-19-000056	1	Your Car, Our Driver, Inc.	Josef Wojtkow	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000055	1	StorEn Technologies Inc.	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001759125-19-000001	1	Outpost Trading Company	Kenneth J. Manning	CEO
0001665160-19-000051	1	BluCollr, LLC.	Christoper R. Lawrence	CEO, Manager, Head of Business Development and Marketing
0001669191-19-000009	1	SRA Health, Inc.	Steven Coen	Principal Executive Officer
0001665160-19-000044	1	Bublish, Inc.	Kathy Meis	President and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000011	1	Future Mobility Company Holdings, Inc.	Dagan Mishoulam	Principal Executive Officer
0001665160-19-000047	1	Andromeda Interfaces, Inc.	Brian Gallagher	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000041	1	HotSpotMe, Inc.	Robert J. Sabharwal	President and CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001762000-19-000002	1	Mitte Corp.	Moritz Waldstein Wartenberg	CEO
0001665160-19-000033	1	Ant Bicycle Inc.	Binglin Zhong	CEO, Principle Financial Officer, Principle Accounting Officer
0001665160-19-000037	1	QuiGig, Inc.	Emad Mousavi	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000031	1	One Roq Spirits LLC	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001760520-19-000002	1	ActionTrac Global LLC	Hal Wendel	Founder/CEO
0001665160-19-000029	1	FREEDOM MOTORS INC	Paul Moller	CEO, Principal Executive Officer
0001665160-19-000028	1	Vizrom Inc.	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer
0001665160-19-000027	1	CWF Continental, Inc	Ryan Koch	CEO, Principal Executive Officer and Director and Principal Financial Officer and Principal Accounting Officer
0001665160-19-000026	1	Power2Peer, Inc.	Mamta Sonwalkar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001760505-19-000002	1	INVENTORYMEAPP INC	Kevin Cope	President
0001762000-19-000001	1	Mitte Corp.	Moritz Waldstein Wartenberg	CEO
0001665160-19-000024	1	WebTez, Inc.	Peter J. Tezza II	CEO, Principal Executive Officer and Director
0001669191-19-000007	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001759620-19-000001	1	Blendtopia, Inc.	Tiffany Taylor	Founder & CEO
0001620626-19-000001	1	SpongeBath LLC	Matthew Flannery	CEO
0001665160-19-000017	1	Housa, LLC	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer
0001759355-19-000006	1	Pluton Biosciences, LLC	Charlie Walch	CEO
0001665160-19-000015	1	Mosaic Distributors, LLC	Chris Kolodziejski	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000014	1	Housa LLC	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer
0001757857-19-000001	1	FanCompete LLC	John Senew	CEO
0001665160-19-000012	1	Lettuce Networks, Inc.	Yogesh Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000005	1	Aphios Pharma LLC	Trevor  Castor	Principal Executive Officer
0001747795-19-000001	1	Lavabit, LLC	Ladar Levison	CEO
0001759348-19-000003	1	Mailtag Company, LLC	Alex Edson	Chief Executive Officer
0001760655-19-000004	1	County Route Catering, Inc.	Mark Ganem	Owner
0001760655-19-000003	1	Pig Hill Brewery LLC	Naomi Auth	Owner
0001760655-19-000002	1	KS Fitness LLC	Kent Sammons II	Owner
0001760655-19-000001	1	Blue Sparrow LLC	Luke Cypher	Owner
0001665160-19-000008	1	SXC Live Inc.	Amir Amini	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000007	1	Gift Jeenie USA, Inc	Vikram Chopra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000006	1	Sun Fund Renewables Inc.	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000005	1	Duby LLC	Russell Thomas	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000004	1	Sagoon Inc.	Govinda Giri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000003	1	GarageSkins, Inc.	Richard L Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000002	1	Seam Tech, Inc	Adrian Ceron	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer
0001665160-19-000001	1	ArtMap, Inc	David Smooke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001749046-19-000001	1	Nori, LLC	Paul Gambill	Chief Executive Officer and Co-Manager
0001760505-19-000001	1	INVENTORYMEAPP INC	Kevin D. Cope	President
0001669191-19-000002	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001742857-19-000001	1	POQ ISSUER, LLC	G. Michael Weiksner	Chief Technology Officer
0001745226-19-000001	1	Moonlighting LLC	Jeff Tennery	Chief Executive Officer
0001743482-19-000001	1	Polymath Labs, Inc.	Matt Wilkerson	CEO
0001743181-19-000001	1	BANDWAGONFANCLUB INC.	Harold Hughes	Chief Executive Officer
