ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-19-000211	2	Brian Catudan	Principal Financial Officer, Principal Accounting Officer	2019-02-22
0001665160-19-000211	1	Ryan Cullins	CEO, Principal Executive Officer, Director	2019-02-22
0001761087-19-000001	2	Fola Awosika	Co Founder and Head of Fitness	2019-02-22
0001761087-19-000001	1	Moses McCall	Co Founder and Sr. Architect	2019-02-22
0001699129-19-000002	1	tarik khribech	president	2019-02-22
0001702498-19-000001	3	Francis Hwang	Director	2019-02-21
0001702498-19-000001	2	Charles Lee	Director	2019-02-21
0001702498-19-000001	1	Daniel Kam	Director	2019-02-21
0001757431-19-000001	1	FRANCINE ANDERSION	President/CEO	2019-02-21
0001670254-19-000081	1	Areo Nazari	CEO	2019-02-18
0001670254-19-000081	2	Kevin Lance	Head of Growth	2019-02-18
0001670254-19-000080	5	John Porter	John Porter	2019-02-12
0001670254-19-000080	3	Thomas Ostrander	Director	2019-02-14
0001670254-19-000080	2	Jonathan Gobble	Board member	2019-02-14
0001670254-19-000080	1	Hans Seezen	CFO	2019-02-15
0001670254-19-000080	6	Stephen Porter	Co-Founder and CEO	2019-02-12
0001670254-19-000080	4	R. Stephen Porter	C-Founder and CEO	2019-02-13
0001670254-19-000078	2	Dave Needham	CEO, Founder	2019-02-20
0001670254-19-000078	1	Steven Easter	Co-Founder, VP Engineering	2019-02-20
0001768621-19-000001	1	Kate Redman	Project Director	2019-02-21
0001768621-19-000001	2	Richard Anderson	Director	2019-02-21
0001768621-19-000001	3	Chris Treter	Director	2019-02-21
0001670254-19-000075	4	Nick Bolitho	Co-Founder	2019-02-05
0001670254-19-000075	3	Jennifer Bolitho	Treasurer/Clerk	2019-02-06
0001670254-19-000075	2	Maximilian Heinegg	Co-Founder	2019-02-06
0001670254-19-000075	1	Maximilian Heinegg	Co-Founder	2019-02-21
0001665160-19-000210	1	Kevin J. Williams	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-21
0001765947-19-000002	1	Edward Merriman	President/CEO	2019-02-20
0001691881-19-000001	1	/s/ MJ Cartwright	CEO	2019-02-20
0001669191-19-000062	1	Karl Seck	Principal Executive Officer	2018-11-28
0001669191-19-000062	5	Michael Vevera	Board Member	2018-11-28
0001669191-19-000062	4	Karl Seck	Board Member	2018-11-28
0001669191-19-000062	3	Karl Seck	Principal Accounting Officer	2018-11-28
0001669191-19-000062	2	Michael Vevera	Principal Financial Officer	2018-11-28
0001761153-19-000001	1	Kent Sammons	Owner	2019-02-20
0001761779-19-000001	4	LaShawn McGhee	Director	2019-02-20
0001761779-19-000001	3	Chris Rodriguez	Director	2019-02-20
0001761779-19-000001	1	Damian Pelliccione	Principal Executive Officer and Director	2019-02-20
0001761779-19-000001	2	Alia J. Daniels	Principal financial officer, principal accounting officer, and Director	2019-02-20
0001764876-19-000001	2	Oliver Foley	CFO	2019-02-20
0001764876-19-000001	3	Michael Werle	Board Member	2019-02-20
0001764876-19-000001	1	Vincent Loccisano	CEO	2019-02-20
0001665160-19-000209	1	John Nelson	COO, Principal Financial Officer, Principal Accounting Officer and Managing Member	2019-02-19
0001665160-19-000207	2	Mitchell A. Saltz	Chairman of the Board and Director	2019-02-19
0001665160-19-000207	1	Ronald L. Miller, Jr.	Vice President, CFO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-02-19
0001670254-19-000073	2	Chai Mishra	CEO	2019-02-15
0001665160-19-000209	2	David Chauner	CEO and Managing Member	2019-02-19
0001749548-19-000003	1	Jenn Diesi	Chief Executive Officer, President, Secretary, Chief Financial Officer, Director	2019-02-08
0001670254-19-000073	1	Chai Mishra	CEO	2019-02-15
0001665160-19-000204	1	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-19
0001669191-19-000060	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-19-000060	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-19-000060	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-19-000060	4	Mark Jennings	Board Member	2017-11-30
0001765507-19-000004	2	John Love	COO	2019-02-19
0001765507-19-000004	1	Maria Cabuquit	CEO	2019-02-19
0001766440-19-000004	1	Clark Pope	Owner	2019-02-19
0001666102-19-000003	1	Edward Armstrong	CEO	2019-02-19
0001670254-19-000071	1	Jill Robbins	Founder/President	2019-02-14
0001670254-19-000067	1	Kurt Charron	President	2019-02-12
0001665160-19-000203	1	Bobby Goldsein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001768117-19-000001	1	MATTHEW MCPHERSON	OWNER	2019-02-15
0001670254-19-000064	2	Todd Barket	Owner	2019-02-14
0001670254-19-000064	1	Richard Westbrook	Brand Director	2019-02-14
0001665160-19-000200	1	Bobby Goldsein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001768151-19-000002	1	Sajal Rohatgi	Manager	2019-02-15
0001768151-19-000002	2	Manav Thaker	Manager	2019-02-15
0001665160-19-000198	1	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001768151-19-000001	1	Sajal Rohatgi	Manager	2019-02-15
0001768151-19-000001	2	Manav Thaker	Manager	2019-02-15
0001665160-19-000197	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001665160-19-000196	2	Jacqueline Benton	Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001665160-19-000196	1	Peter Lewis	CEO, Principal Executive Officer, and Director	2019-02-15
0001665160-19-000195	1	Maya Parbhoe	CEO, Principal Executive Officer and Director	2019-02-15
0001665160-19-000195	2	Zeenat William	Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001665160-19-000194	1	Matthew Kerle	CEO, Principal Executive Officer and Director	2019-02-15
0001665160-19-000194	2	Colby Schaeffer	Principal Financial Officer and Principal Accounting Officer	2019-02-15
0001669191-19-000058	2	Thomas  Mason	Principal Financial Officer	2018-11-02
0001669191-19-000058	1	Thomas  Mason	Principal Executive Officer	2018-11-02
0001669191-19-000058	3	Thomas  Mason	Principal Accounting Officer	2018-11-02
0001669191-19-000058	4	Thomas  Mason	Board Member	2018-11-02
0001669191-19-000058	5	James Fiske	Board Member	2018-11-03
0001669191-19-000054	10	Richard Burtt	Board Member	2018-11-07
0001669191-19-000054	9	Paul Sinnott	Board Member	2018-11-07
0001669191-19-000054	8	Brian Kinney	Board Member	2018-11-07
0001669191-19-000054	7	Leonard Miller	Board Member	2018-11-08
0001669191-19-000054	4	Mitchel Sayare	Board Member	2018-11-07
0001669191-19-000054	5	Peter Rogal	Board Member	2018-11-07
0001669191-19-000054	6	John Cammett	Board Member	2018-11-08
0001669191-19-000054	1	Richard Burtt	Principal Executive Officer	2018-11-07
0001669191-19-000054	2	Richard Burtt	Principal Financial Officer	2018-11-07
0001669191-19-000054	3	Pamela Lichtenthal	Principal Accounting Officer	2018-11-07
0001666102-19-000001	1	JAI MCFALL	Chief Executive Officer	2019-02-15
0001670254-19-000063	1	Troy Marchand	CFO	2019-02-04
0001670254-19-000063	2	James M Conk	Chief Evangelist	2019-02-04
0001670254-19-000063	3	Jonathan Partlow	CEO	2019-02-04
0001765833-19-000002	2	Christoph Schroeder	Director	2019-02-14
0001765833-19-000002	1	David Edwards	principal executive officer, principal financial officer, principal accounting officer, and Director	2019-02-14
0001669191-19-000052	2	Brian Curcio	Principal Financial Officer	2018-10-09
0001669191-19-000052	3	Brian Curcio	Principal Accounting Officer	2018-10-09
0001669191-19-000052	4	Brian Curcio	Board Member	2018-10-09
0001669191-19-000052	1	Brian Curcio	Principal Executive Officer	2018-10-09
0001665160-19-000192	1	Neeraj Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-02-14
0001665160-19-000192	2	Shikha Sharma	Director	2019-02-14
0001665160-19-000189	1	Jeffrey D. Rapson	President, Chief Executive Officer, Director, Principal Accounting Officer, and Principal Financial Officer	2019-02-14
0001665160-19-000189	2	Robert W. McAvoy	Founder, Director, Secretary-Treasurer and Majority Controlling Shareholder	2019-02-14
0001665160-19-000186	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2019-02-14
0001665160-19-000184	2	Jeffrey Foss	Principal Accounting Officer and Principal Financial Officer	2019-02-14
0001665160-19-000184	1	William Foss	CEO, Principal Executive Officer, and Director	2019-02-14
0001760678-19-000001	1	Mark Ganem	Owner	2019-02-14
0001758831-19-000001	1	Morgan Chase	Owner	2019-02-14
0001765833-19-000001	2	Christoph Schroeder	Director	2019-02-13
0001765833-19-000001	1	David Edwards	principal executive officer, principal financial officer, principal accounting officer, and director	2019-02-13
0001755490-19-000001	1	Benjamin Berg	President	2019-02-13
0001665160-19-000178	2	Aike Muller	CEO, Principal Executive Officer, President and Director	2019-02-13
0001665160-19-000178	1	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer	2019-02-13
0001708142-19-000005	1	/s/Stephen King	President	2019-02-13
0001662136-19-000001	1	Lief Larson	CEO, principal executive officer, principal financial officer, controller or principal accounting officer, and majority of the board of directors or persons performing similar functions.	2019-02-12
0001665160-19-000177	1	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001708142-19-000004	1	/s/Stephen King	President	2019-02-12
0001665160-19-000175	1	Mark Hanchett	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001665160-19-000174	1	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001665160-19-000173	1	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001665160-19-000172	1	Glyn Caddell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001665160-19-000171	1	Joshua Paul Christensen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-12
0001670254-19-000062	1	Lakshmi P. Kotra	Director	2019-02-08
0001670254-19-000062	3	Paul Fernyhough	Director	2019-02-07
0001670254-19-000062	4	Stanley Kim	CEO	2019-02-07
0001670254-19-000062	2	Andrew Albertson	Controller	2019-02-07
0001708142-19-000003	1	/s/Stephen King	President	2019-02-12
0001656562-19-000003	5	Charles E. O'Donnell	Director	2019-02-11
0001656562-19-000003	4	Jackie Cuscuna	Director	2019-02-11
0001656562-19-000003	3	Richard Saslaw	Director	2019-02-11
0001656562-19-000003	2	Morgan Johnson	President	2019-02-11
0001656562-19-000003	1	Brian Smith	Chief Executive Officer, Director	2019-02-11
0001656562-19-000003	6	Tom Potter	Director	2019-02-11
0001656562-19-000003	7	Micheal Murphy	Director	2019-02-11
0001708142-19-000002	1	/s/Stephen King	President	2019-02-12
0001617350-19-000001	1	Himanshu Agarwal	Director & Chief Executive Officer	2019-02-12
0001617350-19-000001	2	Hooman Imani	Director and Chief Technology Officer	2019-02-12
0001665160-19-000170	3	Stella Carakasi	Director	2019-02-11
0001665160-19-000170	2	Allan Boutrous	Director	2019-02-11
0001739714-19-000001	1	Anne Chambers	CEO	2019-02-11
0001665160-19-000170	1	Steven Boutrous	Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer, and Director	2019-02-11
0001758255-19-000001	3	Catherine A. Cowen	Chair of Board of Directors	2019-02-11
0001758255-19-000001	2	Margaret J. Cross	Vice President, Treasurer & Director	2019-02-11
0001758255-19-000001	1	Mario E. Passalacqua	Corporate Secretary & Director	2019-02-11
0001758255-19-000001	4	Dana Murdock	President & Director	2019-02-11
0001669191-19-000050	2	Andrew  Weinberger	Principal Financial Officer	2019-02-07
0001669191-19-000050	4	Andrew  Weinberger	Board Member	2019-02-07
0001669191-19-000050	3	Andrew  Weinberger	Principal Accounting Officer	2019-02-07
0001669191-19-000050	1	Andrew  Weinberger	Principal Executive Officer	2019-02-07
0001760318-19-000001	1	Dillon Auxier	CEO	2019-02-11
0001665160-19-000166	1	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2019-02-11
0001665160-19-000166	2	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2019-02-11
0001767357-19-000001	1	Edward Glicken	CEO	2019-02-11
0001759516-19-000001	1	TIMOTHY KOSTENKO	MANAGING MEMBER	2019-02-11
0001720035-19-000001	2	PATRICIA BUTLER	MANAGER, CEO, TREASURER, AND SECRETARY	2019-02-11
0001720035-19-000001	1	DAVID BUTLER	CHAIRMAN AND MANAGER	2019-02-11
0001656562-19-000002	1	Himanshu Agarwal	Director & Chief Executive Officer	2019-02-11
0001656562-19-000002	2	Hooman Imani	Director and Chief Technology Officer	2019-02-11
0001725567-19-000003	1	Nikolaos Tezapsidis	CEO	2019-02-11
0001698872-19-000002	1	Kurt Charron	President	2019-02-11
0001709628-19-000001	2	Elizabeth Ann Fetter	Director	2019-02-08
0001709628-19-000001	1	S. Richard Bentley	Director	2019-02-08
0001670254-19-000060	1	Jeff Ludwyck	Founder & CEO	2019-02-08
0001761397-19-000001	1	K. Mohan Kumar	Managing Member of Manager	2019-02-08
0001665160-19-000165	1	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-08
0001665160-19-000164	1	Rubin Rodriguez Jr	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-02-08
0001670254-19-000059	3	Robert Nathanson	CEO	2019-01-14
0001670254-19-000059	2	Teresa LoBue	Board of Directors	2019-01-14
0001670254-19-000059	1	David William Epstein	Chairman of the Board of Directors	2019-01-14
0001670254-19-000057	1	Marlo Giudice	Founder and CEO	2019-01-18
0001669191-19-000048	9	Paul Sinnott	Board Member	2018-11-07
0001669191-19-000048	10	Richard Burtt	Board Member	2018-11-07
0001669191-19-000048	8	Brian Kinney	Board Member	2018-11-07
0001669191-19-000048	7	Leonard Miller	Board Member	2018-11-08
0001669191-19-000048	6	John Cammett	Board Member	2018-11-08
0001669191-19-000048	5	Peter Rogal	Board Member	2018-11-07
0001669191-19-000048	4	Mitchel Sayare	Board Member	2018-11-07
0001669191-19-000048	3	Pamela Lichtenthal	Principal Accounting Officer	2018-11-07
0001669191-19-000048	2	Richard Burtt	Principal Financial Officer	2018-11-07
0001669191-19-000048	1	Richard Burtt	Principal Executive Officer	2018-11-07
0001665160-19-000163	1	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-08
0001669191-19-000046	5	Michael Johnson	Board Member	2019-01-11
0001669191-19-000046	4	Adrian Haid	Board Member	2019-01-11
0001669191-19-000046	6	Paul Jilek	Board Member	2019-01-11
0001669191-19-000046	3	Paul Jilek	Principal Accounting Officer	2019-01-11
0001669191-19-000046	2	Michael Johnson	Principal Financial Officer	2019-01-11
0001669191-19-000046	1	Adrian Haid	Principal Executive Officer	2019-01-11
0001665160-19-000161	1	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-08
0001695816-19-000003	3	Andrew Karuza	CEO	2019-02-08
0001695816-19-000003	2	Nik Talreja	Board Member	2019-02-08
0001695816-19-000003	1	Andrew Klein	CFO	2019-02-08
0001665160-19-000157	4	Britney D. Hayes	Manager	2019-02-07
0001670254-19-000053	4	Jerry Ropelato	CEO	2019-01-23
0001670254-19-000053	3	Jerry D. Ropelato	CEO	2019-01-23
0001670254-19-000053	2	Lesa May	Controller	2019-01-23
0001670254-19-000053	1	Joey Skinner	COO	2019-01-24
0001670254-19-000055	2	Adam Oxner	Co-founder	2019-01-31
0001670254-19-000055	3	Fares Ksebati	CEO	2019-01-31
0001665160-19-000157	2	Ethel L. Hayes	Principal Financial Officer, Principal Accounting Officer and Director	2019-02-07
0001665160-19-000157	3	Ashley N. Hayes	Manager	2019-02-07
0001670254-19-000055	1	Michael Allon	Co-founder	2019-01-31
0001665160-19-000157	1	Mark B. Hayes	CEO, Principal Executive Officer and Director	2019-02-07
0001670254-19-000050	2	Sean Richards	Secretary	2019-01-30
0001670254-19-000050	5	Joey Parsi	CEO/Founder	2019-01-28
0001670254-19-000050	4	Joey Parsi	CEO	2019-01-30
0001670254-19-000050	3	Joey Parsi	CEO/Founder	2019-01-30
0001670254-19-000050	1	Philip Gay	Co CEO	2019-01-30
0001665160-19-000154	1	Stephanus Vermeulen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-07
0001760453-19-000001	1	Naomi Auth	Owner	2019-02-07
0001670254-19-000047	1	Jeff Gibson	COO	2018-12-07
0001670254-19-000047	3	Erik Franks	CEO	2018-12-06
0001670254-19-000047	2	Jake Teufert	CTO	2018-12-07
0001670254-19-000048	3	Jeff Gibson	COO	2018-12-22
0001670254-19-000048	2	Jacob Teufert	CTO	2018-12-21
0001670254-19-000048	1	Erik Franks	CEO	2018-12-21
0001670254-19-000045	1	Karen Cooper	Member	2019-01-28
0001670254-19-000045	2	Lee Cooper	Founder	2019-01-27
0001670254-19-000044	3	Darnell Jones	Founder / President	2019-01-31
0001670254-19-000044	2	Darnell Ray Jones	Founder / President	2019-01-31
0001670254-19-000044	1	Danyel Surrency Jones	Founder / CEO	2019-01-31
0001670254-19-000042	3	Cayce Rivers	Chief Executive Officer	2018-12-04
0001670254-19-000042	2	Eric Eugene Lowe	Operations Director	2018-12-04
0001670254-19-000042	1	Michael Simmons	Dir of Product Innovation	2018-12-05
0001711652-19-000001	1	/Jim Riley/	CEO	2019-02-06
0001665160-19-000152	1	Kendell Lang	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-02-06
0001665160-19-000149	1	Anup Desai	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-02-06
0001739206-19-000001	1	Patrick Davis Jones	Chief Executive Officer	2019-02-06
0001733434-19-000001	1	Patrick Davis Jones	Chief Executive Officer	2019-02-06
0001753336-19-000001	2	Stephen Warne Ardagh	Treasurer, Director	2019-02-05
0001753336-19-000001	1	Lynda McLean Ronaldson	Director	2019-02-05
0001717111-19-000001	3	Molly Madden	Director, CFO	2019-02-05
0001717111-19-000001	2	Stephen Rye Switzer	Director	2019-02-05
0001717111-19-000001	1	Stephanie Sprinkle	Director	2019-02-05
0001665160-19-000146	1	Lynn Rolle	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer	2019-02-06
0001665160-19-000146	2	Nicholas Tesi	Lynn Rolle	2019-02-06
0001670254-19-000040	1	Giles Hayward	Co-founder & Executive Chairman	2019-01-22
0001756122-19-000001	1	Librado Cerda	CEO	2019-02-06
0001670254-19-000038	1	Michael Simmons	Dir of Product Innovation	2018-12-05
0001765568-19-000002	2	Joey Rodolfo	Director	2019-02-05
0001670254-19-000038	3	Cayce Rivers	Chief Executive Officer	2018-12-04
0001670254-19-000038	2	Eric Eugene Lowe	Operations Director	2018-12-04
0001765568-19-000002	1	Stacy Bennett	Director	2019-02-05
0001766694-19-000002	2	Scott Silverman	CFO and Director	2019-02-05
0001766694-19-000002	3	Antonio Primo	Director	2019-02-05
0001766694-19-000002	1	Matt Wanderer	CEO and Director	2019-02-05
0001766620-19-000002	1	Tyler Lenane	Principal executive officer, Principal financial officer, CEO	2019-02-05
0001766620-19-000002	2	David Rosenberg	Principal executive officer, COO	2019-02-05
0001766440-19-000002	1	Clark Pope	Owner	2019-02-05
0001766620-19-000001	2	David Rosenberg	Principal executive officer, COO	2019-02-04
0001766620-19-000001	1	Tyler Lenane	Principal executive officer, Principal financial officer, CEO	2019-02-04
0001759620-19-000002	1	Tiffany Taylor	FOUNDER & CEO	2019-02-04
0001665160-19-000145	1	David Zinberg	CEO, Principal Executive Officer and Director	2019-02-04
0001665160-19-000145	2	Larry E. Russell	Principal Accounting Officer and Principal Financial Officer	2019-02-04
0001665160-19-000144	1	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-04
0001665160-19-000143	1	Sally Outlaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-04
0001665160-19-000143	2	Russell Thomas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-04
0001665160-19-000142	1	Michael Schoening	President, Principal Executive Officer and Director	2019-02-04
0001665160-19-000142	2	Joe Storment	Principle Financial Officer and Principal Accounting Officer	2019-02-04
0001669191-19-000043	4	Tyrre Burks	Board Member	2018-04-30
0001669191-19-000043	3	Chris Pesigan	Principal Accounting Officer	2018-04-30
0001669191-19-000043	2	Chris Pesigan	Principal Financial Officer	2018-04-30
0001669191-19-000043	1	Tyrre Burks	Principal Executive Officer	2018-04-30
0001669191-19-000041	4	Trevor  Castor	Board Member	2018-08-30
0001669191-19-000041	3	James  Falese	Principal Accounting Officer	2018-08-29
0001669191-19-000041	2	James  Falese	Principal Financial Officer	2018-08-29
0001669191-19-000041	1	Trevor  Castor	Principal Executive Officer	2018-08-29
0001656562-19-000001	6	Tom Potter	Director	2019-02-01
0001656562-19-000001	7	Micheal Murphy	Director	2019-02-01
0001656562-19-000001	4	Jackie Cuscuna	Director	2019-02-01
0001656562-19-000001	3	Richard Saslaw	Director of Finance	2019-02-01
0001656562-19-000001	5	Charles E. O'Donnell	Director	2019-02-01
0001656562-19-000001	1	Brian Smith	Chief Executive Officer, Director	2019-02-01
0001765568-19-000001	2	Joey Rodolfo	Director	2019-02-01
0001765568-19-000001	1	Stacy Bennett	Director	2019-02-01
0001656562-19-000001	2	Morgan Johnson	President	2019-02-01
0001749553-19-000001	2	Kai Nortey	Member	2019-02-01
0001749553-19-000001	1	Ernest Nee-Nueh Nortey	Member	2019-02-01
0001766694-19-000001	3	Antonio Primo	President and Director	2019-02-01
0001766694-19-000001	2	Scott Silverman	CFO and Director	2019-02-01
0001766694-19-000001	1	Matt Wanderer	CEO	2019-02-01
0001748490-19-000001	3	Engin Son	Director	2019-02-01
0001748490-19-000001	2	James Hsu	Director	2019-02-01
0001748490-19-000001	1	Wilson Hunter	Director	2019-02-01
0001665160-19-000141	1	Andrew Schlack	CEO, Principal Executive Officer and Director	2019-02-01
0001665160-19-000141	2	Benjamin Anderson	COO, Principal Financial Officer, Principal Accounting Officer, Director	2019-02-01
0001765947-19-000001	1	Edward Merriman	President/CEO	2019-01-31
0001669191-19-000038	5	Michael Johnson	Board Member	2019-01-11
0001669191-19-000038	6	Paul Jilek	Board Member	2019-01-11
0001669191-19-000038	3	Paul Jilek	Principal Accounting Officer	2019-01-11
0001669191-19-000038	2	Michael Johnson	Principal Financial Officer	2019-01-11
0001669191-19-000038	1	Adrian Haid	Principal Executive Officer	2019-01-11
0001669191-19-000038	4	Adrian Haid	Board Member	2019-01-11
0001665160-19-000140	1	Mamta Sonwalkar	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-01-31
0001766440-19-000001	1	Clark Pope	Owner	2019-01-31
0001665160-19-000138	1	Kirsten Nelson	CEO, Principal Executive Officer and Director	2019-01-31
0001665160-19-000138	2	Oren Schindler	Principal Financial Officer and Principal Accounting Officer and Director	2019-01-31
0001665160-19-000135	1	Jonathan Almanzar	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer	2019-01-31
0001765748-19-000003	1	John Barlow	Member	2019-01-31
0001765748-19-000003	2	Lisa Barlow	Member	2019-01-31
0001765300-19-000001	1	Edward Trimble	Chief Executive Officer	2019-01-31
0001743861-19-000002	3	John Bentley II	CTO	2019-01-31
0001743861-19-000002	1	Michael Hiles	CEO	2019-01-31
0001743861-19-000002	2	Rob Slater	COO	2019-01-31
0001763112-19-000001	2	Samuel Parks	Director	2019-01-30
0001763112-19-000001	1	Martin Koch	Director	2019-01-30
0001740883-19-000001	2	Adam Ewing	Head Brewer/CTO	2019-01-30
0001740883-19-000001	1	Richard Ewing	CEO/Founder	2019-01-30
0001763112-19-000001	3	Nirmal Roy	Director	2019-01-30
0001665160-19-000132	1	Jennifer Lapoint	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-01-30
0001665160-19-000128	1	Zack Fleishman	COO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-01-30
0001665160-19-000124	1	Mark Hanchett	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-01-30
0001765315-19-000001	2	Roy Bene	CEO	2019-01-30
0001765315-19-000001	1	David Bowie	President	2019-01-30
0001751443-19-000001	1	Nicole Birch	CEO	2019-01-30
0001765325-19-000001	1	Jonathan Griffin	Co-Founder	2019-01-29
0001765325-19-000001	2	Abigail O'Leary	Co-Founder	2019-01-29
0001665160-19-000123	1	Ahmad M. Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-01-29
0001665160-19-000120	1	Joe Miele	CEO, Principal Executive Officer and Director	2019-01-29
0001665160-19-000120	2	Mary Mair	Principal Financial Officer and Principal Accounting Officer	2019-01-29
0001765748-19-000001	1	John Barlow	Member	2019-01-29
0001765748-19-000001	2	Lisa Barlow	Member	2019-01-29
0001760170-19-000001	2	Francisco Madero	Director	2019-01-29
0001760170-19-000001	1	Sebastian Madero	Treasurer	2019-01-29
0001760170-19-000001	3	Camila Madero	Manager	2019-01-29
0001665160-19-000117	1	Jeremy Spradlin	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-01-29
0001644649-19-000005	3	/s/Azita Ardakani	Director	2019-01-29
0001644649-19-000005	2	/s/Miguel Vazquez	Chief Technology Officer, Director	2019-01-29
0001644649-19-000005	1	/s/Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary	2019-01-29
0001669191-19-000031	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-19-000031	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001669191-19-000031	4	Maureen Lloren	Board Member	2018-05-14
0001669191-19-000031	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-19-000029	6	John A Lawson	Board Member	2018-10-10
0001669191-19-000029	5	Lawrence Toll	Board Member	2018-10-10
0001669191-19-000029	3	Timmy Chou	Principal Accounting Officer	2018-10-10
0001669191-19-000029	2	Timmy Chou	Principal Financial Officer	2018-10-10
0001669191-19-000029	1	William W Crossman	Principal Executive Officer	2018-10-10
0001669191-19-000029	8	William W Crossman	Board Member	2018-10-10
0001669191-19-000029	7	Chris Tew	Board Member	2018-10-10
0001669191-19-000029	4	Timmy Chou	Board Member	2018-10-10
0001644649-19-000004	2	/s/Miguel Vazquez	Chief Technology Officer, Director	2019-01-28
0001644649-19-000004	1	/s/Joseph Troyen-Schwartz	Director, Chief Executive Officer and Secretary	2019-01-28
0001644649-19-000002	3	/s/Azita Ardakani	Director	2019-01-28
0001644649-19-000002	2	/s/Miguel Vazquez	Director and Chief Technology Officer	2019-01-28
0001644649-19-000002	1	/s/Joseph Troyen-Schwartz	Joseph Troyen-Schwartz	2019-01-28
0001644649-19-000004	3	/s/Azita Ardakani	Azita Ardakani	2019-01-28
0001765669-19-000001	1	Russ Davis	CEO/President	2019-01-23
0001729481-19-000001	1	Alexander M. Woods-Leo	CEO, President, Secretary, Treasurer and Director	2019-01-28
0001760272-19-000001	1	Carole Murphy	Director and CFO	2019-01-25
0001665160-19-000114	1	Mohammed Diallo	CEO, Principal Executive Officer, and Director	2019-01-28
0001665160-19-000114	3	Mohammed Diallo	CEO, Principal Executive Officer, and Director	2019-01-28
0001665160-19-000114	2	Ibrahima Diallo	COO, Principal Financial Officer, and Principal Accounting Officer	2019-01-28
