ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001670254-16-000196	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-27	2	218410.55000000002	0	208960.92	0	0	0	14702.92	0	376275.49	0	0	0	0	0	0	0	-192650.78	0
0001670254-16-000193	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	200000.0	2016-12-19	2	138159	48801	1534	1512	0	0	58778	64570	226418	0	112399	82564	80098	41699	0	0	-144819	-51274
0001670254-16-000197	3.0% of the offering amount upon a successful fundraise.	No	Debt			10.0	Pro-rated portion of the total principal value of $60,000; interests will be sold in increments of $10.	60000.0	Y	Other	As determined by the issuer	100000.0	2017-03-31	5	105693	11664	22497.07	1686.1100000000001	0	0	10118	2173	0	0	136384	41011	53267	25804	0	0	-12796	3716
0001670254-16-000192	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	25000	1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	25000.0	Y	Other	As determined by the issuer	100000.0	2016-11-18	4	342658	446980	105271	213039	0	0	58872	79205	577657	491548	579304	407227	286627	183133	0	0	-184589	-214102
0001670254-16-000191																																
0001670254-16-000190	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	25000	1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	25000.0	Y	Other	As determined by the issuer	100000.0	2016-11-18	4	342658	446980	105271	213039	0	0	58872	79205	577657	491548	579304	407227	286627	183133	0	0	-184589	-214102
0001670254-16-000187	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-05-12	0	43306.42	0	14062.14	0	0	0	20000	0	25000	0	787.14	0	0	0	0	0	-16505.49	0
0001670254-16-000189	3.0% of the offering amount upon a successful fundraise.	No	Preferred Stock		10000	5.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $5	50000.0	Y	Other	As determined by the issuer	300000.0	2017-05-12	4	335856	0	132659	0	0	0	11597	0	0	0	0	0	0	0	0	0	-111841	0
0001685501-16-000008																																
0001625242-16-000175	7% of Funds raised	None	Common Stock		12000	83.33	NA	400000.0	Y	Other	At the descretion of company management	1000000.0	2016-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001677548-16-000005																																
0001647869-16-000005	5.0% of the amount raised	2.0% of the same securities sold in the offering	Other	SAFE (Simple Agreement for Future Equity)	70000	1.0		70000.0	Y	First-come, first-served basis		500000.0	2016-10-31	1	22199	12219	22199	12219	0	0	0	0	60000	0	0	0	49917	7781	0	0	51179	7781
0001684570-16-000005	5% of funds raised and the preparation fees.	None	Common Stock		2000000	0.02	Based on the average revenue estimated.	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682883-16-000004	5% of fund raised	None	Common Stock		2000000	0.02	Based on Target Number of Securities and Target Offering Amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682385-16-000002	5% of funds raised	none	Common Stock		2000000	0.03	Based on the average revenue estimated	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682495-16-000011	5% of Funds Raised	No	Common Stock		2000000	0.02	Target Number of Securities and Target Offering Amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001685501-16-000007	5% of funds raised	None	Common Stock		5000000	0.02	Based on the average revenue in the next three years	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000186	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	500000.0	2016-12-03	2	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	-596	0
0001670254-16-000185	3.0% of the offering amount upon a successful fundraise.	No	Preferred Stock		10000	5.0	10,000 shares of Preferred Stock	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-03	4	335856	0	132659	0	0	0	11597	0	0	0	0	0	0	0	0	0	-111841	0
0001670254-16-000184	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-03	5	187737	249450	66031	200425	30156	3473	991	3595	430138	405988	116730	35596	16163	7548	0	0	-83890	-78722
0001670254-16-000183	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-10	7	266801	85834	260071	79249	0	0	0	0	0	0	0	0	435194	23760	0	0	-602419	-13510
0001688437-16-000006	12% of the offering amount upon a successful fund raise	No	Common Stock		1000000	1.0	fair market value.	50000.0	Y	First-come, first-served basis		1000000.0	2017-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001688437-16-000004	12% of the offering amount upon a successful fund raise	No	Common Stock		1000000	1.0	fair market value.	500000.0	Y	First-come, first-served basis		1000000.0	2017-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001683264-16-000003	6% of the proceeds from the capital raise, a 3% warrant and reimbursement for any agreed upon expenses	none	Other	LLC Units	50000	1.0	Comparisons to competition in this market and revenue projections	50000.0	Y	First-come, first-served basis		100000.0	2017-01-04	3	70764	72105	10054	21	0	0	0	1660	0	53327	23397	4005	791	0	0	0	-10793	-12745
0001677548-16-000004	5% of the funds raised	None	Common Stock		100000	1.0	based on the potential and estimate revenue	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-31	5	0	0	0	0	0	0	0	0	0	0	0	0	6573	0	0	0	0	0
0001670254-16-000182	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-10-28	10	583711	246008	383616	107231	116862	57087	0	0	1099957	799957	1483560	790158	-1057865	-549546	0	0	-72133	-9560
0001665160-16-000142	For the services provided hereunder by StartEngine Capital, Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 5% (five percent) commission based on the amount of investments raised in the Offering.	Up to $50,000 for the marketing and promotion of this campaign has been advanced to the Issuer by StartEngine as part of its Marketing Fund Advance Program, to be recouped by the Issuer regardless of campaign success.	Common Stock		8333	6.0		49998.0	Y	First-come, first-served basis		999996.0	2017-01-30	1	18834	0	13563	0	0	0	0	0	47000	0	251	0	3339	0	0	0	-102394	0
0001665160-16-000141	As compensation for the services provided hereunder by StartEngine Capital, Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 5% (five percent) commission based on the amount of investments raised.		Common Stock		1000	100.0		100000.0	Y	First-come, first-served basis		1000000.0	2016-11-20	12	2602000	2120000	294000	359000	133000	1288	100000	50000	1208000	1458000	788000	76000	106000	58000	0	0	-76000	-300000
0001680454-16-000005	FlashFunders shall be entitled to compensation for services equal to five (5%) of gross proceeds, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Convertible Security.	50000	1.0	The security is not being sold in individual units. Investors will purchase a pro-rata portion of the total principal value of $50,000. Each investment is convertible into stock as described in Appendix C to the Issuer Disclosure Questionnaire.	50000.0	Y	Other	At the Issuer's discretion.	100000.0	2016-12-31	4	307.29	100	307.29	100	0	0	0	0	0	0	0	0	0	0	0	0	-2992.71	0
0001688226-16-000002	5.0%	none	Other	LLC/Membership Interests	200	250.0		50000.0	Y	Other	At the Company's discretion	1000000.0	2017-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001687197-16-000002	5% of the total amount raised	2% of the equity offered for services provided	Other	Crowd Safe	10000	1.0	Founder used best judgement based on the maximum valuation	10000.0	Y	First-come, first-served basis		100000.0	2017-09-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001677351-16-000004	FlashFunders Shall be entitled to compensation for services equal to five percent (5%) of gross proceeds, and be entitled to reimbursement for out of pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Revenue Participation Note.	200	250.0	Price per unit is equal to loan amount. Par value.	50000.0	Y	First-come, first-served basis		600000.0	2016-12-31	4	1000	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	-32356	0
0001670254-16-000180	3.0% of the offering amount upon a successful fundraise	No	Other	Simple Agreement for Future Equity (SAFE)	65000	1.0	Pro-rated portion of the total principal value of $65,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	65000.0	Y	Other	As determined by the issuer	100000.0	2017-01-27	1	27571.850000000002	0	27571.850000000002	0	0	0	0	0	0	0	5031.84	0	0	0	0	0	-132428.15	0
0001683856-16-000003	FlashFunders Funding Portal, LLC, shall be entitled to compensation for services equal to five (5%) of gross proceeds, and to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Convertible Security	50000	1.0	The security is not being sold in individual units. Investors will purchase a pro-rata portion of the total principal value of $50,000. Each investment is convertible into stock as described in Appendix C to the Issuer Disclosure Questionnaire.	50000.0	Y	Other	At the Issuer's discretion.	100000.0	2017-01-14	4	9875	35000	9875	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001688437-16-000003	12% of the offering amount upon a successful fund raise	No	Common Stock		1000000	1.0	fair market value.	500000.0	Y	First-come, first-served basis		1000000.0	2017-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000176	3.0% of the offering amount upon a successful fundraise	No	Debt			1.0	Pro-rated portion of the total principal value of $20,000; interests will be sold in increments of $1.	20000.0	Y	Other	As determined by the issuer	25000.0	2017-04-28	9	44293	0	35293	0	0	0	14323	0	49200	800	0	0	0	0	0	0	-19230	-800
0001670254-16-000178	3.0% of the offering amount upon a successful fundraise	No	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-28	6	398638	52042	23347	21495	6608	13610	259736	180500	565041	580124	576766	259163	105073	276227	0	0	-181769	-561639
0001679373-16-000006	5.0% of the amount raised	2.0% of same securities	Other	SAFE (Simple Agreement for Future Equity)	100000	1.0		100000.0	Y	First-come, first-served basis		999999.0	2016-12-16	2	1000	2706	0	1039	0	0	60000	0	145000	135000	0	0	0	0	0	0	-258943	-183821
0001688072-16-000005	5.0%	2% of the Securities being issued in this Offering	Other	SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		500000.0	2016-12-31	0	7529	71997	7529	71997	0	0	12953	4070	280000	200000	0	0	0	0	2025	800	-155595	-137086
0001688072-16-000003	5.0% and $0.00	2% of the Securities being issued in this Offering	Other	SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		500000.0	2016-12-31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0001688129-16-000001	The company will pay the intermediary 10% from the money raised via 3rd party marketing efforts and 7% for the everything else, we assume an average of 8.5%.	NONE	Common Stock		5156	11.66	Equidam.com	60000.0	Y	First-come, first-served basis		1000000.0	2017-02-28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000172	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE) with a $4m valuation cap	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-10-21	2	43882.04	48920.1	3007.9700000000003	30688.28	0	0	36260.13	28237.350000000002	94434.51	78342.73	13903.53	50565.61	12846.79	22945.04	0	0	-29152.62	20089.15
0001670254-16-000175	3.0% of the offering amount upon a successful fundraise.	No	Common Stock		50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1;	50000.0	Y	Other	As determined by the issuer	500000.0	2016-12-13	3	88228	83533	5857	1944	45979	20879	201320	66815	70000	57424	540097	300519	175898	82077	0	0	-142386	-25327
0001682664-16-000003	5% of funds raised	NO	Common Stock		2000000	0.01	Based on target number of securities to be offered and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000173	3.0% of the offering amount upon a successful fundraise	No	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-21	6	166527	48746	154146	33509	0	0	94771	1943	836671	300084	0	0	0	0	0	0	-536633	-606414
0001684628-16-000004	5% of funds raised and the preparation fees	none	Common Stock		2000000	0.05	Based on the average revenue estimated	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682864-16-000007	5% of funds raised and the preparation fees.	None	Common Stock		2000000	0.05	Based on target number of securities and the total valuation.	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001679372-16-000009																																
0001684568-16-000004	5% of funds raised and the preparation fees.	none	Common Stock		2500000	0.04	Based on the average revenue estimated	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-03	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001685112-16-000007	5% of funds raised and the preparation fees.	none	Common Stock		2000000	0.05	Based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001684570-16-000004	5% of funds raised and the preparation fees.	None	Common Stock		2000000	0.02	Based on the average revenue estimated.	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001684463-16-000002	5% of funds raised	none	Common Stock		2500000	0.04	based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-03	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682495-16-000010	5% of Funds Raised	No	Common Stock		2000000	0.02	Target Number of Securities and Target Offering Amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682883-16-000003	5% of fund raised	None	Common Stock		2000000	0.02	Based on Target Number of Securities and Target Offering Amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001682385-16-000001	5% of funds raised	none	Common Stock		2000000	0.03	Based on the average revenue estimated	100000.0	Y	First-come, first-served basis		1000000.0	2016-11-17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001684570-16-000003	5% of funds raised	None	Common Stock		2000000	0.02	based on target number of securities and target offering amount.	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001681345-16-000003	5% of funds raised	none	Common Stock		2000000	0.02	Based on the average revenue estimated	100000.0	Y	First-come, first-served basis		1000000.0	2017-02-02	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000170	3% of the offering amount upon a successful fundraise.	No	Other	Limited Liability Company Common Units	37175	2.69	37,175 units at $2.69 per unit	100000.0	Y	Other	As determined by the issuer	1000000.0	2016-10-19	7	1228213	965104	200802	100811	67538	97723	938684	778223	316426	344994	1075304	964192	477495	589419	0	0	-85411	-577998
0001670254-16-000171	3% of the offering amount upon a successful fundraise.	No	Other	Limited Liability Company Common Units	37175	2.69	37,175 units at $2.69 per unit	100000.0	Y	Other	As determined by the issuer	1000000.0	2016-10-19	7	1228213	965104	200802	100811	67538	97723	938684	778223	316426	344994	1075304	964192	477495	589419	0	0	-85411	-577998
0001670254-16-000168	4.0% of the offering amount upon a successful fundraise	No	Other	Convertible Note	200000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	200000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-17	6	789678	833451	774459	827900	10000	0	22021	38652	3195292	2430292	282981	124862	0	0	2464	2372	-802014	-977491
0001670254-16-000167	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Debt			1.0	Pro-rated portion of the total principal value of $200,000; interests will be sold in increments of $1.	200000.0	Y	Other	As determined by the issuer	550000.0	2017-04-18	8	559684	0	392970	0	1401	0	0	0	0	0	0	0	0	0	0	0	-57247	0
0001670254-16-000165	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Convertible Note	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2017-04-17	4	384158	541467	9004	285505	40499	11547	263887	62118	1309979	644979	493819	92402	286942	59359	0	0	-1288982	-469030
0001682240-16-000002	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the Issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	150000.0	Y	First-come, first-served basis		250000.0	2016-10-11	2	70722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001445866-16-002763	three percent (3%) of total proceeds received		Common Stock		20000	5.0		100000.0	Y	Other	At issuer's discretion	500000.0	2017-03-30	2	22840	0	19340	0	0	0	40552	0	0	0	0	0	0	0	0	0	0	0
0001685501-16-000005	5% of funds raised	None	Common Stock		2000000	0.02	Based on the average revenue in the next three years	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001685501-16-000004	5% of funds raised	None	Common Stock		2000000	0.02	Based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001685501-16-000003	5% of funds raised	None	Common Stock		2000000	0.02	Based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2016-12-23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000161	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-16	6	22365	700	1002	700	0	0	0	8965	0	0	0	0	0	0	-1622	0	-45992	-8965
0001670254-16-000163	3.0% of the offering amount upon a successful fundraise	No	Preferred Stock		75734	1.32042	Management based on market feedback	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-17	4	1088600	443871	764414	158041	0	0	274823	169698	736097	121327	1753914	1402813	850144	704790	1456	15585	-55666	73128
0001670254-16-000160	3.0% of the offering amount upon a successful fundraise.	No	Other	Convertible Note	25000	1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	25000.0	Y	Other	As determined by the issuer	100000.0	2016-10-18	6	843125	0	70337	0	0	0	70000	0	175000	0	0	0	0	0	0	0	-174663	0
0001680153-16-000003	7% of money raised	none	Common Stock		180328	0.61	Used 5 different venture valuation methods	110000.0	Y	First-come, first-served basis		1000000.0	2017-01-31	0	2359	0	2359	0	0	0	1000	0	0	0	0	0	1200	0	0	0	0	0
0001670254-16-000158	3.0% of the offering amount upon a successful fundraise.	No	Other	Convertible Debt	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-16	7	1293377	1704357	425569	809238	57600	83142	2416993	2339580	0	0	0	0	0	0	2150	-2878	-2381300	-2726626
0001670254-16-000155	3.0% of the offering amount upon a successful fundraise.	No	Debt			1.0	Pro-rated portion of the total principal value of $40,000; interests will be sold in increments of $1.	40000.0	Y	Other	As determined by the issuer	200000.0	2016-12-01	28	557996	9383	359913	1932	19881	1713	71735	3693	706111	3693	456060	88990	238926	41891	0	2329	-153805	-14339
0001670254-16-000156	3.0% of the offering amount upon a successful fundraise	No	Other	Convertible Note	20000	1.0	Pro-rated portion of the total principal value of $20,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	20000.0	Y	Other	As determined by the issuer	1000000.0	2017-04-21	0	4048	0	4048	0	0	0	0	0	0	0	865	0	36	0	0	0	-4048	0
0001670254-16-000154	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	40000	1.0	Pro-rated portion of the total principal value of $40,000; interests will be sold in increments of $1; each investment is convertible into stock as described under Item 13.	40000.0	Y	Other	As determined by the issuer	200000.0	2017-02-21	2	4143	0	4143	0	0	0	1092	0	0	0	0	0	0	0	0	0	-6075	0
0001678208-16-000007																																
0001670254-16-000153	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-03-12	3	8967	23686	8967	7296	0	16390	8374	6885	0	0	51013	35270	0	0	0	0	-22414	2113
0001684972-16-000003	NextSeed charges the Issuer 5% of the total offering amount as compensation for its services provided in connection with the offering.	None	Debt				The value of the security is the face value of the note purchased by the investor	65000.0	Y	First-come, first-served basis		100000.0	2016-10-27	1	89288.22	0	38295.22	0	0	0	5079.36	0	38159.98	0	99043.05	0	1798.0900000000001	0	0	0	15732.09	0
0001062993-16-011751	Seven Percent (7%) of the gross amount raised in the offering	NO	Other	Limited Liability Company Membership Interests (Units)	150	2000.0		1000000.0	N				2016-12-30	1	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001674421-16-000011	3% of the amount raised	None	Other	Units of Class B LLC Membership Interests	7000	10.0		70000.0	Y	First-come, first-served basis		1000000.0	2017-12-16	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485224	790683	789927	493335	323187	0	0	-381628	-326093
0001445866-16-002753	Three percent (3%) of the total proceeds received.	No	Common Stock		20000	5.0	Company estimate	100000.0	Y	Pro-rata basis		500000.0	2016-12-31	2	22840	0	19340	0	0	0	422	0	40552	0	0	0	0	0	0	0	-22780	0
0001680041-16-000003	5.0% of the amount raised	2.0% of same security	Other	SAFE (Simple Agreement for Future Equity)	100000	1.0		100000.0	Y	First-come, first-served basis		500000.0	2016-12-20	2	47264	44509	16351	8399	4727	6051	100645	80364	0	0	169268	130231	94897	70588	500	500	-50654	-35506
0001677548-16-000003	5% of the offering amount	None	Common Stock		100000	1.0	based on the potential and estimate revenue	100000.0	Y	First-come, first-served basis		1000000.0	2016-10-31	5	0	0	0	0	0	0	0	0	0	0	0	0	6573	0	0	0	0	0
0001684628-16-000003	5% of funds raised	none	Common Stock		2000000	0.05	based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001684628-16-000002	5% of funds raised	none	Common Stock		2000000	0.05	based on target number of securities and target offering amount	100000.0	Y	First-come, first-served basis		1000000.0	2017-01-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000152	3.0% of the offering amount upon a successful fundraise.	No	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-10-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001683856-16-000001	FlashFunders Funding Portal, LLC, shall be entitled to compensation for services equal to five (5%) of gross proceeds, and to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Convertible Security	50000	1.0	The security is not being sold in individual units. Investors will purchase a pro-rata portion of the total principal value of $50,000. Each investment is convertible into stock as described in Appendix C to the Issuer Disclosure Questionnaire.	50000.0	Y	Other	At the Issuer's discretion.	100000.0	2017-01-14	4	9875	35000	9875	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001644600-16-000201																																
0001670254-16-000151	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2016-10-17	5	187737	249450	66031	200425	30156	3473	991	3595	430138	405988	116730	35596	16163	7548	0	0	-83890	-78722
