ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-18-000854	3	Suit Khown Chan	Principal Financial Officer and Principle Accounting Officer	2018-08-27
0001665160-18-000853	1	Richard L Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-27
0001665160-18-000854	1	Esmond Goei	CEO, Principal Executive Officer and Director	2018-08-27
0001665160-18-000854	2	Robert Kent	CMO, Vice Chairman and Director	2018-08-27
0001665160-18-000852	1	Waldemar F. Kissel Jr.	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-08-27
0001669191-18-000394	1	Frank DeGeorge	Principal Executive Officer	2018-08-21
0001669191-18-000394	2	Scott Hansbury	Principal Financial Officer and Principal Accounting Officer	2018-08-21
0001735494-18-000006	1	Jameen Willis	Managing Director	2018-08-27
0001735494-18-000006	2	Nicole Willis	CEO	2018-08-27
0001744818-18-000002	2	Jason Calacanis	CEO	2018-08-24
0001744818-18-000002	3	Roelof Botha	Board Member	2018-08-25
0001744818-18-000002	1	Austin Smith	President	2018-08-24
0001665160-18-000849	1	Jesse Lee Carrigan	CEO, Manager, Principal Financial Officer and Principal Accounting Officer	2018-08-24
0001750508-18-000001	1	Bethany Ruhe	Owner	2018-08-24
0001670254-18-000397	2	Daniel Poane	Owner	2018-07-25
0001670254-18-000397	1	Christine Poane	Owner	2018-07-25
0001704607-18-000001	1	Rachel Major	CEO and Director	2018-08-24
0001704607-18-000001	2	Ari Ochoa	CTO and Director	2018-08-24
0001693411-18-000004	1	Casey Minshew	Director	2018-08-24
0001693411-18-000004	2	Philip Racusin	Director	2018-08-24
0001693411-18-000004	3	Michael Racusin	Director	2018-08-24
0001693411-18-000003	2	Ryan Austin	Director	2018-08-24
0001693411-18-000003	1	Brandon Austin	CEO and Director	2018-08-24
0001669191-18-000392	4	Harold Zaima	Board Member	2018-03-31
0001669191-18-000392	1	Bradley Ahlgren	Principal Executive Officer	2018-03-31
0001669191-18-000392	3	Harold Zaima	Principal Accounting Officer	2018-03-31
0001669191-18-000392	2	Harold Zaima	Principal Financial Officer	2018-03-31
0001669191-18-000392	5	Bradley Ahlgren	Board Member	2018-03-31
0001669191-18-000389	4	Diego Mendes Alves	Board Member	2018-03-29
0001669191-18-000389	2	Diego Mendes Alves	Principal Financial Officer	2018-03-29
0001669191-18-000389	1	Diego Mendes Alves	Principal Executive Officer	2018-03-29
0001669191-18-000389	3	Diego Mendes Alves	Principal Accounting Officer	2018-03-29
0001670254-18-000395	1	Phillip Henry	President & CEO	2018-08-23
0001669191-18-000387	3	Alex Melehy	Principal Accounting Officer	2018-06-29
0001669191-18-000387	4	Alex Melehy	Board Member	2018-06-29
0001669191-18-000387	2	Alex Melehy	Principal Financial Officer	2018-06-29
0001669191-18-000387	1	Alex Melehy	Principal Executive Officer	2018-06-29
0001670254-18-000393	2	Bobby Marhamat	Co-Founder & CEO	2018-08-22
0001670254-18-000393	1	Marius Domokos	Co-Founder	2018-08-23
0001669191-18-000383	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-18-000383	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-18-000383	4	Mark Jennings	Board Member	2017-11-30
0001669191-18-000383	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-18-000380	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-18-000380	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-18-000380	4	Maureen Lloren	Board Member	2018-05-14
0001669191-18-000380	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001717111-18-000001	1	Molly Madden	Director	2018-08-23
0001717111-18-000001	3	Stephen Rye Switzer	Director	2018-08-23
0001717111-18-000001	2	Stephanie Sprinkle	Director	2018-08-23
0001745226-18-000005	3	Ben Arnon	Manager	2018-08-23
0001745226-18-000005	2	Christian Hendricks	Manager	2018-08-23
0001745226-18-000005	1	Jeff Tennery	Manager	2018-08-23
0001684321-18-000005	1	Christy J. Jepson	Manager	2018-08-23
0001670254-18-000392	1	Oscar Chow	CEO/Founder	2018-07-17
0001670254-18-000391	1	Darren Garvey	Owner	2018-08-03
0001720733-18-000001	1	Tiffany Lacsado	Director, Chief Financial Officer	2018-08-23
0001720733-18-000001	3	Kristin Clayton	Director	2018-08-23
0001720733-18-000001	2	Corey S. Dishmon	Director	2018-08-23
0001670254-18-000389	4	Donald Harris	VP Production	2018-08-13
0001670254-18-000389	2	Bill Campbell	Co-Founder	2018-08-13
0001670254-18-000389	3	Ron Harris	VP Talent Relations	2018-08-13
0001670254-18-000389	5	Jason Brown	CEO	2018-08-13
0001670254-18-000389	1	Kathy Campbell	Co-Founder	2018-08-13
0001743800-18-000002	1	/Gregory Miller/	President	2018-08-23
0001750337-18-000006	1	Debra M. Spotts	President	2018-08-23
0001665160-18-000848	1	Jonathan Fuller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-22
0001665160-18-000846	1	Harold Jonas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-22
0001670254-18-000388	1	Owen Gonzales	COO	2018-07-27
0001670254-18-000388	2	jerry washburn	cfo	2018-07-27
0001670254-18-000388	3	Jonathan Greenburg	CEO	2018-07-27
0001665160-18-000844	1	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-08-22
0001670254-18-000387	1	Mark Stephenson	Director	2018-08-09
0001670254-18-000387	2	Richard Yanda	President	2018-08-03
0001670254-18-000386	2	Richard Grover	Founder/CEO	2018-07-02
0001670254-18-000386	1	Richard Grover	Founder/CEO	2018-07-02
0001665160-18-000843	1	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-22
0001665160-18-000842	4	John DeVincent	Director	2018-08-22
0001665160-18-000842	2	Simon Goode	Principal Financial Officer and Principal Accounting Officer	2018-08-22
0001665160-18-000842	3	David Donald	Director	2018-08-22
0001665160-18-000842	1	Brian Powell	CEO and Principal Executive Officer	2018-08-22
0001665160-18-000841	1	Jordan Weiss	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Accounting Officer	2018-08-22
0001665160-18-000841	2	Rachel Kimelman	Co-CEO and Director	2018-08-22
0001749553-18-000002	2	Ernest Nee-Nueh Nortey	Member	2018-08-20
0001749553-18-000002	1	Kai Nortey	Member	2018-08-20
0001684004-18-000001	1	Mark Murrell	CEO	2018-08-22
0001749548-18-000002	1	Jenn Diesi	Chief Executive Officer, President, Chief Financial Officer, Director	2018-08-21
0001665160-18-000840	1	John R. Humphrey	CEO and Founder, Principal Executive and Director	2018-08-21
0001665160-18-000840	2	Scott Marchard	CFO and Principal Financial Officer and Principal Accounting Officer	2018-08-21
0001675481-18-000003	1	Lynn Johnson	CEO, Treasurer, Director	2018-08-20
0001675481-18-000003	2	Allison Kenny	Director	2018-08-20
0001741753-18-000002	1	Paula Dezzutti Hewlette	Director, President, Chief Executive Officer	2018-08-21
0001665160-18-000838	1	Cory Faulkner	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2018-08-21
0001675481-18-000002	1	Lynn Johnson	CEO, Treasurer, Director	2018-08-20
0001675481-18-000002	2	Allison Kenny	Director	2018-08-20
0001706937-18-000002	1	Christopher Sopher	CEO	2018-08-21
0001706937-18-000002	2	Bruce Pinchbeck	Director	2018-08-21
0001706937-18-000002	3	Rebekah Monson	Director	2018-08-21
0001665160-18-000837	1	Peter Kaufman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-21
0001739018-18-000002	1	David Borinksy	Manager of Manager, CHZ Management, LLC	2018-08-21
0001665160-18-000836	1	Mark Baldino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-20
0001750337-18-000005	1	Debra M. Spotts	President	2018-08-20
0001750337-18-000004	1	Debra M. Spotts	President	2018-08-20
0001750337-18-000003	1	Debra M. Spotts	President	2018-08-20
0001750307-18-000002	1	Gregory Reaves	Managing member of Manager, Mosaic Development Partners, LLC	2018-08-20
0001665160-18-000835	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary and Principal Accounting Officer	2018-08-20
0001750337-18-000002	1	Debra M. Spotts	President	2018-08-20
0001750307-18-000001	1	Gregory Reaves	Managing member of Manager, Mosaic Development Partners, LLC	2018-08-20
0001665160-18-000833	2	Matthew Moroney	Principal Financial Officer and Manager	2018-08-17
0001665160-18-000833	1	Franz Hochstrasser	Principal Executive Officer and Manager	2018-08-17
0001665160-18-000833	3	Kwasi Ansu	Controller and Manager	2018-08-17
0001750337-18-000001	1	Debra Spotts	President	2018-08-17
0001665160-18-000831	1	Pete Wong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-17
0001670254-18-000384	1	Domingo Correa	President and CEO	2018-08-16
0001700426-18-000002	2	David Vatz	CFO	2018-08-17
0001700426-18-000002	3	Jeremy Kauffman	Director	2018-08-17
0001700426-18-000002	1	Christian Jennewein	CEO	2018-08-17
0001700426-18-000002	4	Darren Shultz	Director	2018-08-17
0001743181-18-000005	2	Greg Smith	Director	2018-08-17
0001743181-18-000005	1	Harold Hughes	Director	2018-08-17
0001743181-18-000005	3	Kwame Anku	Director	2018-08-17
0001670254-18-000383	2	David William Epstein	Chairman of the Board	2018-08-16
0001670254-18-000383	1	Teresa LoBue	Director	2018-08-16
0001670254-18-000383	3	Robert Nathanson	CEO	2018-08-16
0001723146-18-000007	1	Terri Arthur	Owner & CEO	2018-08-17
0001650631-18-000002	1	Cullen Schwarz	CEO and Director	2018-08-17
0001650631-18-000002	2	Howard Fischer	Director	2018-08-17
0001670254-18-000380	3	John Lynch	Founder	2018-08-16
0001670254-18-000380	1	John Haseley	Managing Member	2018-08-16
0001670254-18-000380	2	John Stephan	Managing Member	2018-08-16
0001665160-18-000828	1	Saritta Hines	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-16
0001665160-18-000827	1	Jim Riley	CEO and Principal Executive Officer and Director	2018-08-16
0001665160-18-000827	2	Eric Morley	Principal Financial Officer and Principal Accounting Officer	2018-08-16
0001670254-18-000377	1	Jacob Dobbins	Founder- CEO	2018-08-15
0001670254-18-000377	2	Ricardo Velez	Founder  Co-CEO	2018-08-15
0001669191-18-000378	1	Christopher Lustrino	Principal Executive Officer	2018-06-15
0001669191-18-000378	3	Christopher Lustrino	Principal Accounting Officer	2018-06-15
0001669191-18-000378	2	Christopher Lustrino	Principal Financial Officer	2018-06-15
0001669191-18-000376	4	Ronald Smith	Board Member	2018-02-26
0001669191-18-000376	3	John Banigan	Principal Accounting Officer	2018-02-27
0001669191-18-000376	1	John Banigan	Principal Executive Officer	2018-02-27
0001669191-18-000376	2	John Banigan	Principal Financial Officer	2018-02-27
0001739018-18-000001	1	David Borinksy	Manager of Manager, CHZ Management, LLC	2018-08-16
0001665160-18-000826	1	Friso Schmid	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-15
0001670254-18-000376	1	Rachel E. Bernier-Green	Owner	2018-08-02
0001665160-18-000826	2	Aike Muller	Principal Executive Officer and President	2018-08-15
0001665160-18-000825	1	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer	2018-08-15
0001635926-18-000004	1	Peter Platzer	Director	2018-08-15
0001748253-18-000001	1	Nathan S Zeleznick	Chairman/Chief Executive Officer	2018-08-15
0001665160-18-000823	1	Wilson Encarnacion	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-14
0001665160-18-000824	1	John Hussey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-14
0001665160-18-000822	1	Frank DeGeorge	CEO, Principal Executive Officer and Director	2018-08-14
0001665160-18-000822	2	Scott Hansbury	Director, Principal Financial Officer and Principal Accounting Officer	2018-08-14
0001139685-18-000003	1	Jonathan Cohen	Chief Executive Officer	2018-08-14
0001741220-18-000001	1	/s/ Christopher Williams	CEO/Principal Accounting Officer/Board Member	2018-08-09
0001741220-18-000001	2	/s/ Graham Williams	Prinicipal financial Officer / Board Member	2018-08-09
0001665160-18-000821	1	Mamta Sonwalkar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-13
0001665160-18-000820	1	Steven T Gordon	Principal Executive Officer and Manager	2018-08-13
0001665160-18-000820	2	Robert Lloyd	Principle Financial Officer and Principle Accounting Officer	2018-08-13
0001568609-18-000007	3	Brennen Lawrence	CEO	2018-08-13
0001568609-18-000007	2	William (Adam) Greene	Manager and Chief Marketing Officer	2018-08-13
0001568609-18-000007	1	Jennifer Williams	Manager and COO	2018-08-13
0001665160-18-000818	1	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-13
0001139685-18-000002	1	Jonathan Cohen	Chief Executive Officer	2018-08-13
0001139685-18-000001	1	Jonathan Cohen	Chief Executive Officer	2018-08-13
0001743080-18-000007	1	Jonathan Serrano	Manager	2018-08-13
0001743080-18-000007	2	Shawn Rao	Manager	2018-08-13
0001665160-18-000814	1	Joe Grimes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-13
0001670254-18-000373	3	Robert Sigmon	CEO, Founder	2018-08-10
0001670254-18-000373	2	Robert Sigmon	CEO, Founder	2018-08-10
0001670254-18-000373	1	John Reeb	Director	2018-08-10
0001665160-18-000811	1	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-10
0001665160-18-000812	3	Mark T. Lynn	Co-CEO, Director	2018-08-10
0001665160-18-000812	2	Kevin Morris	Principal Financial Officer and Principal Accounting Officer	2018-08-10
0001665160-18-000812	1	Corey Epstein	Co-CEO, Principal Executive Officer and Director	2018-08-10
0001670254-18-000375	1	Erin Carpenter	CEO	2018-08-09
0001665160-18-000810	4	Manju Kesani	Director	2018-08-10
0001665160-18-000810	3	Dr. Erik Viirr MD PHD	Director	2018-08-10
0001670254-18-000372	1	Ann Marie Stephens	Co-Founder & CEO	2018-08-10
0001665160-18-000810	1	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-10
0001665160-18-000810	2	Dr. Edward Guy III	Director and Secretary	2018-08-10
0001670254-18-000371	1	Andrew Gazdecki	CEO and Co-Founder	2018-08-07
0001665160-18-000809	1	Jules Trasleglise	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-09
0001742134-18-000009	1	Virginia Robertson	CEO and Director	2018-08-09
0001665160-18-000807	1	Cornell Christanson	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-08-09
0001665160-18-000804	1	Mamta Sonwalkar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-09
0001665160-18-000802	3	Blake Cherrington	Principal Financial Officer and Principle Accounting Officer	2018-08-08
0001665160-18-000802	4	Diana Sole Wasko	Director	2018-08-08
0001665160-18-000802	5	Douglas Smith	Director	2018-08-08
0001665160-18-000802	1	Tad Walden	CEO and Principal Executive Officer	2018-08-08
0001665160-18-000802	2	Mark Groves	Director	2018-08-08
0001665160-18-000801	2	Peush Jain	Director	2018-08-08
0001665160-18-000801	3	Sachin Arora	Director	2018-08-08
0001670254-18-000369	1	Brian Anthony Williams	President | Chief Executive Officer	2018-08-08
0001670254-18-000369	2	Andree Ng	Co-Founder	2018-08-08
0001665160-18-000801	1	Ankit Chaudhari	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-08
0001746875-18-000002	1	Stuart MacLean Ramsay	Manager	2018-08-08
0001746875-18-000002	2	Tacee Kathleen Dewitt-Webb	Member	2018-08-08
0001670254-18-000368	1	John B Richards	CEO	2018-08-02
0001670254-18-000368	2	Eugene Meehan	Chairman	2018-08-02
0001670254-18-000368	3	Hal Gassenheimer	CFO	2018-08-01
0001737909-18-000004	1	Jamyn Edis	CEO	2018-08-08
0001737909-18-000004	2	Brian LANGEL	CTO	2018-08-08
0001665160-18-000800	1	Chris Kolodziejski	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-08-08
0001665160-18-000795	2	Sean Geng	COO, President, and Principal Financial Officer	2018-08-07
0001665160-18-000795	3	Amy Livingood	Principal Accounting Officer	2018-08-07
0001665160-18-000793	1	/s/ Jorge Verar	Principal Financial Officer and Principal Accounting Officer	2018-08-07
0001665160-18-000797	1	Vikram Chopra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-07
0001665160-18-000795	1	Darby Cox	CEO, Principal Executive Officer and Director	2018-08-07
0001731158-18-000006	1	Keith B. Nowak	CEO and Director	2018-08-07
0001731158-18-000006	2	Eugenio Labadie	COO and Director	2018-08-07
0001670254-18-000366	2	Mark Gallion	COO/Board Member	2018-08-06
0001670254-18-000366	1	Paul S. Heirendt	President	2018-08-06
0001670254-18-000366	3	Matthew Lamons	Founder/CEO	2018-08-06
0001669191-18-000374	3	Ronald Buckner	Principal Accounting Officer	2018-02-27
0001669191-18-000374	1	Neville Golvala	Principal Executive Officer	2018-02-27
0001669191-18-000374	4	Ronald Buckner	Board Member	2018-02-19
0001669191-18-000374	2	Ronald Buckner	Principal Financial Officer	2018-02-27
0001669191-18-000372	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-18-000372	4	Mark Jennings	Board Member	2017-11-30
0001669191-18-000372	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-18-000372	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-18-000369	4	Andrew  Weinberger	Board Member	2018-06-13
0001669191-18-000369	3	Andrew  Weinberger	Principal Accounting Officer	2018-06-13
0001669191-18-000369	1	Andrew  Weinberger	Principal Executive Officer	2018-06-13
0001669191-18-000369	2	Andrew  Weinberger	Principal Financial Officer	2018-06-13
0001670254-18-000365	2	Darnell Jones	Founder / President	2018-08-03
0001670254-18-000365	1	Danyel Surrency Jones	CO-Founder & CEO	2018-08-06
0001665160-18-000792	1	Arif Ferda Kertmelioglu	Chairman, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-06
0001665160-18-000791	1	Billy Alabsi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-06
0001665160-18-000789	1	Billy Alabsi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-06
0001739571-18-000004	1	John Smolen	Owner	2018-08-03
0001665160-18-000778	1	Michael P. Maloney	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-03
0001670254-18-000361	2	William Davenport	Board Member	2018-08-03
0001670254-18-000363	1	Kelsey Witherow	Founder	2018-08-03
0001670254-18-000361	1	Nancy Roebke	Secretary & Board Member	2018-08-03
0001665160-18-000774	1	Mike Maloney	Founder/CEO	2018-08-03
0001665160-18-000774	2	Richard J Whipple Jr	Board Member	2018-08-03
0001665160-18-000774	3	Jeffery Edward Ludwig	Board Member	2018-08-03
0001665160-18-000787	2	Robert S. Marks	Director, Secretary	2018-08-03
0001665160-18-000787	1	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-03
0001670254-18-000361	3	Jesse Wacht	Founder, CEO, Executive Producer	2018-08-02
0001719648-18-000002	1	/s/ Corinda Melton	CEO /  Principal Financial Officer / Principal Accounting Officer	2017-10-19
0000352956-18-000002	2	Freeman A. Ford	Chairman Founder	2018-08-01
0000352956-18-000002	1	Robert Leckinger	President & CEO	2018-08-01
0000352956-18-000001	1	Robert Leckinger	President & CEO	2018-08-01
0000352956-18-000001	2	Freeman A. Ford	Chairman Founder	2018-08-01
0001739405-18-000005	2	Nicholas Russell	Managing member of Redwood Hospitality LLC, the managing member	2018-08-03
0001739405-18-000005	1	Steve Wong	Managing member of Redwood Hospitality LLC, the managing member	2018-08-03
0001739109-18-000005	1	John C. Lessel	Special Counsel	2018-08-03
0001665160-18-000773	2	Remy J Sedlmayr	Principal Accounting Officer	2018-08-03
0001665160-18-000773	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2018-08-03
0001665160-18-000772	1	Jessica Li	CFO, Director, Principal Financial Officer, Principal Accounting Officer	2018-08-03
0001665160-18-000766	1	Nephateri White	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-02
0001742846-18-000004	1	Nu Dao	Co-founder/CEO	2018-08-02
0001665160-18-000768	1	Cormac Kinney	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-02
0001665160-18-000770	1	Edward R. Monfort	CEO, Principal Executive Officer and Director, Principal Financial Officer, Chief Technology Officer and Principal Accounting Officer	2018-08-02
0001742846-18-000002	1	Nu Dao	Co-founder/CEO	2018-08-02
0001665160-18-000764	2	Larry E. Russell	Principal Accounting Officer and Principal Financial Officer	2018-08-02
0001665160-18-000764	1	David Zinberg	CEO, Principal Executive Officer and Director	2018-08-02
0001748372-18-000001	1	Carlos Ventura	Chief Executive Officer	2018-08-02
0001748372-18-000001	2	Margaret Mulvena	Founder, Executive Chef	2018-08-02
0001732219-18-000011	1	TOMMY ALGATHEN ALLEN	FOUNDER	2018-07-13
0001669191-18-000367	1	John Gallagher	Principal Executive Officer	2018-07-17
0001669191-18-000367	2	John Gallagher	Principal Financial Officer	2018-07-17
0001669191-18-000367	3	John Gallagher	Principal Accounting Officer	2018-07-17
0001669191-18-000367	4	John Gallagher	Board Member	2018-07-17
0001743775-18-000005	1	jai mcfall	Chief Executive Officer	2018-08-02
0001665160-18-000763	3	Robert L. Kent	Director	2018-08-01
0001665160-18-000762	1	Neil Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-01
0001665160-18-000763	1	Esmond Goei	Principle Executive officer and Director	2018-08-01
0001665160-18-000763	2	S.K Chan	Principal Financial Officer and Principal Accounting Officer	2018-08-01
0001665160-18-000761	1	Michael Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2018-08-01
0001665160-18-000760	1	Alan Bailey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-08-01
0001665160-18-000759	2	Remy J Sedlmayr	Principal Accounting Officer	2018-08-01
0001665160-18-000759	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2018-08-01
0001735360-18-000003	2	Jason Zopf	Director	2018-08-01
0001735360-18-000003	1	Keith Frankel	Director	2018-08-01
0001670254-18-000354	1	Julie Basu	CEO and Head of R&D	2018-07-23
0001670254-18-000354	2	Rishi Mukhopadhyay	COO and Head of Product	2018-07-23
0001670254-18-000355	1	John Giannopoulos	Owner, Managing Partner	2018-07-31
0001670254-18-000360	1	Elena Krasnoperova	Co-founder, CEO	2018-07-31
0001670254-18-000359	1	John Edward Van Cleave	CFO	2018-07-31
0001670254-18-000359	2	Adam Van Cleave	President & CEO	2018-07-23
0001670254-18-000358	2	Jennifer Eden	CEO	2018-07-31
0001670254-18-000358	1	Giana Korth	Head of Client Strategy	2018-07-31
0001738944-18-000008	3	Jeffrey Kurtzman	Manager	2018-07-31
0001670254-18-000357	1	Tim Obert	Co-Founder & CEO	2018-07-31
0001738944-18-000008	1	Nicolas China	CEO and Manager	2018-07-31
0001738944-18-000008	2	Patrick Rife	CVO and Manager	2018-07-31
0001665160-18-000757	1	Brennen Hodge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-31
0001670254-18-000353	1	Terri Lubaroff	Director	2018-05-14
0001670254-18-000353	3	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer, Director	2018-05-14
0001670254-18-000353	2	Jeff Annison	President	2018-05-14
0001665160-18-000755	2	Remy J Sedlmayr	Principal Accounting Officer	2018-07-31
0001665160-18-000755	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2018-07-31
0001746343-18-000003	2	Jerry Lasco	Founder	2018-07-31
0001746343-18-000003	1	Laura Lasco	Manager of NexGen Restaurants, LLC, the manager	2018-07-31
0001746343-18-000003	3	Cuc Roetelle	Operating Partner	2018-07-31
0001665160-18-000751	1	Vikram Chopra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-31
0001739398-18-000002	1	Lori Daugherty	CEO	2018-07-31
0001746343-18-000001	3	Cuc Roettele	Operating Partner	2018-07-30
0001746343-18-000001	1	Laura Lasco	Manager of NexGen Restaurants, LLC, the manager	2018-07-30
0001746343-18-000001	2	Jerry Lasco	Founder	2018-07-30
0001725941-18-000004	1	Andrew Meagher	CEO	2018-07-31
0001725941-18-000004	2	Rober Gau	Advisor & Part-Time CFO	2018-07-31
0001669191-18-000365	3	Wallace Santos	Principal Accounting Officer	2018-03-16
0001669191-18-000365	2	Wallace Santos	Principal Financial Officer	2018-03-16
0001669191-18-000365	1	Wallace Santos	Principal Executive Officer	2018-03-16
0001665160-18-000744	1	Cory Faulkner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-30
0001665160-18-000746	2	Peter Hubshman	Principal Financial Officer and Principal Accounting Officer	2018-07-30
0001740484-18-000004	2	Rafael Ferreira	Secretary and Director	2018-07-30
0001665160-18-000741	1	Thomas Gianulli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-30
0001665160-18-000748	1	Juliet Andriassian	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-30
0001665160-18-000746	1	Jeffrey Chaskin	CEO, Principal Executive Officer and Director	2018-07-30
0001740484-18-000004	1	Helton Souza	Treasurer and Director	2018-07-30
0001665160-18-000738	1	Ryan Cullins	CEO, Principal Executive Officer, Director	2018-07-30
0001665160-18-000738	2	Brian Catudan	Principal Financial Officer, Principal Accounting Officer	2018-07-30
0001735090-18-000004	3	Glenn Shimkus	Director	2018-07-25
0001735090-18-000004	2	Doug Lambert	Director	2018-07-25
0001735090-18-000004	1	Jay Sebben	Director	2018-07-25
0001665160-18-000735	1	Raymond Monner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-27
0001746291-18-000003	1	OLUSEUN ODUMUSI	CEO	2018-07-20
0001665160-18-000731	1	Eric A Pierra	CCEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-07-27
0001665160-18-000733	1	Frank Erik Banks	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-27
0001684321-18-000004	1	Christy J. Jepson	Manager	2018-07-27
0001747720-18-000001	1	Peter Korbel	CEO and Director	2018-07-27
0001747720-18-000001	2	John Korbel	Director	2018-07-27
0001734260-18-000003	2	Alan Erickson	Director	2018-07-27
0001734260-18-000003	1	Amber McDonald	Chief Executive Officer	2018-07-27
0001734260-18-000003	3	Aaron Dallek	Director	2018-07-27
0001734260-18-000002	1	Michael Costa	Director, President, Secretary and CEO	2018-07-27
0001737017-18-000005	3	Jim Houchins	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-07-27
0001737017-18-000005	4	Kyle Smith	Controller	2018-07-27
0001737017-18-000005	1	Robert A. Leggett	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-07-27
0001737017-18-000005	2	Jeffery S Darby	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-07-27
0001568609-18-000006	1	Jennifer Williams	Manager and COO	2018-06-05
