ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001751259-18-000004	6.0% of total offering plus 2.85% per investment (capped @ $21.76).	No	Debt			1.0	Pro-rated portion of the total principal of $107,000	27100.0	Y	First-come, first-served basis		107000.0	2018-11-05	34	4832725	4937532	21172	118531	396427	206188	547314	194516	4181145	4232879	4030658	3601525	1395227	1113151	0	0	-535909	-230129
0001665160-18-000921	6 percent	N/A	Common Stock		40000	0.25	N/A	10000.0	Y	Other	At issuer's discretion	535000.0	2018-12-12	2	3237.32	3970.07	1828.3	3970.07	0	0	11109.65	9872.78	99674.91	30740.170000000002	11136.300000000001	31163	72590	363921	0	0	-73175	-334484
0001665160-18-000919	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-12-12	3	22647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001750337-18-000007	4.0% of total offering plus 2.85% per investment (capped @ $21.76).	No.	Debt			1.0	Pro-rated portion of the total principal of $107,000	10000.0	Y	First-come, first-served basis		107000.0	2018-11-18	5	166458	0	1389	0	0	0	0	0	145622	0	70048	0	18203	0	0	0	-355	0
0001665160-18-000917	6 percent	N/A	Common Stock		435	23.0	N/A	10005.0	Y	Other	At issuer's discretion	1069983.0	2018-10-12	25	326927	349225	312112	295383	0	0	908202	592994	993174	1204329	0	0	0	0	0	0	-4548854	-624524
0001665160-18-000916	6 percent	N/A	Other	Common Units	10526	0.9500000000000001	N/A	9999.7	Y	Other	At issuer's discretion	1060998.95	2018-11-06	10	1052371	692173	194460	3548	58364	31645	2113673	1994764	272665	3187303	1347541	1146063	443888	626161	0	0	-548382	-1871046
0001669191-18-000415	Up to 4.9% of amount raised for a successful offering	None.	Other	Class B Units	10000	1.0	At issuer's discretion.	10000.0	Y	First-come, first-served basis		107000.0	2018-10-02	3	134	92817	134	92817	0	0	0	0	0	0	4250	0	0	0	0	0	-138683	-65183
0001745594-18-000001	5% of amount raised.		Preferred Stock		1000	1.0		1000.0	Y	First-come, first-served basis		500000.0	2019-01-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001746343-18-000004	NextSeed charges 10% of the total Offering Amount as compensation for its services in connection with the Offering; provided only 5% is charged on amounts raised from investors referred by the issuer.	None	Debt				the face value of the note	50000.0	Y	First-come, first-served basis		107000.0	2018-09-18	3	298301.77	0	264501.97000000003	0	0	0	36.33	0	0	0	0	0	0	0	0	0	-1734.56	0
0001665160-18-000912	6 percent	N/A	Common Stock		100	100.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-12-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001751443-18-000001	The intermediary will get paid a success fee of 9%	None	Debt			100.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2019-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000914	6 percent	N/A	Other	Non-Voting Common Stock	6370	1.57	N/A	10000.9	Y	Other	At issuer's discretion	1069998.96	2018-11-13	16	1569741.9300000002	631551.97	129643.32	8135.33	43601.15	0	232115.26	198665.52000000002	2058391	420817.92	298227.77	68822.45	188804.35	8371.76	53099.69	10188.51	-979832.86	-14074.19
0001665160-18-000910	10 percent	N/A	Common Stock		41666	0.24	N/A	9999.84	Y	Other	At issuer's discretion	106999.92	2018-11-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001743800-18-000003	The issuer will pay the intermediary a fee equal to 5% of the total money raised and the intermediary will reinvest 2% of its fee in the issuer. So, the intermediary will have an ownership interest in the issuer.	The intermediary will reinvest 2% of its 5% fee in the issuer. So, the intermediary will have an ownership interest in the issuer.	Other	"The security being offered are Membership Units in a limited liability company (""LLC"")."	250000	1.0	Issuer applied a 4.3 multiplier to the projected average annual EBITDA equal to $230,210.45 for a valuation of about $1 million. The offered securities equal 50% of this value (if maximum offering amount reached). See attached Form C (p. 11) and Exhibit B.	250000.0	Y	First-come, first-served basis		500000.0	2018-12-31	1	18495	0	0	0	0	0	24941	0	0	0	0	0	0	0	0	0	-6446	0
0001739571-18-000005	NextSeed charges 10% of the Offering Amount; except NextSeed only charges 5% for investors referred by the Issuer.	None	Debt				Face value of the note	75000.0	Y	First-come, first-served basis		100000.0	2018-09-04	28	144429.67	117923.40000000001	-2051.53	-4749.25	77252.45	45364.15	207160.56	266587.78	38790.1	51000.96	1501387.97	968562.84	865966.11	555992.61	14885	1351	98155.35	19835.39
0001669191-18-000413	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		8929	1.12	At issuer's discretion.	10000.48	Y	First-come, first-served basis		106999.2	2018-10-15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001635926-18-000007	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in the Offering.	Other	Crowd Note	25000	1.0		25000.0	Y	Other	At the company's discretion	107000.0	2018-09-28	4	171281.30000000002	232501.08000000002	1087.29	14834	129868.01000000001	202125	502444.68	282822.57	488607.49	2007371.32	272601.5	258644.30000000002	109877.94	182042.78	912.3100000000001	3635.48	-649839.76	-936680.92
0001749079-18-000006	The funding portal will be paid 7% success fee.	None	Other	DUSTO (Debt Until Security Token Offering)	20000	0.5	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2019-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000410	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		160	62.5	At issuer's discretion, using market valuations of similar companies.	10000.0	Y	First-come, first-served basis		1070000.0	2018-11-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001752109-18-000002	4.5%	20 Shares	Common Stock		5350	20.0	Number of shares are according to valuation of the company.	107000.0	Y	First-come, first-served basis		535000.0	2019-03-31	1	130000	0	5400	0	0	0	0	0	61000	0	0	0	2300	0	0	0	0	0
0001669191-18-000408	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		11364	0.88	At issuer's discretion.	10000.32	Y	First-come, first-served basis		106999.2	2018-11-15	12	77304	197331	57059	186526	4000	0	0	0	1254639	965000	60668	1149	0	0	0	0	-395438	-766267
0001665160-18-000908	10 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-12-10	2	39393.63	22035.5	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000406	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		2858	3.5	At issuer's discretion	10003.0	Y	First-come, first-served basis		1070000.0	2018-08-31	24	1081758	703984	47589	133237	51873	90625	111736	379357	0	48189	7921690	6396944	6725381	5630951	0	0	310268	39562
0001665160-18-000906	6 percent	N/A	Common Stock		2857	3.5	N/A	9999.5	Y	Other	At issuer's discretion	1069999.0	2018-11-01	2	13060	0	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	-290	0
0001751259-18-000003	6.0% of total offering plus 2.85% per investment (capped @ $21.76).	No	Debt			1.0	Pro-rated portion of the total principal of $107,000	27100.0	Y	First-come, first-served basis		107000.0	2018-11-05	34	4832725	4937532	21172	118531	396427	206188	547314	194516	4181145	4232879	4030658	3601525	1395227	1113151	0	0	-535909	-230129
0001670254-18-000434	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	150000	1.0	Pro-rated portion of the total principal value of $150,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	150000.0	Y	Other	As determined by the issuer	500000.0	2019-03-06	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-27916	0
0001670254-18-000436	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Convertible Note	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	107000.0	2019-03-06	5	17637	5000	0	0	0	5000	400	20400	218619	10310	0	0	0	0	0	0	-143647	-25160
0001665160-18-000905																																
0001749079-18-000001	The funding portal will be paid 7% success fee.	None	Other	DUSTO (Debt Until Security Token Offering)	20000	0.5	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2019-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000904	6 percent	N/A	Common Stock		160	63.0	N/A	10080.0	Y	Other	At issuer's discretion	100800.0	2018-09-03	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-250000	0
0001669191-18-000402	Up to 4.9% of amount raised for a successful offering	None.	Other	Units	100000	0.1	At issuer's discretion.	10000.0	Y	First-come, first-served basis		100.0	2018-11-20	1	1147	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	-8953	0
0001665160-18-000903	10 percent	N/A	Common Stock		1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-12-07	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000902	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-02-28	11	12	8905	12	6405	0	0	590041	113165	0	0	0	10000	15588	0	0	0	-485769	-106786
0001665160-18-000900	10 percent	N/A	Common Stock		1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-12-07	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000398	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	At issuer's discretion.	10000.0	Y	First-come, first-served basis		1070000.0	2018-11-07	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000897	6 percent	N/A	Other	Class B Common Stock	7142	1.4000000000000001	N/A	9998.800000000001	Y	Other	At issuer's discretion	106999.2	2018-12-07	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001750894-18-000001	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to two percent (2.0%) of the total number of Crowd Notes sold by the issuer in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-11-06	1	50960	3025	50960	3025	0	0	0	0	5599	105878	0	0	0	0	0	0	-130775	-102854
0001665160-18-000895	6 percent	N/A	Common Stock		66666	0.15	N/A	9999.9	Y	Other	At issuer's discretion	106999.95	2018-03-31	25	337889.57	136346.17	93569.87	39669.340000000004	0	0	70356.24	133400.56	0	0	346004.41000000003	207450.75	74832.91	61385.96	0	0	-147412.28	-886.39
0001665160-18-000892	6 percent	N/A	Other	Common Stock in the form of Security Tokens	111111	0.09	N/A	9999.99	Y	Other	At issuer's discretion	1069999.92	2018-12-06	4	0	164113	0	72068	0	0	0	7000	0	0	0	0	0	0	0	0	0	-52887
0001749046-18-000003	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Class CF Debt Payable by Assets Agreements (DPAs)	50000	1.0	One dollar per unit of DPA.	50000.0	Y	Other	At the intermediary's discretion.	1070000.0	2018-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001742857-18-000003	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	DPAs (Debt Payable by Assets)	100000	1.0		100000.0	Y	Other	At the sole discretion of the Intermediary	1070000.0	2018-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001749046-18-000002	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Class CF Debt Payable by Assets Agreements (DPAs)	50000	1.0	One dollar per unit of DPA.	50000.0	Y	Other	At the intermediary's discretion.	1070000.0	2018-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000888	6 percent	N/A	Other	Convertible Promissory Notes	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	535000.0	2019-04-30	1	536491	329742	29417	2961	69908	23308	520704	221274	0	0	50255	30747	0	0	0	0	-415581	-455849
0001742055-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		10000	2.5		25000.0	Y	First-come, first-served basis		1070000.0	2018-11-02	3	132230	185969	17	4163	22740	0	0	0	93387	56833	53490	1000	0	0	0	0	-92401	-98417
0001665160-18-000886	6 percent	N/A	Common Stock		1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-11-05	1	1231859	1514780	13927	597767	9061	256322	2845144	143151	0	2619418	0	0	0	0	-250	-1025	-365496	-1247790
0001745548-18-000004	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		500000.0	2018-08-31	2	63870	0	15280	0	0	0	8057	0	127819	0	52680	0	41506	0	0	0	-72106	0
0001665160-18-000883	6 percent	N/A	Other	Dashing Tokens	8333	1.2	N/A	9999.6	Y	Other	At issuer's discretion	1069999.2	2018-11-05	5	18216	0	18216	0	0	0	50000	0	0	0	0	0	0	0	0	0	-31884	0
0001665160-18-000884	6 percent	N/A	Common Stock		25000	0.4	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-09-21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000881	6 percent	N/A	Common Stock		6666	1.5	N/A	9999.0	Y	Other	At issuer's discretion	106999.5	2018-11-05	11	192369	170055	878	1060	0	0	192139	0	4559915	4252722	3150	0	0	0	0	0	-448538	-305432
0001665160-18-000880	6 percent	N/A	Other	Class B Common Stock	21739	0.46	N/A	9999.94	Y	Other	At issuer's discretion	106999.68000000001	2018-11-05	9	50468	14087	15331	3914	0	0	25554	2256	0	0	9402	0	6172	0	0	0	-105631	-16539
0001675773-18-000004	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	25000	1.0	Arbitrary, $1.00 per unit	25000.0	Y	First-come, first-served basis		1070000.0	2018-09-02	12	841783	1105295	557724	800767	4491	0	0	0	0	0	0	0	0	0	0	0	1637157	869574
0001751259-18-000002	6.0% of total offering plus 2.85% per investment (capped @ $21.76).	No	Debt			1.0	Pro-rated portion of the total principal of $107,000	27100.0	Y	First-come, first-served basis		107000.0	2018-11-05	34	4832725	4937532	21172	118531	396427	206188	547314	194516	4181145	4232879	4030658	3601525	1395227	1113151	0	0	-535909	-230129
0001670254-18-000429	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 1.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	474000	1.0	Pro-rated portion of the total principal value of $474,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	474000.0	Y	Other	As determined by the issuer	895000.0	2018-08-31	30	1581349	1663168	15124	36559	110512	83523	696209	589590	1261690	1162874	2864027	3542172	-1773052	-2275207	-10593	-14158	-411234	-232932
0001670254-18-000426	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	125000	1.0	Pro-rated portion of the total principal value of $125,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	125000.0	Y	Other	As determined by the issuer	1000000.0	2018-08-31	10	500	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000427	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Class C Membership Interests	46800	1.07	Based on implied valuation of $9,630,000, as determined arbitrarily by company management	50076.0	Y	Other	As determined by the issuer	1070000.0	2019-02-22	1	158862	0	359	0	0	0	57735	0	0	0	0	0	0	0	0	0	-517152	0
0001670254-18-000431	4.0% of the offering amount upon a successful fundraise.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Preferred Stock		10000	5.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $5	50000.0	Y	Other	As determined by the issuer	230000.0	2018-08-31	6	1288685	615015	39482	37737	2572	461	156597	67163	938800	119118	928537	282158	511355	147935	0	0	-374640	-287077
0001670254-18-000432	3.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Debt			1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-10-20	5	152354	203523	10702	5621	18103	23969	77293	47434	995281	812898	343282	175602	283659	240881	0	0	-233552	-444345
0001670254-18-000424	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $500,000; interests will be sold in increments of $1.	500000.0	Y	Other	As determined by the issuer	1000000.0	2019-02-22	10	459858	374924	6869	27700	0	0	244142	148103	481274	317946	427365	77491	193877	35332	5481	8223	-174433	-112398
0001751635-18-000003	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Crowd Safe Units of SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	Other	At the company's discretion	107000.0	2018-12-31	2	37367	37040	37354	37040	0	0	0	0	0	0	158745	193148	0	0	0	0	2730	-15769
0001670254-18-000422	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Convertible Note	150000	1.0	Pro-rated portion of the total principal value of $150,000; interests will be sold in increments of $1; each investment is convertible to one Unit as described under Item 13.	150000.0	Y	Other	As determined by the issuer	1000000.0	2018-11-30	9	711890	266667	87849	53217	198116	153516	375819	149477	362888	97656	819815	817351	-46359	-58663	0	0	-38382	18893
0001670254-18-000416	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Convertible Note	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	600000.0	2019-02-26	1	213323	82119.35	46322.67	13443.5	88003.99	24012.23	118540.68000000001	89504.84	267813.82	60996.3	367210.04	352992.59	250677.18	239555.77000000002	-127	-2233.53	-7370.29	-16507.36
0001670254-18-000419	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	60000	1.0	Pro-rated portion of the total principal value of $60,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	60000.0	Y	Other	As determined by the issuer	107000.0	2019-02-22	15	446043.14	392482.99	151286.96	-169.07	0	219.25	96615.89	350933.08	1403045.03	982885.6900000001	2524753.37	2834815.34	1164459.56	2052558.1	3181.1800000000003	1764.16	-15542.460000000001	-1140865.84
0001670254-18-000415	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Revenue Participation Rights	65000	1.0	Pro-rated portion of the total principal value of $65,000; interests will be sold in increments of $1.	65000.0	Y	Other	As determined by the issuer	100000.0	2018-06-18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-215	-215
0001751259-18-000001	6.0% of total offering plus 2.85% per investment (capped @ $21.76).	No	Debt			1.0	Pro-rated portion of the total principal of $107,000	27100.0	Y	First-come, first-served basis		107000.0	2018-11-05	34	4832725	4937532	21172	118531	396427	206188	547314	194516	4181145	4232879	4030658	3601525	1395227	1113151	0	0	-535909	-230129
0001670254-18-000414	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $200,000; interests will be sold in increments of $1.	200000.0	Y	Other	As determined by the issuer	750000.0	2018-06-15	8	141407	0	3187	0	0	0	0	0	147780	0	0	0	0	0	0	0	-6673	0
0001670254-18-000413	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Preferred Stock		25000	2.0	The price per share of Seed Preferred was not established by a competitive market, but was determined by our Board using assumptions and projections for the industry.  Such price may not bear any relation to the actual valuation of our company.	50000.0	Y	Other	As determined by the issuer	1000000.0	2018-06-30	0	168415	124711	2749	2	12870	0	220375	107441	69630	56026	47730	68062	38724	49675	0	0	-64743	-135221
0001665160-18-000877	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-29	7	103258.19	11150	0	0	0	0	11345.33	0	0	0	0	0	617.67	0	0	800	-19217.33	-14218.73
0001665160-18-000876	6 percent	N/A	Other	Class B Common Units	1044	9.57	N/A	9991.08	Y	Other	At issuer's discretion	106992.6	2018-11-02	4	198953	230859.89	1783	7617.25	0	23199.66	159391	213147.59	3024616	2771254.79	104330	237896.48	76515	124007.15000000001	0	0	-230344	-133511.87
0001658754-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2018-11-02	5	624326	1443846	366972	856921	19725	226688	53522	232416	261203	2117053	836277	1809635	1793434	2421474	0	0	-504994	-790696
0001746291-18-000004	Title3Funds would be paid 3% of total amount raised	Not Applicable	Common Stock		136708	2.89	Valuation method based on a discounted cash flow	395108.0	N				2018-12-24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000408	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-08-31	3	20102.82	3085.96	20102.82	3085.96	0	0	152466.30000000002	139413.93	123003.21	55203.21	13052.37	131600.8	0	0	0	0	-63835.51	-140999.30000000002
0001665160-18-000873	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-11-28	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000869	6 percent	N/A	Other	Convertible Note	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-10-29	3	3455	0	666	0	0	0	645254	350264	0	0	0	0	0	0	0	0	-519736	-457234
0001670254-18-000407	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Membership Interest	500	100.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $100.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-08-30	9	400083	334998	1630	9782	17575	18161	82845	58727	124449	158684	620989	302460	159255	101934	0	0	-140847	-77875
0001670254-18-000412	3.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	100000.0	Y	Other	As determined by the issuer	261000.0	2018-08-29	16	740455	1277114	193043	661229	57084	10441	1124140	470196	0	0	4925699	600808	2044315	199884	3300	312	-2129494	-931841
0001750975-18-000002	Upon successful raise 4.5% will be paid to intermediary.	0	Common Stock		214	500.0	"214 units of Class B units, $500.00 par value (the ""Units"") of Victor George Spirits LLC (the ""Company""). The minimum offering amount is 1 (""Minimum Offering Amount""), and the maximum offering amount is 214"	107000.0	Y	First-come, first-served basis		1070000.0	2019-01-01	1	200000	0	175000	0	75000	0	0	0	0	0	75000	0	30000	0	10000	0	35000	0
0001665160-18-000871	6 percent	N/A	Common Stock		20000	0.5	N/A	10000.0	Y	Other	At issuer's discretion	1000000.0	2018-11-28	5	14169	11137	13771	9573	0	0	1238	417	0	0	0	0	0	0	0	0	-130455	-115634
0001665160-18-000864	6 percent	N/A	Other	Class B Non-Voting Common Stock	1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	800000.0	2018-08-24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001750513-18-000001	A % of the total Offering Amount (10% for <$250,000 and 9% for more than $250,000 and $500,000 or less, 8% for more than $500,000 and $750,000 or less and 7% for more than $750,000); provided only 5% is charged on investors introduced by the issuer.	None	Debt				Face value of the security	150000.0	Y	First-come, first-served basis		175000.0	2018-10-31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
