ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-18-000070	1	NetObjex, INC.	Raghuram Balasubramanian	CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer
0001722007-18-000004	1	Pittsburgh Juice Co	Naomi Homison	Managing Director
0001717605-18-000001	1	American Draft LLC	/s/ Dakin Cranwell	CEO
0001670254-18-000019	1	MySwimPro, Inc.	Fares Ksebati	CEO
0001665160-18-000067	1	4-Scored Inc.	Christopher Tompkins	Principle Executive Officer, Principle Financial officer, Principle Accounting Officer, Director
0001665160-18-000066	1	JINGLZ, INC.	Aaron Itzkowitz	CEO, President, Chairman, Director, Principal Executive Officer
0001670254-18-000018	1	Ganaz Inc.	Srinivas Artham	Co-founder
0001690447-18-000002	1	Owlized, Inc.	Aaron Selverston	Chief Executive Officer
0001670254-18-000017	1	PAYROLL4FREE.COM, LLC	Marta Mendizabal	VP & COO
0001715599-18-000001	1	Full Circle Brewing, Co. Ltd. LLC	Arthur Moye	CEO
0001669191-18-000046	1	Leo Aerospace LLC	Dane Rudy	Principal Executive Officer
0001665160-18-000064	1	Seam Tech, Inc.	Adrian Ceron	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer
0001726537-18-000001	1	Pistil & Pollen, LLC	Amy Dannemiller	Chief Executive Officer
0001665160-18-000062	1	MaestroConference Inc	Julian Martinez	Principal Accounting Officer and Director
0001665160-18-000061	1	Affordable Community Energy Services Co	Jeffrey S. Greenberger	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001718354-18-000001	1	Green Pinata LLC	Shiva Kashalkar	CEO
0001718414-18-000001	1	Spikes Beverage Co	Brad Gettelfinger	Managing Partner
0001669191-18-000044	1	Charlotte's Closet, LLC	Jen Forman	Principal Executive Officer
0001660945-18-000001	1	Harvest Fresh Foods, PBC	Sam Polk	Chief Executive Officer
0001670254-18-000016	1	Grit Grocery, LLC	Dustin Windham	CEO
0001670254-18-000013	1	The Enclave Group LLC	Oscar Chow	Founder and CEO
0001665160-18-000060	1	MedAnswers	Alice Crisci	Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-18-000059	1	Trikke Tech Inc.	Jose Gildo Beleski	CEO, Principle Financial Officer, Director
0001665160-18-000058	1	N-Gen Technologies, Inc.	Alan Holsapple	Principal Financial Officer and Principal Accounting Officer
0001720033-18-000002	1	Vico Neve LLC	David S. Noto	Member
0001665160-18-000056	1	Abstract Tube Inc.	Sarbojeet Jana	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001727471-18-000003	1	Emerald Metrics LLC	Mark Garrison	CEO
0001665160-18-000053	1	REVOHLOO, INC.	Glen DeBarros	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000011	1	SongVest, Inc.	Sean Peace	CEO
0001721104-18-000008	1	Cloud Cover Media, Inc.	/s/Mark Lehman	CEO
0001670254-18-000010	1	BOARDWALK HOSPITALITY INC.	Mike Meader	Co-Founder/President
0001669191-18-000040	1	Movatic, Inc.	Ansgar Strother	Principal Executive Officer
0001721104-18-000007	1	Cloud Cover Media, Inc.	/s/Mark Lehman	CEO
0001665160-18-000050	1	ATARI GAME PARTNERS, CORP.	Todd Shallbetter	President, Chief Operating Officer, Principal Executive Officer and Director
0001721104-18-000006	1	Cloud Cover Media, Inc.	/s/Mark Lehman	CEO
0001665160-18-000047	1	LafayetteRaceway.com, LLC	Mark Snyder	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001727471-18-000001	1	Emerald Metrics LLC	Mark Garrison	CEO
0001719522-18-000001	1	FC Sugar, LLC	Sameer Patel	Manager of WPCK, LLC, the manager of the Issuer
0001721392-18-000001	1	SmarterD,Inc.	Vijay Sundhar	CEO
0001669191-18-000036	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001669191-18-000034	1	Split Mountain Productions Inc	Gray Frederickson	Principal Executive Officer
0001670254-18-000008	1	Keep Healthy, Inc.	Jay Adoni	CEO and Director
0001669191-18-000021	1	Undercurrent VR INC	Andrew  Moore	Principal Executive Officer
0001665160-18-000043	1	Indeco, LLC	David Levine	Founder
0001665160-18-000042	1	PAYGEVITY, INC.	Neil Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000041	1	Alkane Truck Company, Inc	Robert Smith III	CEO,CFO, Director
0001710332-18-000001	1	Duralogic USA Inc	Bryce Fisher	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001719970-18-000003	1	Digital Frontier Marketing LLC	robert cefail	president
0001722994-18-000001	1	C.A.S. Handmade Inc.	/s/ Cara DesJardins	CEO
0001704837-18-000001	1	500 N3rd St., LLC	Peter B Gustis	CEO
0001672227-18-000001	1	SMART RX SYSTEMS INC	Michael Scillia	Secretary and Board Advisor
0001717615-18-000002	1	Triumph Wine Group, LLC	/s/ Kevin Fitzgerald	Managing Director/CFO
0001721104-18-000001	1	Cloud Cover Media, Inc.	/s/Mark H. Lehman	Chief Executive Officer
0001690165-18-000005	1	ReGrained, Inc.	Jordan Schwartz	COO and Cofounder
0001690165-18-000003	1	ReGrained, Inc.	Jordan Schwartz	COO and Cofounder
0001727168-18-000001	1	Hackrod Inc.	Michael McCoy	Chief Executive Officer
0001726635-18-000001	1	theCut LLC	Obi Omile Jr	Chief Executive Officer
0001727469-18-000002	1	Majik Water LLC	Clare Sewell	Chief Operating Officer
0001670254-18-000007	1	Daplie, Inc.	Brian Bourgerie	CFO, Crowdfunding
0001724714-18-000003	1	Gryphon Online Safety, Inc.	John Wu	CEO and Director
0001674439-18-000002	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001717408-18-000001	1	EvaBot Inc.	Rabi Gupta	CEO
0001724714-18-000001	1	Gryphon Online Safety, Inc.	John Wu	CEO and Director
0001726531-18-000003	1	Unlimited Tomorrow, Inc.	Easton LaChappelle	CEO
0001665160-18-000040	1	1787 Financial Corporation, Inc.	Jean J. Borno	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director
0001726531-18-000001	1	Unlimited Tomorrow, Inc.	Easton LaChappelle	CEO
0001665160-18-000039	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001719970-18-000001	1	Digital Currency Growth LLC	robert cefail	president
0001724740-18-000001	1	YouNow Services LLC	Adi Sideman	Chief Executive Officer
0001668287-18-000005	1	English for a Song, Inc.	Joshua Harrison	President
0001717615-18-000001	1	Triumph Wine Group, LLC	/s/ Kevin Fitzgerald	Managing Director/CFO
0001670254-18-000005	1	Wind River Biomass Utility LLC	Paul Spencer	Managing Member
0001720033-18-000001	1	Vico Neve LLC	David Noto	Member
0001719701-18-000001	1	Tropical Sunshine Products, LLC	Martin Molina	CEO
0001724453-18-000001	1	Fanchise League Company LLC	Sohrob Farudi	Founder & CEO
0001665160-18-000035	1	Nexus eWater Holdings, Inc.	Thomas Wood	CEO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000033	1	Style Station	Melissa Meister	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office
0001705841-18-000001	1	PERCEPTRE INC	Willim Overhulser	Principal Executive Officer
0001665160-18-000032	1	General Presence Inc.	Frank Erik Banks	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000003	1	That Christmas Movie LLC	David Willis	Director / Writer / Producer
0001670254-18-000004	1	BLAZnTECH, Inc.	Benjamin Bondar	CEO & Founder
0001723348-18-000002	1	Millie's Ice Cream Truck, LLC	Charles Townsend	President
0001716791-18-000001	1	HireClub.com	Ketan Anjaria	CEO
0001665160-18-000026	1	GarageSkins, Inc.	Richard L Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000030	1	Wolfie Services Corporation	Chip Loeb	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer
0001665160-18-000024	1	YE US. Inc	Vigen Sanahyan	CEO, Principal Executive Officer and Director and Principal Accounting Officer
0001665160-18-000022	1	Alkane Truck Company, Inc	Robert Smith III	CEO,CFO, Director
0001723949-18-000006	1	Fatwood LLC	Robert Dames	President
0001665160-18-000021	1	Powell Development Group Inc.	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001706939-18-000001	1	kulaBrands, Inc.	Peter Gantner	President
0001668287-18-000003	1	Green Saver LLC	Butch Conz	Owner
0001669753-18-000002	1	Whoseyourlandlord, Inc.	Camellus Ofornedu Ezeugwu Jr.	Chief Executive Officer
0001670254-18-000002	1	MOBODEXTER INC	Chandramouli Srinivasan	CEO
0001665160-18-000018	1	Powell Development Group, Inc.	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000012	1	ContentOro, Inc.	Robert Chunn	Principal Executive Officer
0001669753-18-000001	1	Whoseyourlandlord, Inc.	Camellus Ofornedu Ezeugwu Jr.	CEO
0001665160-18-000015	1	StorEn Technologies, Inc.	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001690447-18-000001	1	Owlized, Inc.	Aaron Selverston	Chief Executive Officer
0001715496-18-000001	1	Liberty Acres Farm LLC	/s/ Brian Spagnola	CEO
0001719434-18-000001	1	Healing Budz, Inc	/s/ David Trujillo	CEO
0001665160-18-000012	1	Sun Fund Renewables Inc.	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000013	1	Kind Katie Movie Partners, LLC	Jon Graham	CEO and Director, Principal Financial Officer and Principal Accounting Officer
0001664957-18-000001	1	Pearachute Inc.	Desiree Vargas Wrigley	Chief Executive Officer and President
0001719882-18-000001	1	MiqroTech	Meade Lewis	Chief Executive Officer
0001665160-18-000011	1	BioClonetics Immunotherapeutics, Inc.	Charles S. Cotropia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001723348-18-000001	1	Millie's Ice Cream Truck, LLC	Charles Townsend	President
0001726062-18-000002	1	GLANCE TECH, INC.	Anton Zriashchev	CEO and Director
0001665160-18-000008	1	Epec Holdings, Inc.	Steve Vanechanos	Principal Executive Officer and Director
0001665160-18-000006	1	Jasperate, Inc	David Weksel	CCEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000011	1	CARROT pass, LLC	Michael Antaran	Principal Executive Officer
0001665160-18-000005	1	Martell Broadcasting Systems Inc	Carey Ray Martell	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000004	1	Personal Airline Exchange, Inc.	Michael Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-18-000003	1	Quad Marine Inc.	Steve Salani	CEO
0001669191-18-000009	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001723949-18-000004	1	Fatwood LLC	Robert Dames	President
0001665160-18-000002	1	ICFB Productions LLC	Cornell Christianson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000001	1	FAMA, Inc.	Saiful Khandaker	Principal Executive Officer, Financial Controller, Principal Financial Officer, Director
0001722007-18-000003	1	Pittsburgh Juice Co	Naomi Homison	Managing Director
0001670254-18-000001	1	Lizzy and Hae, LLC	Lizzy Boelter	Chef & Owner
0001715237-18-000001	1	Hammering Hebrew LLC	Jonathan Kesselman	Managing Member
0001708151-18-000001	1	Uni-Boil MP Inc.	Wai Lun Pun	COO
0001669191-18-000006	1	Fathom Drones Inc.	Matthew Gira	Principal Executive Officer
0001669191-18-000003	1	CARROT pass, LLC	Michael Antaran	Principal Executive Officer
0001644600-17-000174	1	GoFish Cam, Inc.	Brandon Jason Austin	CEO
