ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001665160-18-000193	6 percent	N/A	Other	Class B Member Units	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-04-30	5	59805	112545	15000	90000	0	0	39300	0	18585	0	949032	248515	207609	210907	3801	0	23088	-217
0001727469-18-000004																																
0001719648-18-000001	6% of the closing amount raised + pass-through and registration fees	n/a	Common Stock		5000	100.0	Pro-rated portion of the total principal value.	10000.0	Y	First-come, first-served basis		800000.0	2018-08-01	2	1030	0	30	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000191	6 percent	N/A	Other	Convertible Note	10000	100.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-04-23	2	8395.33	20032.27	8395.33	20032.27	0	0	0	0	0	0	0	0	10000	24375	489.84000000000003	0	-11636.94	-30267.73
0001665160-18-000185	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-06-08	5	79522	33136	11905	5065	420	0	75449	4595	108198	78939	52030	1720	31032	3582	0	0	-100176	40388
0001665160-18-000188	6 percent	N/A	Common Stock		28571	0.35000000000000003	N/A	9999.85	Y	Other	At issuer's discretion	378607.25	2018-06-08	4	10789	4665	104	395	0	0	24206	6875	0	0	0	0	0	0	0	0	-11207	-2810
0001682510-18-000002	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2018-05-11	9	2019917	871200	4157	11679	345472	93807	2465520	1215205	0	0	8278174	6005302	7357931	5207207	31235	2068	33947	5589
0001670254-18-000078	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	600000.0	2018-09-07	3	0	23325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86316
0001670254-18-000077	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	963000.0	2018-09-07	2	64130	0	59413	0	467	0	0	0	28600	0	467	0	0	0	0	0	-88470	0
0001665160-18-000182	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1000000.0	2018-06-08	6	159364	275391	5401	73295	6262	10461	152996	0	0	71586	279898	140201	135943	45046	0	0	-238198	-97788
0001608695-18-000002																																
0001608695-18-000001														3	107053	35791	31357	5032	-85	0	3815	0	77753	81325	44974	30475	15873	11422	0	0	-20232	-60423
0001733434-18-000001	The intermediary will get paid a 5% success fee.	None.	Common Stock		400	25.0	Equidam.com valuation	10000.0	Y	First-come, first-served basis		530000.0	2018-08-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000180	6 percent	N/A	Other	Revenue Participation Rights	1070000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-05-09	2	10291	0	10291	0	0	0	9426	0	18844	0	0	0	0	0	0	0	-18079	0
0001726531-18-000005	7.0%	The intermediary will receive a number of Crowd Note Units of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Note Units sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-12	2	83610	85158	11058	59082	0	0	0	41587	156626	154069	300	2106	5936	3169	0	400	37482	-57298
0001727168-18-000003	7.0%	The intermediary will receive a number of Crowd Note Units of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Note Units sold by the issuer in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-14	0	214354	0	214354	0	0	0	0	0	310000	0	0	0	0	0	0	0	-159757	0
0001690165-18-000007	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Debt			1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-16	7	211442	31602	201857	31174	6139	62	543	8366	285543	11366	59247	52541	26710	9144	0	0	-73335	25685
0001670254-18-000074	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-04-30	2	38857.520000000004	31691.2	1575.82	7223.14	0	0	22333.3	0	55000	0	0	0	0	0	0	0	-70166.98	-1021.0400000000001
0001679372-18-000001																																
0001732334-18-000002	The intermediary will get paid 7% success fee, less $3,500 already paid.	None	Other	Simple Agreement for future equity plus revenue participation.	200	50.0	Arbitrary	10000.0	Y	First-come, first-served basis		107000.0	2018-07-31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000179	6 percent	N/A	Other	Class B Units	3759	2.66	N/A	9998.94	Y	Other	At issuer's discretion	106892.1	2018-05-07	6	54280.93	17980.23	54138.39	17776	0	0	573538.25	351995.67	0	0	14380.61	1941.73	107499.17	319628.10000000003	0	0	-208016	-436450.17
0001729813-18-000004	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2018-05-11	2	7307	1335	1026	1335	6281	0	29194	16871	0	0	184152	5500	-103115	-5095	0	0	-719	-22256
0001731479-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2018-04-30	8	6627	0	6627	0	0	0	20900	0	0	0	0	0	0	0	0	0	-278833	0
0001728560-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		11853	2.1092		25000.0	Y	First-come, first-served basis		1070000.0	2018-04-30	8	1477466	34483	766715	30039	36323	2882	125150	39701	1120850	123850	1930977	1013848	1243469	798168	0	0	114923	-41678
0001732447-18-000002	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering	Other	Crowd Notes	50000	1.0		50000.0	Y	Other	At the Company's discretion	500000.0	2018-04-10	1	15675	0	15675	0	0	0	206358	0	0	0	129922	0	6838	0	0	0	-191507	0
0001639718-18-000001	5.0% of the amount raised	A commission equivalent to 2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0	NA	50000.0	Y	First-come, first-served basis		1070000.0	2018-02-28	30	2441164	968561	1036406	709774	4989	4074	52431	3860	0	1949845	37890	76070	0	76905	800	325	-2618088	-944395
0001670254-18-000073	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Preferred Stock		5848	8.5511	Preferred Stock is being offered at the same price as the Company sold Preferred Stock to investors between November 2016 and January 2017.    See Question 13 for additional information on classes of Preferred Stock and their rights.	50000.0	Y	Other	As determined by the issuer	1000000.0	2018-02-01	3	1132328	0	1072883	0	0	0	340694	0	0	0	0	0	2167	0	0	0	-675094	0
0001705975-18-000001	NextSeed charges 9% of the total offering amount as compensation for its services provided in connection with the Offering; provided that NextSeed will only charge 5% of the amount raised from investors that were introduced to NextSeed by the Issuer.	None	Debt				Face value of the security is the price of the security.	250000.0	Y	First-come, first-served basis		550000.0	2018-02-28	3	130948	0	68398	0	0	0	0	0	150000	0	0	0	0	0	0	0	-19061	0
0001665160-18-000177	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-09-15	4	22573	0	22573	0	0	0	0	0	89900	0	0	0	0	0	0	0	-67327	0
0001705496-18-000001	7.0% of of fund raised amount in this offering.	None	Preferred Stock		100	1000.0	Determined by issuer	90000.0	Y	Pro-rata basis		100000.0	2018-01-15	0	662300	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	-76150	0
0001598982-18-000001	5.0% of the amount raised.	A commission equivalent to 2.0% of the Securities being issued in this Offering.	Other	Crowd SAFE (Simple Agreement for Future Equity) Units	25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2018-02-16	3	594239	203910	32011	114561	1039	637	353289	183939	1255764	235432	42454	147501	102991.26000000001	111186	6034	19257	-799357	-636917
0001720822-18-000001	5.0%	2% of securities offered	Other	Crowd SAFE	50000	1.0		50000.0	Y	First-come, first-served basis		535000.0	2018-01-31	0	111201	0	12199	0	0	0	0	0	61606	0	490	0	1500	0	0	0	-32959	0
0001665160-18-000175	6 percent	N/A	Other	Class A Units	3067	3.2600000000000002	N/A	9998.42	Y	Other	At issuer's discretion	106999.72	2018-04-30	6	141004	93672	24472	82672	0	0	175737	148606	1179675	985004	205184	188182	193717	254056	0	0	-224629	-658998
0001670254-18-000071	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1.	100000.0	Y	Other	As determined by the issuer	400000.0	2018-08-31	2	58252	0	14492	0	0	0	0	0	0	0	0	0	0	0	0	0	-25886	0
0001670254-18-000069	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	13	98483	204511	26931	75466	0	0	966236	605761	29940	290040	229975	108311	175080	280218	0	0	-230245	-562713
0001670254-18-000068	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	40000	1.0	Pro-rated portion of the total principal value of $40,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	40000.0	Y	Other	As determined by the issuer	107000.0	2017-12-20	1	38296	78840	18372	78840	4764	0	2777	2953	20000	0	82614	0	0	0	2043	0	-60368	-89113
0001726073-18-000003	10%	None	Other	Partnership Equity	390	1000.0	Total capital required for project completion plus cost of raise to acquire 100% interest in the partnership divided by 390.	390000.0	Y	First-come, first-served basis		410000.0	2018-03-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669753-18-000003	5.0% of the amount raised	A commission equivalent to 2% of the Securities being issued in the Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		535000.0	2018-04-29	3	7826	16989	7426	16989	0	0	213561	9252	0	0	10397	20347	0	0	0	0	-215815	-31815
0001730062-18-000001	7.0%	The First Democracy VC, will be entitled to receive a number of units of Series A Preferred Membership Interest of the issuer that is equal to two percent (2%) of the total number of units sold by the issuer in in the Offering.	Other	Series A Preferred Membership Interest	50000	1.0		50000.0	Y	Other	At the Company's discretion	107000.0	2018-04-30	30	1200349.42	875889.38	-21862.48	4712.25	39550.47	52242.92	298932.2	65871.53	1404657.1	1418046.21	2232388.52	2043189.97	850078.89	673749.47	118689.61	113964.52	-113085.06	-90361.2
0001665160-18-000170	6 percent	N/A	Common Stock		1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-06-04	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000136	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		6666	1.5	At issuer's discretion.	9999.0	Y	First-come, first-served basis		1069999.5	2018-03-31	8	591311	627836	37469	91340	0	0	0	0	0	0	922151	1043214	507583	373683	0	0	-143160	-253351
0001722007-18-000005																																
0001670254-18-000065	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $200,000; interests will be sold in increments of $1.	200000.0	Y	Other	As determined by the issuer	1000000.0	2018-08-31	7	94506	204802	4403	26243	0	52187	3023	73354	0	0	514340	646149	146523	156426	3023	14854	17132	64562
0001665160-18-000147	6 percent	N/A	Common Stock		500000	0.02	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-04-30	2	134423.86000000002	576351.02	101267.96	503450.85000000003	18294.350000000002	50377.49	9072.6	9073.32	0	0	467512.42	988357.35	2248.73	1649.0900000000001	0	0	-371279.28	291437.87
0001670254-18-000061	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-08-31	1	50790.16	0	7936	0	10130.01	0	20493.43	0	0	0	11087.87	0	5340.86	0	0	0	-97203.18000000001	0
0001670254-18-000067	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	250000	1.0	Pro-rated portion of the total principal value of $250,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	250000.0	Y	Other	As determined by the issuer	1070000.0	2017-11-21	17	1281020	121042	661780	89042	10441	0	470242	0	0	0	510287	0	164068	0	0	0	-895180	-13000
0001670254-18-000063	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	13	98483	204511	26931	75466	0	0	966236	605761	29940	290040	229975	108311	175080	280218	0	0	-230245	-562713
0001665160-18-000149	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-04-30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001712427-18-000001	The intermediary will be paid success fees of 10% and already paid $500.00	None	Other	Simple agreement for future equity plus revenue participation	40	250.0	Arbitrary	10000.0	Y	First-come, first-served basis		107000.0	2018-05-30	0	1000	0	0	0	0	0	0	0	26000	0	0	0	0	0	0	0	-500	0
0001665160-18-000145	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-02-28	11	12	8905	12	6405	0	0	590041	113165	0	0	0	10000	15588	0	0	0	-485769	-106786
0001669191-18-000132	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	At issuer's discretion	10000.0	Y	First-come, first-served basis		100000.0	2018-03-30	3	20004	20036	4	36	20000	20000	0	0	44991	435580	0	0	0	0	0	0	-80474	-81253
0001730100-18-000001	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	DPAs (Debt Payable by Assets)	200000	1.0		200000.0	Y	Other	At the Company's discretion	1070000.0	2018-04-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000127	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	Our valuation is based on a combination of deals done for companies at this stage, a valuation of our company done by a private equity firm ($8.25 million) and an int... [Truncated: see complete discussion in attachment offeringstatement.pdf, question 21.]	10000.0	Y	First-come, first-served basis		107000.0	2018-02-26	11	0	60	0	60	0	0	0	13135	0	0	0	0	0	0	0	0	0	-23705
0001669191-18-000125	Up to 4.9% of amount raised for a successful offering	None.	Other	Class D Units	3571	2.8000000000000003	The Company's valuation is based on comparable company business models as well as projected results of future operations.	9998.800000000001	Y	First-come, first-served basis		1000000.4	2018-02-28	5	549162	0	199576	0	0	0	0	0	0	0	54462	0	18897	0	0	0	-570778	0
0001732797-18-000002	5% of the amount raised		Debt				Crowd Notes	25000.0	Y	First-come, first-served basis		1070000.0	2018-04-30	2	10780.19	16137.86	604.46	5962.13	0	0	27537.98	37700.22	125256	100256	108460.19	69889.76	39718.94	32957.91	0	0	-20195.43	-67051.07
0001719379-18-000001	6% of the amount raised in the Offering	2% of the Securities issued in the Offering	Debt			1.0		200000.0	Y	Other	At the sole discretion of the company.	1070000.0	2018-04-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001732797-18-000001	5% of the amount raised		Debt				Crowd Notes	25000.0	Y	First-come, first-served basis		1070000.0	2018-04-30	2	10780.19	16137.86	604.46	5962.13	0	0	27537.98	37700.22	125256	100256	108460.19	69889.76	39718.94	32957.91	0	0	-20195.43	-67051.07
0001731540-18-000001	5.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		500000.0	2018-06-08	0	388	0	319	0	69	0	0	0	0	0	2005	0	404	0	0	0	-347516	0
0001670254-18-000060	4.0% of the offering amount as cash payment upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2018-04-30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000142	6 percent	N/A	Common Stock		100	100.0	N/A	10000.0	Y	Other	At issuer's discretion	65200.0	2018-05-30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000144	StartEngine Capital will receive a 5% commission on all sales through the portal: Issuer will pay a 2.5% commission, based on the amount of investments raised, and Investors will pay StartEngine a 2.5% surcharge, based on the amount invested.	None	Debt			1.0		50000.0	Y	Other	First-come, first-served basis, at the sole discretion of the company, up to $1,070,000	1000000.0	2018-04-17	5	1244012	2058	407725	2058	0	0	159315	0	170000	0	36764	0	27902	0	0	0	-453656	-33048
0001670254-18-000058	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	75000	1.0	Pro-rated portion of the total principal value of $75,000; interests will be sold in increments of $1; each investment is convertible to Safe Preferred Stock of the Company as described under Item 13.	75000.0	Y	Other	As determined by the issuer	107000.0	2017-11-15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000059	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1070000.0	2017-09-18	3	0	0	0	0	0	0	4089	0	0	0	0	0	0	0	0	0	-4089	0
0001669191-18-000116	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		6666	1.5	At issuer's discretion.	9999.0	Y	First-come, first-served basis		1069999.5	2018-03-31	8	591311	627836	37469	91340	0	0	0	0	0	0	922151	1043214	507583	373683	0	0	-143160	-253351
0001669191-18-000123	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		6666	1.5	At issuer's discretion.	9999.0	Y	First-come, first-served basis		1069999.5	2018-03-31	8	591311	627836	37469	91340	0	0	0	0	0	0	922151	1043214	507583	373683	0	0	-143160	-253351
0001731640-18-000002	Intermediary will be paid 7% of the amount raised less $3,500 already paid	none	Other	Simple Agreement for Future Equity + Revenue Participation	200	50.0	Arbitrary	10000.0	Y	First-come, first-served basis		1070000.0	2018-07-31	0	30053	0	3824	0	0	0	0	0	0	0	0	0	0	0	0	0	-6980	0
0001669191-18-000113	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		1428	7.0	The valuation methodology utilized a future earnings/cash flow discount model over a 7-year period.	9996.0	Y	First-come, first-served basis		1069950.0	2018-05-29	6	283113	591934	115512	397155	779	21930	894838	1595781	0	0	486311	82837	484755	193755	0	0	1435822	1343555
0001684321-18-000002	7% of actural funds raised and closed.	None	Debt			2000.0	Per Bond	500000.0	Y	First-come, first-served basis		1000000.0	2018-07-31	2	284040	263794	964	0	219916	200634	90808	79711	0	0	19526	25410	0	0	0	0	9149	16507
0001723477-18-000001	5% of Amount Raised	2% of the Securities being issued in this Offering	Other	Simple Agreement for Future Equity	50000		Future Priced Equity	50000.0	Y	First-come, first-served basis		107000.0	2018-04-29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001722850-18-000001	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	450000.0	2018-04-26	2	386187	377955	303522	296436	0	0	44029	86429	65502	0	884800	858192	665776	638757	0	0	81130	52226
0001665160-18-000136	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-04-30	4	151295	97442	10	115	146935	97327	24859	0	116210	55004	40890	84487	0	0	0	5275	-32212	67742
0001665160-18-000138	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-02-26	12	1782	3000	1782	3000	0	0	0	0	0	0	50462	54961	0	0	0	0	33102	43298
0001670254-18-000057	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	150000	1.0	Pro-rated portion of the total principal value of $150,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	150000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	4	93746	378799	1675	83934	125	37694	591535	490517	0	0	212232	1273674	0	0	0	0	-976210	-773565
0001724091-18-000001	NextSeed charges a % of the total raised (10% for $250,000 or less, 9% for $250,000 - $500,000, 8% for $500,000 - $750,000 and 7% for more than $750,000), but only 5% for amounts raised from investors referred by the issuer	None	Debt				Face value of security	200000.0	Y	First-come, first-served basis		1000000.0	2018-04-30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000130	6 percent	N/A	Other	Common Stock with SAFT	10000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-04-13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000133	6 percent	N/A	Common Stock		33333	0.3	N/A	9999.9	Y	Other	At issuer's discretion	106999.8	2018-05-29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001725458-18-000003	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the Issuer.	N/A	Debt				The value of the security is the face value of the note purchased by the investor.	100000.0	Y	First-come, first-served basis		125000.0	2018-04-30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000056	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	800000.0	2018-02-28	3	2909	0	2909	0	0	0	292	0	33752	3352	0	0	0	0	800	0	-27783	-4352
0001670254-18-000055	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	107000	1.0	Pro-rated portion of the total principal value of $107,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	107000.0	N				2017-08-25	2	5000	0	4896	0	0	0	19000	0	0	0	0	0	0	0	0	0	0	0
0001684321-18-000001	7% of actual funds raised and closed	None	Debt			2000.0	Per Bond	500000.0	Y	First-come, first-served basis		1000000.0	2018-03-31	2	284040	263794	964	0	219916	200634	90808	79711	0	0	19526	25410	0	0	0	0	9149	16507
