ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-19-001157	1	George Beardsley	CEO, Principal Executive Officer and Director	2019-12-02
0001670254-19-000694	1	Marion Clarke Seward	CEO	2019-11-27
0001665160-19-001151	1	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer	2019-12-02
0001665160-19-001151	2	Angelo D'Anzi	CTO	2019-12-02
0001665160-19-001151	3	Gabriele Colombo	Secretary	2019-12-02
0001665160-19-001150	1	John Larson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-12-02
0001774041-19-000006	1	Katherine Stillwell	CEO and sole Director, Jumpstart Insurance Solutions, Inc.	2019-12-02
0001665160-19-001149	1	Andrew Schlack	CEO, Principal Executive Officer and Director	2019-12-02
0001665160-19-001149	2	Benjamin Anderson	COO, Principal Financial Officer, Principal Accounting Officer, Director	2019-12-02
0001755767-19-000003	1	Al Mughairy by Sean Fuellhart POA	CEO	2019-11-29
0001670254-19-000690	3	Aaron Shapiro	Chief Executive Officer	2019-11-27
0001670254-19-000690	1	Michael Eberle	CTO	2019-11-27
0001670254-19-000690	2	Rowen Frazer	Head of Marketing and Design	2019-11-27
0001665160-19-001148	1	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-11-27
0001780439-19-000009	1	Donald Michael Rizzi	Managing Partner	2019-11-27
0001780439-19-000009	3	Phillip Andrew Stark	Managing Partner	2019-11-27
0001780439-19-000009	2	Nathan Michael Rizzi	Managing Partner	2019-11-27
0001790689-19-000001	1	Gary Kendall Spence	Manager	2019-11-26
0001722138-19-000005	4	Jackson White	CIO	2019-11-26
0001722138-19-000005	3	Nim Desai	COO	2019-11-26
0001722138-19-000005	2	Walter Powell Jr.	CBO	2019-11-26
0001722138-19-000005	1	Israel Lopez	Director	2019-11-26
0001665160-19-001143	1	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-26
0001780439-19-000008	1	Timothy Knuten Sullivan	Founder	2019-11-26
0001773714-19-000005	1	Oleg Cheine	CEO	2019-11-26
0001788853-19-000006	1	Nohra Murad	Owner	2019-11-26
0001740075-19-000004	1	Andreas Roussos	CEO	2019-11-26
0001780439-19-000006	1	Timothy Knuten Sullivan	Founder	2019-11-26
0001706939-19-000006	1	Peter Gantner	CEO	2019-11-26
0001670254-19-000686	2	Zack Fleishman	Chief Operating Officer	2019-11-22
0001670254-19-000686	1	Gary Fleishman	CEO	2019-11-22
0001724320-19-000002	3	Brittany Boeckle	Vice President of Production, Secretary, Director	2019-11-25
0001724320-19-000002	2	Ryan Queen	Vice President of Sales and Finance, Treasurer, Director	2019-11-25
0001724320-19-000002	1	Chris Bernard	Chief Executive Officer, Director, Chairman of Board	2019-11-25
0001670254-19-000679	1	elizabeth Rebecca Zuber-Sherr	Founder	2019-11-22
0001670254-19-000679	2	Annette Azan	Co-founder/Marketing, PR & Sales	2019-11-22
0001668287-19-000073	1	Alan Barber	Owner	2019-11-25
0001670254-19-000675	2	Michael Gorton	CEO and co-founder	2019-11-21
0001670254-19-000675	1	Danielle Dallas Roosa	Chief communications officer	2019-11-21
0001665160-19-001141	1	Duncan Parker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-25
0001665160-19-001140	1	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-11-25
0001665160-19-001139	1	Patrick Sherwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-22
0001670254-19-000673	1	Jibril Sulaiman	CEO / Founder	2019-11-22
0001722137-19-000002	1	/s/ Ezra Goldman	Chief Executive Officer, President and Director	2019-11-22
0001670254-19-000671	1	Val D'Souza	CEO	2019-11-22
0001787645-19-000004	1	Sagar Babber	CEO	2019-11-22
0001782833-19-000007	1	Bruce MacDonald	Chief Creative Officer	2019-07-30
0001670254-19-000669	1	Brian Weber	Director of Operations	2019-11-22
0001670254-19-000669	2	Rick ANNICHIARICO	Founder & CEO	2019-11-22
0001612437-19-000007	1	Thomas Hessert	CEO and Director	2019-11-22
0001612437-19-000007	2	Walter Hessert	Director	2019-11-22
0001665160-19-001137	3	Anne Kania	Executive Vice President, Director, Treasurer, Principal Accounting Officer, and Principal Financial Officer	2019-11-22
0001665160-19-001137	1	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director	2019-11-22
0001665160-19-001137	2	Alicia Pettys	Director	2019-11-22
0001793601-19-000001	1	Karla Valdivieso	Director	2019-11-22
0001746059-19-000086	2	Milka Adera	Owner and CoFounder	2019-11-22
0001746059-19-000086	1	Samson Romeo Regalli	Owner and CoFounder	2019-11-22
0001746059-19-000085	1	Alexis Jones	Owner and Founder	2019-11-21
0001746059-19-000083	1	Aaron Mizen	Owner and CoFounder	2019-11-21
0001746059-19-000083	2	Cynthia Mizen	Owner and CoFounder	2019-11-21
0001786094-19-000004	1	/s/ Craig Calderone	CEO	2019-11-21
0001746059-19-000082	1	Paula Corbett	Owner and Founder	2019-11-21
0001746059-19-000081	1	Elisabeth LeBlanc	Co-founder	2019-11-21
0001746059-19-000081	2	Shireen Flowers	Co-founder	2019-11-21
0001665160-19-001136	1	Matthew Kerle	CEO, Principal Executive Officer and Director	2019-11-21
0001665160-19-001136	2	Colby Schaeffer	Principal Financial Officer and Principal Accounting Officer	2019-11-21
0001496634-19-000005	3	Milton Rodriguez	Vice President, Finance and Administration	2019-11-20
0001496634-19-000005	2	Gregg S. Britt	President & Board Member	2019-11-20
0001496634-19-000005	1	Leslie D. Michelson	Principal Executive Officer & Board Member	2019-11-20
0001792508-19-000001	1	Vitaly Bahachuk	Director, President, Chief Executive Officer	2019-11-20
0001792508-19-000001	2	Aliaksandr Bazhanau	Director, Treasurer, Secretary, Chief Technology Officer	2019-11-20
0001786104-19-000002	1	Zak Laikin	Manager	2019-11-20
0001644600-19-000030	3	Hunter Stutsman	Chief Sales Officer	2019-11-20
0001644600-19-000030	2	Alexander Amedeo Comfortes	Owner, Director, Chief Operating Officer	2019-11-20
0001644600-19-000030	1	Michael Derrick Wong	Owner, Director, Chief Executive Officer	2019-11-20
0001665160-19-001135	3	George LeBeau	Director	2019-11-20
0001665160-19-001135	4	Ray Gedert	Director	2019-11-20
0001665160-19-001135	1	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-20
0001665160-19-001135	2	Bruce Sawhill, PhD	CTO and Director	2019-11-20
0001670254-19-000666	1	Kevin Volpe	co-owner	2019-11-18
0001670254-19-000666	2	Shanti Volpe	Founder, Owner, and CEO (Queen Bee)	2019-11-18
0001730695-19-000005	1	Daniel Gouldman	CEO and Director	2019-11-19
0001730695-19-000005	2	Ian Kane	COO and Director	2019-11-19
0001780439-19-000005	2	Alexander Amedeo Comfortes	Owner, Director, Chief Operating Officer	2019-11-19
0001780439-19-000005	1	Michael Derrick Wong	Owner, Director, Chief Executive Officer	2019-11-19
0001780439-19-000005	3	Hunter Stutsman	Chief Sales Officer	2019-11-19
0001746059-19-000080	1	Nassy Mornaghi	Owner and Founder	2019-11-19
0001793868-19-000001	1	Nicholas Weiss	Owner	2019-11-19
0001746059-19-000079	1	Elizabeth Castellana	Owner and Founder	2019-11-19
0001644600-19-000029	1	Dennis Phillip Maliani	Director, CEO	2019-11-19
0001644600-19-000029	4	Luis Carlos Lopez	Director, COO	2019-11-19
0001644600-19-000029	3	Victor Joseph Pisacane	Director, CTO	2019-11-19
0001644600-19-000029	2	Daniel Alex Edelstein	Director, CSO	2019-11-19
0001644600-19-000027	6	David Charles Braun	Director, General Counsel	2019-11-19
0001644600-19-000027	2	Munir Ramzam Valiani	Director, CFO VP of Origination	2019-11-19
0001644600-19-000027	8	Kristin Marie Scheurer	Director, CMO	2019-11-19
0001644600-19-000027	9	Suzanne Marie Bearry	Director, EVP Channel Partnership	2019-11-19
0001644600-19-000027	10	Curtis Robert Wood	Director, CEO	2019-11-19
0001644600-19-000027	1	Matthew James Offers	Director, CFO VP of Products	2019-11-19
0001644600-19-000027	7	David Andrew Skyers	Director, Director of Agent Partnerships	2019-11-19
0001644600-19-000027	3	Holly Kathleen Davis	Director, CTO	2019-11-19
0001644600-19-000027	4	Carlton Lamar Robinson	Director	2019-11-19
0001644600-19-000027	5	Cynthia Maylon Wood	Director, COO	2019-11-19
0001780439-19-000002	2	Nathan Michael Rizzi	Director, Managing Partner	2019-11-19
0001780439-19-000002	1	Donald Michael Rizzi	Director, Manging Partner	2019-11-19
0001780439-19-000002	3	Phillip Andrew Stark	Director, Managing Director	2019-11-19
0001669191-19-000412	2	John Clark	Principal Financial Officer	2019-11-19
0001669191-19-000412	3	John Clark	Principal Accounting Officer	2019-11-19
0001669191-19-000412	4	John Clark	Board Member	2019-11-19
0001669191-19-000412	1	John Clark	Principal Executive Officer	2019-11-19
0001669191-19-000410	1	Benjamin White	Principal Executive Officer	2019-11-19
0001669191-19-000410	2	Benjamin White	Principal Financial Officer	2019-11-19
0001669191-19-000410	3	Benjamin White	Principal Accounting Officer	2019-11-19
0001669191-19-000410	4	Benjamin White	Board Member	2019-11-19
0001665160-19-001134	1	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-11-18
0001665160-19-001133	1	David Schick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-18
0001665160-19-001132	1	Ryan Raya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-18
0001665160-19-001132	2	Tamir Nitzan	Director	2019-11-18
0001746059-19-000077	1	Layla-Joy Williams	Owner and CEO	2019-11-18
0001793655-19-000002	1	Jessica Strong	Owner	2019-11-18
0001644600-19-000025	1	Dennis Phillip Maliani	Director, CEO	2019-11-18
0001644600-19-000025	2	Daniel Alex Edelstein	Director, CSO	2019-11-18
0001644600-19-000025	3	Victor Joseph Pisacane	Director, CTO	2019-11-18
0001644600-19-000025	4	Luis Carlos Lopez	Director, COO	2019-11-18
0001787976-19-000007	1	Christopher West	CEO	2019-11-18
0001644600-19-000023	5	Cynthia Maylon Wood	Director, COO	2019-11-18
0001644600-19-000023	4	Carlton Lamar Robinson	Director	2019-11-18
0001644600-19-000023	3	Holly Kathleen Davis	Ditector CTO,	2019-11-18
0001644600-19-000023	2	Munir Ramzan Valiani	Director, CFO VP of Origination	2019-11-18
0001644600-19-000023	1	Matthew James Offers	Director,VP of Products	2019-11-18
0001644600-19-000023	10	Curtis Richard Wood	Director, CEO	2019-11-18
0001644600-19-000023	6	David Charles Braun	Director, General Counsel	2019-11-18
0001644600-19-000023	7	Dwight Andrew Skyers	Director, Director of Agent Partnerships	2019-11-18
0001644600-19-000023	8	Kristin Marie Scheurer	Director, CMO	2019-11-18
0001644600-19-000023	9	Suzanne Marie Bearry	Director, EVP Channel Partnerships	2019-11-18
0001787976-19-000006	1	Christopher West	CEO	2019-11-15
0001670254-19-000660	3	Eric J. Lerner	President and Chief Scientist	2019-11-13
0001670254-19-000660	2	Ivana Karamitsos	CIO, DOC	2019-11-13
0001670254-19-000660	1	Rudoplh J. Fritsch	Secretary	2019-11-14
0001670254-19-000657	1	Lauren Stokes	CEO	2019-11-15
0001670254-19-000661	1	Dewey Moss	Lead Producer	2019-11-13
0001670254-19-000655	2	Aron Wehr	Co-Founder, Head Mead Maker	2019-11-14
0001670254-19-000655	1	Jessica Wehr	President	2019-11-14
0001746059-19-000075	1	Ahfeeyah Thomas	Founder & CEO	2019-11-15
0001670254-19-000652	1	Chris Corriveau	CTO	2019-11-13
0001670254-19-000652	3	Dan Morton	CEO & Co-Founder	2019-11-13
0001670254-19-000652	2	Danielle Morton	Treasurer & Co-Founder	2019-11-13
0001670254-19-000649	1	Gregory Okshteyn	FOUNDER	2019-11-14
0001669191-19-000408	4	MICHAEL GABRIEL	Board Member	2019-11-15
0001669191-19-000408	3	MICHAEL GABRIEL	Principal Accounting Officer	2019-11-15
0001669191-19-000408	2	MICHAEL GABRIEL	Principal Financial Officer	2019-11-15
0001669191-19-000408	1	MICHAEL GABRIEL	Principal Executive Officer	2019-11-15
0001669191-19-000406	7	Thomas Humphries	Board Member	2019-11-15
0001669191-19-000406	8	George Perry	Board Member	2019-11-15
0001669191-19-000406	6	Bob Oliver	Board Member	2019-11-15
0001669191-19-000406	5	James Harris	Board Member	2019-11-15
0001669191-19-000406	4	Nikolaos Tezapsidis	Board Member	2019-11-15
0001669191-19-000406	3	James Harris	Principal Accounting Officer	2019-11-15
0001669191-19-000406	1	Nikolaos Tezapsidis	Principal Executive Officer	2019-11-15
0001669191-19-000406	2	James Harris	Principal Financial Officer	2019-11-15
0001776793-19-000005	1	/s/Matthew Kaplan	Manager, CEO, and CFO	2019-11-15
0001746059-19-000074	1	Todd Snopkowski	Owner	2019-11-15
0001775091-19-000007	1	Willard L. Jackson Jr., by Sean Fuellhart POA	CEO	2019-11-15
0001778774-19-000007	2	Payton Jonson	Co-Founder / Advisor	2019-11-15
0001778774-19-000007	1	Caleb Gilbert	CEO	2019-11-15
0001668287-19-000065	1	Lamia Pardo	Cofounder and CEO	2019-11-15
0001665160-19-001130	1	Ron Wilson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-14
0001654300-19-000002	2	Ronald Buckner	EVP COO/CFO	2019-11-14
0001654300-19-000002	1	Neville Golvala	CEO	2019-11-14
0001687516-19-000003	1	Jonathan Ofrir	Director	2019-11-14
0001687516-19-000003	2	Yatir Sadot	Director	2019-11-14
0001789922-19-000004	2	Justin Silver	CFO, Director	2019-11-14
0001789922-19-000004	1	Rooshy Roychoudhury	CEO	2019-11-14
0001746059-19-000072	1	Charmesha Cousins	Owner and CoFounder	2019-11-13
0001746059-19-000072	2	Shavondi Cousins	Owner and CoFounder	2019-11-13
0001790657-19-000001	2	Kenneth Owen	Manager	2019-11-13
0001790657-19-000001	1	Jeremy Sanders	Manager	2019-11-13
0001790658-19-000001	1	Jeremy Sanders	Manager	2019-11-13
0001790658-19-000001	2	Kenneth Owen	Manager	2019-11-13
0001782188-19-000006	2	Ashley McKenney	Manager	2019-11-13
0001782188-19-000006	1	Edward John Shaeffer	Manager	2019-11-13
0001782188-19-000006	3	William Bell	Manager	2019-11-13
0001729668-19-000002	2	Scott DeGraeve	COO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-11-13
0001729668-19-000002	1	Michael Demko	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-11-13
0001729668-19-000002	3	Kristin Demko	Director, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-11-13
0001670254-19-000647	1	Ivana Karamitsos	CIO	2019-01-28
0001670254-19-000647	2	Eric J. Lerner	President and Chief Scientist	2019-01-28
0001788935-19-000004	1	David Schacter	CEO / Founder	2019-11-12
0001746059-19-000071	2	Gina Firicano	Owner and CoFounder	2019-11-12
0001746059-19-000071	1	Wagner Garcia	Owner and CoFounder	2019-11-12
0001746059-19-000069	1	Albert Harlow	President & CEO	2019-11-12
0001665160-19-001126	1	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-12
0001665160-19-001125	1	Robert Peck	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-12
0001665160-19-001125	2	Avin Samtani	Director, COO and Founder	2019-11-12
0001665160-19-001124	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-12
0001750513-19-000009	1	/s/ Sean Kanter	Chief Executive Member / Owner Operator	2019-11-12
0001759526-19-000002	1	Scott Carpenter	Chief of Staff	2019-11-12
0001669191-19-000402	1	Ray C.  Carter, Jr.	Principal Executive Officer	2019-11-08
0001669191-19-000396	3	Xianming Zhu	Principal Accounting Officer	2019-11-08
0001669191-19-000396	1	Xianming Zhu	Principal Executive Officer	2019-11-08
0001793349-19-000001	1	RASHAAN EVERETT	MANAGER	2019-11-08
0001793349-19-000003	1	Rashaan Everett	Manager	2019-11-08
0001669191-19-000396	2	Xianming Zhu	Principal Financial Officer	2019-11-08
0001792930-19-000001	1	Blake Van Leer	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-11-08
0001792930-19-000001	2	Lindsay Van Leer	COO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-11-08
0001791747-19-000001	1	Obi Onyejekwe	CEO	2019-11-08
0001792116-19-000001	3	David Eifrid	Co-Manager	2019-11-08
0001792116-19-000001	2	Matthew Grocoff	Co-Manager	2019-11-08
0001792116-19-000001	1	Joseph Jonna	Co-Manager	2019-11-08
0001746059-19-000068	2	Mary Sacks	COO, Manager, and Co-Founder	2019-11-08
0001746059-19-000068	1	Gordon Sacks	CEO, Manager, and Co-Founder	2019-11-08
0001793655-19-000001	1	Jessica Strong	Owner	2019-11-08
0001730695-19-000004	1	Desi Saran	CEO, Manager	2019-11-08
0001730695-19-000004	2	Ryan Quiros	CFO	2019-11-08
0001669191-19-000392	4	Melvin Du	Board Member	2019-11-08
0001669191-19-000392	5	Amro Eltayeb	Board Member	2019-11-08
0001669191-19-000392	2	Melvin Du	Principal Financial Officer	2019-11-08
0001669191-19-000392	1	Melvin Du	Principal Executive Officer	2019-11-08
0001669191-19-000392	3	Melvin Du	Principal Accounting Officer	2019-11-08
0001730695-19-000003	1	Daniel Gouldman	CEO and Director	2019-11-08
0001730695-19-000003	2	Ian Kane	COO and Director	2019-11-08
0001670254-19-000643	1	Luis Lopez	COO	2019-11-06
0001730695-19-000002	2	Ian Kane	CCO, Director	2019-11-07
0001670254-19-000643	3	Dennis Maliani	CEO	2019-11-06
0001730695-19-000002	1	Daniel Gouldman	CEO, Director	2019-11-07
0001670254-19-000643	2	Victor Pisacane	CTO	2019-11-06
0001665160-19-001123	1	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-07
0001665160-19-001122	1	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer	2019-11-07
0001665160-19-001121	1	Randall Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-07
0001665160-19-001120	1	Mohammed Diallo	CEO, Principal Executive Officer, and Director	2019-11-07
0001665160-19-001120	2	Ibrahima Diallo	COO, Principal Financial Officer, and Principal Accounting Officer	2019-11-07
0001746059-19-000067	1	Athena Peters	Owner and Founder	2019-11-07
0001746059-19-000066	1	Adam Pearson	Founder	2019-11-07
0001104659-19-061019	2	/s/ Jeff Annison	Director	2019-11-07
0001104659-19-061019	1	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer, Treasurer, and Director	2019-11-07
0001698993-19-000001	2	Matt Karazin	Co-Founder & CTO	2019-11-07
0001698993-19-000001	1	Erik Skjodt	Co-Founder & CEO	2019-11-07
0001104659-19-060707	1	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer, Treasurer, and Director	2019-11-06
0001783556-19-000007	1	Terry Jones	Chief Executive Officer	2019-11-06
0001670254-19-000640	1	Matt Lindner	CEO	2019-11-05
0001104659-19-060707	2	/s/ Jeff Annison	Director	2019-11-06
0001783556-19-000006	1	Terry Jones	Chief Executive Officer	2019-11-06
0001784144-19-000003	2	Desi McAdam	CTO/COO/Co-Founder	2019-11-06
0001784144-19-000003	1	Elisabeth Oertle	CEO/Co-Founder	2019-11-06
0001665160-19-001119	2	Robert S Marks	Director and Secretary	2019-11-06
0001665160-19-001119	1	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-06
0001746059-19-000064	1	Andrew Jerry	Owner and Founder	2019-11-06
0001784191-19-000003	1	Justin Potts	Director	2019-11-06
0001784191-19-000003	2	Timothy Sheridan	Director	2019-11-06
0001669191-19-000388	1	Kimberly Nguyen	Principal Executive Officer	2019-11-06
0001669191-19-000388	6	Kimberly Nguyen	Board Member	2019-11-06
0001669191-19-000388	4	Steve Nguyen	Board Member	2019-11-06
0001669191-19-000388	3	Kimberly Nguyen	Principal Accounting Officer	2019-11-06
0001669191-19-000388	2	Kimberly Nguyen	Principal Financial Officer	2019-11-06
0001669191-19-000388	5	Tiffany Nguyen	Board Member	2019-11-06
0001717111-19-000005	3	Yusuf George	Director	2019-11-04
0001717111-19-000005	1	Stephen Rye Switzer	Director	2019-11-04
0001665160-19-001118	1	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-05
0001672614-19-000005	1	Omid Shokraee	Appointed Attorney-In-Fact	2019-11-05
0001717111-19-000005	2	Molly Madden	Director and CFO	2019-11-04
0001783556-19-000005	1	Terry Jones	Chief Executive Officer	2019-11-05
0001774041-19-000005	1	Katherine Stillwell	CEO and sole Director	2019-11-05
0001746059-19-000062	2	Caitlin Hurd	Owner and CoFounder	2019-11-05
0001746059-19-000062	3	Aaron Perry	Owner and CoFounder	2019-11-05
0001746059-19-000062	1	Kendall Peabody	Owner and CoFounder	2019-11-05
0001672614-19-000003	1	Omid Shokraee	Appointed Attorney-in-fact	2019-11-05
0001706429-19-000004	1	Roxane Mollicchi	CEO, Sole Member	2019-11-04
0001665160-19-001116	1	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001791343-19-000003	1	Michael Killik	Owner	2019-11-04
0001789369-19-000001	1	Caroll Lee	Manager	2019-11-04
0001665160-19-001115	1	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001665160-19-001113	2	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2019-11-04
0001665160-19-001113	1	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2019-11-04
0001791711-19-000002	1	Karl Horn	Owner	2019-11-04
0001665160-19-001110	2	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2019-11-04
0001665160-19-001110	1	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2019-11-04
0001665160-19-001109	1	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2019-11-04
0001665160-19-001109	2	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2019-11-04
0001665160-19-001107	1	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001665160-19-001106	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001665160-19-001105	1	Yogesh Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001666102-19-000024	1	Devon Parks	CEO	2019-11-04
0001665160-19-001104	1	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer	2019-11-04
0001665160-19-001104	2	Aike Muller	CEO, Principal Executive Officer, President and Director	2019-11-04
0001477932-19-006117	1	/s/ Marlon Schulman	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director	2019-11-01
0001665160-19-001103	1	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-01
0001792754-19-000001	1	Ethan Winner	Chief Executive Officer	2019-11-01
0001778262-19-000006	1	Michael Jansen	Director	2019-11-01
0001778262-19-000006	2	Yousef Siddiqui	Director	2019-11-01
0001778262-19-000006	3	Joe Dignan	Director	2019-11-01
0001665160-19-001102	1	J. Garrett Green	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-11-01
0001665160-19-001100	2	Zeenat William	Principal Financial Officer and Principal Accounting Officer	2019-11-01
0001665160-19-001100	1	Maya Parbhoe	CEO, Principal Executive Officer and Director	2019-11-01
0001665160-19-001099	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2019-11-01
0001665160-19-001099	2	Remy J Sedlmayr	Principal Accounting Officer	2019-11-01
0001665160-19-001098	1	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-11-01
0001777204-19-000008	1	Siqi Mou	Chief Executive Officer and sole Director	2019-11-01
0001777204-19-000007	1	Siqi Mou	Chief Executive Officer and sole Director	2019-11-01
0001707193-19-000004	3	Wes Selke	Board Member	2019-11-01
0001707193-19-000004	1	Eric Quick	President, CEO and Accounting Officer	2019-11-01
0001707193-19-000004	2	Julie Lein	Board Member	2019-11-01
0001783580-19-000001	3	Mario Lazaro	Director	2019-10-31
0001783580-19-000001	2	Guillaume Torche	Director	2019-10-31
0001783580-19-000001	1	Alex Wang	Chief Executive Officer, Director	2019-10-31
0001790042-19-000003	1	Rebecca Lima	Chief Executive Officer, Director	2019-10-31
0001790042-19-000003	2	Domonique Sims	Chief Operating Officer, Director	2019-10-31
0001670254-19-000638	3	Rick Bentley	Founder & CEO	2019-10-30
0001670254-19-000638	2	Elizabeth A Fetter	Founder & CEO, Abundance Hill Enterprises LLC	2019-10-30
0001670254-19-000638	1	Ralph Eschenbach	Board Member	2019-10-31
0001778950-19-000005	1	Michelle Thimesch	Attorney	2019-10-31
0001665160-19-001096	1	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-10-31
0001670254-19-000635	1	Nicolas Bartoli	Co-Founder	2019-10-29
0001670254-19-000635	2	Ron Radu	Co-Founder	2019-10-29
0001791711-19-000001	1	Karl Horn	Owner	2019-10-31
0001746059-19-000061	1	Ivy Lawson	Founder	2019-10-31
0001746059-19-000060	1	Landen Stacy	Owner and Founder	2019-10-31
0001746059-19-000059	1	Kelly A. Lendall	Owner and CoFounder	2019-10-31
0001665160-19-001094	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2019-10-31
0001670254-19-000633	1	Nicholas Ludwig	COO/CoFounder	2019-10-29
0001670254-19-000633	2	Todd Folk	CEO/CoFounder	2019-10-29
0001670254-19-000632	1	Nicholas Ludwig	COO/CoFounder	2019-10-29
0001670254-19-000632	2	Todd Folk	CEO/CoFounder	2019-10-29
0001785943-19-000002	1	Gerald Banks	Director	2019-10-31
0001785943-19-000002	2	Majd Maksad	Director	2019-10-31
0001785943-19-000002	3	Roman Tokarev	Director	2019-10-31
0001787645-19-000003	1	Sagar Babber	CEO	2019-10-31
0001665160-19-001092	1	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-10-30
0001665160-19-001089	2	Jill Salomone	Co-Founder, CEO, Principal Executive Officer and Director	2019-10-30
0001665160-19-001089	1	Paul Salomone	COO, Co-Founder, Director, Principal Financial Officer and Principal Accounting Officer	2019-10-30
0001785164-19-000003	1	Neil Parsan by Sean Fuellhart POA	CEO	2019-10-30
0001665160-19-001087	1	Linda Farquhar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-10-30
0001706939-19-000005	1	Peter Gantner	CEO	2019-10-30
0001665160-19-001085	1	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-10-30
0001665160-19-001083	1	Jason Giddings	CEO,  Principal Executive Officer and Director,  Principal Financial Officer and  Principal Accounting Officer	2019-10-30
0001665160-19-001080	1	Jason Giddings	CEO,  Principal Executive Officer and Director,  Principal Financial Officer and  Principal Accounting Officer	2019-10-30
0001669191-19-000386	1	Kimberly Nguyen	Principal Executive Officer	2019-10-30
0001669191-19-000386	2	Kimberly Nguyen	Principal Financial Officer	2019-10-30
