ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-19-001188	1		Issuer is extending the length of their campaign by 60 days.	Thalia Brands, Inc.	Corporation		DE	2019-06-21	548 CONTRA COSTA BLVD, SUITE O	SUITE O	PLEASANT HILL	CA	94523	thaliacapos.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000099	0			Girls Chronically Rock LLC	Limited Liability Company		MA	2017-06-12	55 ESSEX STREET	APT #505	CAMBRIDGE	MA	02139	https://www.girlschronicallyrock.com/	MainVest, Inc.	0001746059	007-00162	
0001775091-19-000008	0		Extend the closing date of the offering to 1/15/2020.	420 Real Estate, LLC	Limited Liability Company		TX	2019-04-18	1700 POST OAK BLVD	SUITE 600	HOUSTON	TX	77056	www.invest420land.com	truCrowd, Inc	0001667145	007-00015	283063
0001669191-19-000422	0		issuer extended offering deadline.	BumBee Designs Incorporated	Corporation		CA	2018-06-04	1250 Borregas Avenue	#131	Sunnyvale	CA	94089	http://www.bumbeeseat.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001780122-19-000004	1		This amendment is being filed to change the minimum offering amount from $25,000 to $100,000.	Genobank.io Inc	Corporation		DE	2018-05-29	3430 W. BAYSHORE ROAD	SUITE #104	PALO ALTO	CA	94303	https://www.genobank.io/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001794484-19-000007	0			Alpha'a, Inc.														
0001794484-19-000006	0			Alpha'a, Inc.	Corporation		DE	2016-02-16	157 COLUMBUS AVENUE		NEW YORK	NY	10023	http://alphaainc.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001794484-19-000005	0			Alpha'a, Inc.	Corporation		DE	2016-02-16	157 COLUMBUS AVENUE		NEW YORK	NY	10023	http://alphaainc.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001780122-19-000003	0			Genobank.io Inc	Corporation		DE	2018-05-29	3430 W. BAYSHORE ROAD	SUITE #104	PALO ALTO	CA	94303	https://www.genobank.io/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-001186	0			VegasWINNERS Inc.	Corporation		NV	2018-08-31	1930 Village Center Circle Suite 3-376		Las Vegas	NV	89134	https://VegasWINNERS.com	StartEngine Capital, LLC	0001665160	007-00007	
0001739714-19-000002	0			Certifiably, INC	Corporation		DE	2018-03-16	670 WATCH HILL LN		CINCINNATI	OH	45230	https://buycertifiably.com/				
0001790895-19-000002	0		Amending Form C offering deadline date to February 28, 2020.	USA Innovations Inc.	Corporation		DE	2016-10-13	8 CAMINO ENCINAS	STE 100	ORINDA	CA	94563	https://www.basu.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001783556-19-000008	0	$134,310 in investments. Payments still being processed; final figure not yet determined.		XFit, Inc.	Corporation		TX	2017-08-30	7500 RIALTO BLVD.	BUILDING 1, SUITE 122	AUSTIN	TX	78735	www.nexersys.com	MicroVentures Marketplace Inc.	0001478147	008-68458	152513
0001788935-19-000005	0	$139,478 in investments. Payments still being processed; final figure not yet determined.		Green Valley Affiliates INC	Corporation		NV	2015-02-27	2764 N GREEN VALLEY PARKWAY	SUITE #345	HENDERSON	NV	89014	www.cannabiscope.com	MicroVentures Marketplace Inc.	0001478147	008-68458	152513
0001786094-19-000005	0	$58,039 in investments. Payments still being processed; final number not yet determined.		dna ID, Inc.	Corporation		DE	2018-10-01	29 LITTLE WEST 12TH STREET		NEW YORK	NY	10014	https://www.dnaid.co	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001784785-19-000005	0	$427,883 in investments. Payments still being processed; final number not yet determined.		BTG Operations LLC	Limited Liability Company		TX	2014-11-18	5214 BURLESON ROAD	SUITE 209	AUSTIN	TX	78744	www.brakestogo.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-001183	1		Issuer is extending the length of their campaign by 60 days.	Trella Technologies LLC	Limited Liability Company		MA	2016-11-03	173 CLAY POND RD.		BOURNE	MA	02532	www.trella.io	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001182	1		Issuer is extending the length of their campaign by 60 days.	Liberty PlugIns, Inc.	Corporation		DE	2009-09-15	1482 EAST VALLEY RD, STE 329	SUITE 329	SANTA BARBARA	CA	93108	www.libertyaccesstechnologies.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000098	1		Amendment is adjusting the target of the offering and extending the offering deadline. Amendment will also address corresponding budget for the new target as well as revenue share of the new target.	Amazing Pizza LLC	Limited Liability Company		MA	2019-10-08	273 CABOT ST.		BEVERLY	MA	01915	https://www.amazing-pizza.com/	MainVest, Inc.	0001746059	007-00162	
0001670254-19-000713	0			Xcite Interactive, Inc.	Corporation		CO	2019-02-27	3545 W. 12th	Unit 201	Greeley	CO	80634	http://www.gcmvp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000710	0			Hoop Tea, Inc.	Corporation		MD	2018-07-11	9008	Yellow Brick Road	Rosedale	MD	21237	http://www.HoopTea.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001746059-19-000097	0			POPOVER KING LLC	Limited Liability Company		MA	2017-10-08	8 FANEUIL HALL MARKETPLACE	3RD FLOOR	BOSTON	MA	02109	https://www.popoverking.com/	MainVest, Inc.	0001746059	007-00162	
0001783128-19-000002	0	The issuer raised approximately $257,962 during the offering period. Payment are still being processed; the exact amount has yet to be determined.		EPILOG IMAGING SYSTEMS INC.	Corporation		DE	2010-06-28	75 E SANTA CLARA STREET	SUITE 600	SAN JOSE	CA	92198	www.epilog.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-001181	0			Akibah Health Corporation	Corporation		DE	2013-08-02	5410 Duesenberg Drive		San Jose	CA	95123	akibah.com	StartEngine Capital, LLC	0001665160	007-00007	
0001465818-19-000037	0		"This amendment is being filed to (i) reference ""Story To College, LLC,"" the Company's prior name, and (ii) correct footnote 8 to the Company's financial statements to correctly reference the minimum target offering amount of this offering as $100,000."	Story2 LLC	Limited Liability Company		DE	2014-07-31	1441 BROADWAY, SUITE 6063		NEW YORK	NY	10018	http://story2.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001774858-19-000006	0		Extending offering deadline to March 31, 2020.	Project JAM INC.	Corporation		DE	2019-04-12	9701 WILSHIRE BLVD	STE 1000	BEVERLY HILLS	CA	90210	www.projectjam.io	truCrowd, Inc	0001667145	007-00015	283063
0001746059-19-000096	0			Prime Time Grilled Cheese LLC														
0001746059-19-000095	0			Timbolier Industries, Inc.														
0001793460-19-000002	0			SongVest Records Inc.	Corporation		DE	2019-08-23	192 INWOOD AVE.	Floor 2	MONTCLAIR	NJ	07043	www.songvestrecords.com	Stampede Securities, Inc	0001726574	007-00142	292379
0001665160-19-001179	1		increase max funding goal, updating use of proceeds, adding a director and updating end date	xCraft Enterprises, Inc.	Corporation		DE	2017-02-28	418 E Lakeside Ave	Suite 08	Coeur d'Alene	ID	83814	www.xcraft.io	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000093	0			DETAILING2GO, INC	Corporation		MA	2016-07-22	88 MATAWANAKEE TRAIL		LITTLETON	MA	01460	www.855lube2go.com	MainVest, Inc.	0001746059	007-00162	
0001465818-19-000035	0			Story to College, LLC	Limited Liability Company		DE	2014-07-31	1441 Broadway, Suite 6063		NEW YORK	NY	10018	http://story2.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-19-000091	0			True Wines LLC	Limited Liability Company		NY	2019-11-18	501 W 143RD ST	APT 51	NEW YORK	NY	10031	https://www.instagram.com/thetruewines/	MainVest, Inc.	0001746059	007-00162	
0001793868-19-000003	1		Update to target date	Nine Spoons, LLC	Limited Liability Company		OH	2015-11-25	1089 HOMESTEAD RD		SOUTH EUCLID	OH	44121	https://ninespoonssoup.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001793868-19-000002	1		Update to target date	Porky's LLC	Limited Liability Company		PA	2018-03-19	34-36 BRIDGE ST		PITTSBURGH	PA	15223	https://www.porkysbarandgrill.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001665160-19-001177	1		Issuer is extending the length of their campaign by 60 days.	Noble Naturals	Corporation		CA	2018-04-26	2418 POTTER STREET		OAKLAND	CA	94601	www.sperocbd.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001176	1		Issuer is extending the length of their campaign by 60 days.	Rayton Solar Inc.	Corporation		DE	2013-10-17	16112 HART ST.		VAN NUYS	CA	91406	https://raytonsolar.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001733855-19-000004	0			Future Labs III, Inc.	Corporation		DE	2017-12-04	1134 11TH STREET, SUITE 101		SANTA MONICA	CA	90403	www.hitchrobotics.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001666102-19-000027	0			Coinseed, Inc.	Corporation		DE	2017-11-22	251 Little Falls Dr		Wilmington	DE	19808	www.coinseed.co	Mr. Crowd	0001666102	007-00042	284278
0001665160-19-001173	0			Atlis Motor Vehicle Inc.	Corporation		DE	2016-11-09	7259 East Posada Ave		MESA	AZ	85212	atlismotorvehicles.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001175	0		updating max funding goal	Atlis Motor Vehicle Inc.	Corporation		DE	2016-11-09	7259 East Posada Ave		MESA	AZ	85212	atlismotorvehicles.com	StartEngine Capital, LLC	0001665160	007-00007	
0001790674-19-000002	0			Delee Corp	Corporation		DE	2016-11-14	1211 SAN DARIO AVENUE		LAREDO	TX	78040	https://www.delee.co/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-19-000418	0	End of offering. Issuer closed its offering with estimated gross proceeds of $32,443. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		TriniCorp, Inc.	Corporation		DE	2018-05-10	1002 Walnut St.	Ste. #200	Boulder	CO	80302	https://www.ramp.us/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001795615-19-000001	0			Hemp Real Estate Investments, Inc.	Corporation		GA	2019-08-31	400 WEST PEACHTREE STREET NW		ATLANTA	GA	30308	hemprealestateinvestmentsinc.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001174	0		Updated end date	Atlis Motor Vehicles Inc	Corporation		DE	2016-11-09	7259 EAST POSADA AVE		MESA	AZ	85212	atlismotorvehicles.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000420	0		issuer extended offering deadline.	QuicWit LLC.	Limited Liability Company		MA	2018-06-13	29 Peter Parley Road	Unit 1	Boston	MA	02130	https://quicwit.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000416	0	End of offering. Issuer closed its offering with estimated gross proceeds of $27,112. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		Asprodental Inc.	Corporation		DE	2019-01-04	1213 E. Chapman Ave.		Fullerton	CA	92831	asprodental.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000414	0		issuer extended offering deadline.	College Coaching Network Inc.	Corporation		MO	2016-12-19	7300 West 110th Street Suite 700		Overland Park	KS	66210	www.collegecoachingnetwork.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001746059-19-000090	0	At the close of the offering, the issuer closed on $31,200 The funds are currently being processed. The actual amount may be lower.		Madear's LLC	Limited Liability Company		MA	2016-09-28	175 HANOVER STREET		MANCHESTER	NH	03104	https://madears603.com/	MainVest, Inc.	0001746059	007-00162	
0001785021-19-000002	0	The offering successfully closed on December 6, 2019, having received investment commitments of $159,438, although a final accounting has not yet been completed.		Back Porch Homes LLC	Limited Liability Company		CA	2018-10-03	3585 MAIN STREET		RIVERSIDE	CA	92501	http://www.backporchhomes.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001702371-19-000003	0		The jurisdictions where securities are offered is showing only Utah in the online form whereas it should be all 50 states. Error corrected in this amendment.	Hive Companies, Inc.	Corporation		DE	2017-02-03	6310 TOMPKINS WAY		CULVER CITY	CA	90232	https://www.hive.org	OpenDeal Portal LLC	0001751525	007-00167	283874
0001730486-19-000003	0		This Amendment is filed to clarify the description of the perks in this offering.	Thematic, Inc.	Corporation		DE	2016-04-29	5875 Blackwelder Street		Culver City	CA	90232	http://hellothematic.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001783268-19-000003	0	Total offering raised $10,250.		2nd Semester Consignment Shop, LLC	Limited Liability Company		OH	2016-08-16	29302 EUCLID AVE		WICKLIFFE	OH	44092	http://www.2ndsemestershop.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-19-000707	0			SYT Film LLC	Limited Liability Company		CA	2019-06-27	3191 Casitas Ave.	Ste. 150	Los Angeles	CA	90039	https://vanishingangle.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000703	0			Chrissiemas Productions LLC	Limited Liability Company		CA	2019-10-21	1931 N. Vermont Ave. #4		Los Angeles	CA	90027	http://www.whatareyoudoingnewyears.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001170	1		Issuer is adding a director	SanMelix Laboratories, Inc.	Corporation		DE	2017-01-13	1150 North 35th Avenue Suite 225		HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000700	0			SkillSoniq Inc.	Corporation		DE	2016-10-28	20 river court		jersey city	NJ	07310	http://www.skillsoniq.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001168	1		Extend the end date of the offering and change the titles of existing Executives	El Tinieblo International, Inc.	Corporation		DE	2018-09-24	1 WILDWOOD ROAD		LACONIA	NH	03246	www.eltinieblo.com	StartEngine Capital, LLC	0001665160	007-00007	
0001702371-19-000002	0			Hive Companies, Inc.	Corporation		DE	2017-02-03	6310 TOMPKINS WAY		CULVER CITY	CA	90232	https://www.hive.org	OpenDeal Portal LLC	0001751525	007-00167	283874
0001706939-19-000007	1		Updating valuation, price per share, offering minimum, offering maximum.	kulaBrands, Inc.	Corporation		DE	2016-05-25	16509 E ARROYO VISTA DR		FOUNTAIN HILLS	AZ	85268	kulabrands.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001167	0	Adjustment to the initial Form C-U filing of 01/28/2019. At the close of the offering, the issuer closed on $22,240.25 and 26,500 number of securities.		1Up Golf Development Group, Inc	Corporation		FL	2018-07-19	377 POINT WINDEMERE PLACE		OCEANSIDE	CA	92057	www.play1upgolf.com	StartEngine Capital, LLC	0001665160	007-00007	
0001791343-19-000005	0			Billy's Way Station, LLC	Limited Liability Company		PA	2014-07-01	1720 LOWRIE ST.		PITTSBURGH	PA	15212	http://www.scratchfoodbev.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001791343-19-000004	0			Killik Hot Sauce Company, LLC														
0001666102-19-000026	1		Q24 material terms of indebtedness, Q26 related parties disclosure, Q28 financial condition of issuers, notes to the financial statements and business plan	CEO SPACE INTERNATIONAL INC.	Corporation		FL	2009-09-10	1324 SEVEN SPRINGS BLVD #343		NEW PORT RICHEY	FL	34655	https://ceospaceinternational.com/	Mr. Crowd	0001666102	007-00042	284278
0001665160-19-001165	0			Phormed Inc	Corporation		NV	2019-05-15	9735 Wilshire Blvd., Suite 216		Beverly Hills	CA	90212	www.phormed.com	StartEngine Capital, LLC	0001665160	007-00007	
0001730486-19-000001	0			Thematic, Inc.	Corporation		DE	2016-04-29	5875 Blackwelder Street		Culver City	CA	90232	http://hellothematic.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-001163	0	At the close of the offering, the issuer closed on $18,720 and 1,251 number of securities.		Quigler, Inc	Corporation		DE	2015-03-09	143 HOYT STREET, APT 7 L	APT 7L	STAMFORD	CT	06905	www.quigler.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001162	0	At the close of the offering, the issuer closed on $427,680 and 53,804 number of securities.		Franny's Distribution Inc.	Corporation		NC	2018-10-29	22 FRANNYS FARM RD		LEICESTER	NC	28748	www.frannysfarmacy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001161	0	At the close of the offering, the issuer closed on $1,069,803.77 and 107,261 number of securities.		Flower Turbines LLC	Limited Liability Company		NY	2013-09-25	240 CENTRAL AVE.	1J	LAWRENCE	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000088	0			Cocktail Parlor LLC	Limited Liability Company		NY	2015-08-20	1150 EASTERN PARKWAY	3RD FLOOR	BROOKLYN	NY	11213	www.thecocktailparlor.com	MainVest, Inc.	0001746059	007-00162	
0001665160-19-001160	0			Gradys Cold Brew, Inc.	Corporation		NY	2019-10-11	819 Garrison Ave		Bronx	NY	10474	gradyscoldbrew.com	StartEngine Capital, LLC	0001665160	007-00007	
0001791847-19-000001	0			RehabPath Inc.	Corporation		DE	2017-02-02	821 EAST WASHINGTON AVENUE		MADISON	WI	53703	https://rehabpath.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-19-000087	0			Rai Family Enterprises	Limited Liability Company		MA	2019-09-30	611 COLUMBIA ROAD		DORCHESTER	MA	02125	https://www.comfortkitchenbos.com/	MainVest, Inc.	0001746059	007-00162	
0001786082-19-000001	0			Nine Spoons, LLC	Limited Liability Company		OH	2015-11-25	1089 HOMESTEAD RD		SOUTH EUCLID	OH	44121	https://ninespoonssoup.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001104659-19-070041	0			STARTENGINE CROWDFUNDING, INC.	Corporation		DE	2014-03-19	8687 MELROSE AVE	7TH FLOOR (GREEN BUILDING)	WEST HOLLYWOOD	CA	90069	www.startengine.com	truCrowd	0001667145	007-00015	283063
0001670254-19-000696	0			Blue Shrimp Films, LLC	Limited Liability Company		CA	2019-05-01	22371 Morea Way		Woodland Hills	CA	91367	http://nuestrocaminofilm.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001774152-19-000005	0		Added disclosure describing Company's Series A-1 Preferred Stock and authorization of side-by-side offering relating to same. Amended capitalization and ownership to remedy scrivener's errors.	TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.	Corporation		DE	2018-12-17	201 FOLSOM STREET	26C	SAN FRANCISCO	CA	94105	https://www.dorahacks.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-001158	0	Adjustment to the initial Form C-U filing of 05/09/2019. At the close of the offering, the issuer closed on $12,361.68 and 2,539 number of securities.		Texta, Inc.	Corporation		DE	2014-03-19	110 WALL ST FLOOR 6		NEW YORK	NY	10005	www.theblurapp.com	StartEngine Capital, LLC	0001665160	007-00007	
0001795349-19-000001	0			Springer Collections	Corporation		MN	2009-11-03	876 E 7TH STREET		ST. PAUL	MN	55106	www.springercollections.net	Silicon Prairie Holdings Inc.	0001711770	007-00123	000289746
0001787138-19-000004	0	$107,000 in investments.		Backyard Soda Co, Inc.	Corporation		DE	2019-04-18	31180 CINNAMONWOOD		EVERGREEN	CO	80439	www.backyardsodas.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001727744-19-000001	0		To extend the offering to 12/31/2020.	Trouvaille LLC	Limited Liability Company		NM	2017-02-01	6790 EAST CALLE LA PAZ	UNIT 2101	TUCSON	AZ	85715	trouvailletravel.org	truCrowd, Inc	0001667145	007-00015	
0001788657-19-000003	0		Extending the offering deadline to 02/28/2020	Flowh, Inc.	Corporation		CO	2011-02-09	19814 EAST CALEY DRIVE	SUITE 102	CENTENNIAL	CO	80016	http://flowh.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001157	0			Eight Bridges Brewing, Inc.	Corporation		CA	2013-02-06	332 Earhart Way		Livermore	CA	94551	www.eightbridgesbrewing.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000694	0			Robovet Corporation	Corporation		DE	2019-06-05	12156 Parklawn Dr		North Bethesda	MD	20852	http://robovet.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001155	0		clarification of team roles	Flower Turbines LLC	Limited Liability Company		NY	2013-09-25	240 Central Ave.	1J	Lawrence	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001151	1		Issuer is extending the length of their campaign by 60 days.	StorEn Technologies Inc.	Corporation		DE	2017-01-03	25 HEALTH SCIENCES DRIVE		STONY BROOK	NY	11790	www.storen.tech	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001150	1		Issuer is extending the length of their campaign by 60 days.	GLOW Beverages, inc.	Corporation		DE	2019-01-19	9233 CHARLES SMITH AVENUE		RANCHO CUCAMONGA	CA	91730	www.drinkGLOW.com	StartEngine Capital, LLC	0001665160	007-00007	
0001774041-19-000006	0	The Offering closed successfully on 11/30/2019, having received investment commitments of $919,023, although a final accounting has not taken place.		JUMPSTART INSURANCE SOLUTIONS, INC.	Corporation		CA	2015-11-04	344 THOMAS L BERKLEY WAY		OAKLAND	CA	94612	https://www.jumpstartrecovery.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-001149	1		Issuer is extending the length of their campaign by 30 days.	Wand USA Inc.	Corporation		DE	2018-07-03	1770 CHESTNUT PL APT 1019	APT 1019	DENVER	CO	80202	www.wandusa.com	StartEngine Capital, LLC	0001665160	007-00007	
0001755767-19-000003	0		Extending offering deadline to February 28, 2020	Cyber Consumer Club Corp	Corporation		DE	2018-08-08	2220 SHAW CIRCLE		LAS VEGAS	NV	89117	4cs.io	truCrowd, Inc	0001667145	007-00015	283063
0001670254-19-000690	0			Graff Golf LLC	Limited Liability Company		GA	2019-02-02	6506 Canopy Dr		Sandy Springs	GA	30328	http://www.graff.golf	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001148	0			Karaganda, LLC	Limited Liability Company		CA	2017-04-03	2618 San Miguel Drive Suite 496		Newport Beach	CA	92660	https://www.karagandafilm.com				
0001780439-19-000009	0		Issuer elected to decrease minimum offering amount to $250,000 and extend raise deadline to 04-17-2020.	TNHC LLC	Limited Liability Company		TN	2018-06-04	6400 JOHN HAGER RD		MT JULIET	TN	37122	www.tennesseehempclones.com	Fundopolis Portal LLC	0001729158	007-00143	292835
0001790689-19-000001	0			Another Round LLC	Limited Liability Company		TX	2017-09-06	660 Fort Worth Ave.		Dallas	TX	75208	https://www.anotherrounddallas.com/	NextSeed Securities, LLC	0001723503	008-70055	291387
0001722138-19-000005	1		Reviewed Financials provided and applicable adjustments made to the Form C and Exhibit A. Campaign deadline extended to accommodate. Additional videos added to the campaign profile.	POLITISCOPE INC.	Corporation		DE	2016-10-04	500 MERCER ST, C202-110A		SEATTLE	WA	98109	https://app.politiscope.io/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-001143	0		Added additional product related perks	Toy Overlord Inc	Corporation		DE	2017-09-26	3753 S State St		Salt Lake City	UT	84115	www.megalopolis.toys	StartEngine Capital, LLC	0001665160	007-00007	
0001780439-19-000008	0		Correcting an inconsistency on the Date of Incorporation/Organization.  Entering the correct date.	Connector LLC	Limited Liability Company		RI	2018-12-07	10 DAVOL SQUARE	SUITE 100	PROVIDENCE	RI	02903	www.Connector-LLC.com	Fundopolis Portal LLC	0001729158	007-00143	292835
0001773714-19-000005	0		Extending offering close date to February 28, 2020.	Core State Holdings Corp	Corporation		WY	2019-03-15	30 N GOULD ST STE R		SHERIDAN	WY	82801	corestateholdings.com	truCrowd, Inc	0001667145	007-00015	283063
0001788853-19-000006	1		Update to Target End Date and Target Amount	Camino Kombucha Co.	Limited Liability Company		PA	2019-05-28	3525 I STREET	UNIT B06	PHILADELPHIA	PA	19134	https://caminokombucha.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001740075-19-000004	1		Extend the closing date to February 29 2020	Ecoventz Inc.	Corporation		WY	2016-05-03	412 N. MAIN STREET	SUITE 100 BUFFALO	SHERIDAN	WY	82834	www.ecoventz.com	truCrowd, Inc	0001667145	007-00015	283063
0001780439-19-000006	0			Connector LLC	Limited Liability Company		RI	2018-12-18	10 DAVOL SQUARE	SUITE 100	PROVIDENCE	RI	02903	www.Connector-LLC.com	Fundopolis Portal LLC	0001729158	007-00143	292835
0001706939-19-000006	0		Extending offering deadline until 1-01-2020	kulaBrands, Inc.	Corporation		DE	2016-05-25	16509 E ARROYO VISTA DR		FOUNTAIN HILLS	AZ	85268	kulabrands.com	truCrowd, Inc	0001667145	007-00015	283063
0001670254-19-000686	0			Shark Wheel, Inc.	Corporation		DE	2012-10-24	22600 Lambert Street	704-A	Lake Forest	CA	92630	http://www.sharkwheel.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001724320-19-000002	0			Buff Bake, Inc.	Corporation		CA	2014-02-25	811 S. GRAND AVE		SANTA ANA	CA	92705	www.buffbake.com	OpenDeal Portal LLC	0001751525	007-00167	
0001670254-19-000679	0			Nuu Collective LLC	Limited Liability Company		DE	2016-03-06	PO Box 74	Sea Cliff Avenue	Sea Cliff	NY	11579	https://nuudiisystem.com/password	Wefunder Portal LLC	0001670254	007-00033	283503
0001668287-19-000073	0			Global 5 Media, Inc.	Corporation		DE	2016-03-08	PO Box 1723		Dripping Springs	TX	78620	www.seemelive.tv	Razitall Inc	0001668287	007-00026	
0001670254-19-000675	0			Back To Space, LLC	Limited Liability Company		TX	2017-12-29	2218 Bryan St. Suite 100		Dallas	TX	75201	https://backtospace.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001141	0	At the close of the offering, the issuer closed on $15,768.06 and 48,956 number of securities.		Dine Inc.	Corporation		DE	2017-06-05	1717 E CARY ST, 1717 INNOVATION CENTER	SUITE 3118	RICHMOND	VA	23223	https://DineGigs.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001140	0	At the close of the offering, the issuer closed on $723,387 and 769,524 number of securities.		MyApps Corp, Inc.	Corporation		FL	2015-12-07	801 INTERNATIONAL PARKWAY SUITE 500	SUITE 500	LAKE MARY	FL	32746	https://CallingDr.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001139	0			GoSun Inc.	Corporation		DE	2016-12-21	1217 Ellis st		Cincinnati	OH	45223	https://www.gosun.co				
0001722137-19-000002	0			Upshift Inc.	Corporation		DE	2012-10-03	3950 WEBSTER ST, #5		OAKLAND	CA	94609	http://upshiftcars.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-19-000673	0			Spendwith Corp dba Incluzion	Corporation		DE	2017-06-07	3600 CHEROKEE ST NW		KENNESAW	GA	30144	https://incluzion.co	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000671	0			PictureTrail, Inc.	Corporation		CA	2001-05-02	1743 Higgins Ave		Santa Clara	CA	95051	http://www.catalystapps.net	Wefunder Portal LLC	0001670254	007-00033	283503
0001787645-19-000004	0		Filing Amendment to add a webinar transcript as Exhibit G.	Gleantap, Inc.	Corporation		DE	2018-04-24	3308 Rogers Road	#6108	Austin	TX	78758	https://gleantap.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001782833-19-000007	0		Error on the filer information had a mistake on the target date. The From C is correct thought,.	Bruce Andrews Design, LLC	Limited Liability Company		GA	2015-06-09	2500 Trade Center Dr		Evans	GA	30809	bruceandrewsdesign.com	seriesOne, LLC	0001680047	007-00070	297799
0001670254-19-000669	0			GymWisely, Inc.	Corporation		DE	2018-10-02	600 3RD AVENUE, 2ND FL.		NEW YORK	NY	10016	http://GymWisely.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001612437-19-000007	0			Giddy Apps Inc.														
