ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001665160-18-000540	6 percent	N/A	Other	Series B Common Units	3030	3.3000000000000003	N/A	9999.0	Y	Other	At issuer's discretion	1069998.6	2018-08-15	8	941107	1813552	863868	1791168	69739	14884	127242	176864	516894	526712	171275	160823	339036	457539	0	0	-813005	-1221578
0001669191-18-000295	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		100	100.0	Based upon an assessment of our core market; total size and expected growth, comparable companies and their revenue structures and the target customer's average spend on goods, we believe our valuation is almost $4 million.	10000.0	Y	First-come, first-served basis		1070000.0	2018-08-14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001683872-18-000001														0	62172	830	62172	830	0	0	0	0	91030	0	0	0	1051284	41323	800	800	-1051898	-42123
0001665160-18-000539	6 percent	N/A	Common Stock		34482	0.29	N/A	9999.78	Y	Other	At issuer's discretion	1035714.41	2018-08-14	1	609	-1251	609	-1251	0	0	0	0	0	0	0	0	0	0	0	0	-41140	-1251
0001670254-18-000292	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-08-31	3	20102.82	3085.96	20102.82	3085.96	0	0	152466.30000000002	139413.93	123003.21	55203.21	13052.37	131600.8	0	0	0	0	-63835.51	-140999.30000000002
0001720033-18-000003	5.0% of the amount raised	A commission equal to 2% of the Securities being issued.	Other	Units of SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2018-04-30	0	111962	65812	13726	9926	51820	0	50000	50000	0	0	247468	205714	113897	111045	0	0	-28273	-89770
0001683168-18-001607	7%	None	Common Stock		25000	1.0	per share	25000.0	Y	First-come, first-served basis		1070000.0	2019-06-01	9	125181	108597	4022	16192	72089	43335	29036	9084	7598	6066	601271	567564	23177	13732	31548	32610	21601	12167
0001730905-18-000007	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-06-04	5	168545	139050	4847	10921	5944	4903	8558	9862	586262	393677	131328	94494	107520	85589	6366.03	7819.18	-161785	-160842
0001665160-18-000536	6 percent	N/A	Other	Dashing Tokens	8333	1.2	N/A	9999.6	Y	Other	At issuer's discretion	1069999.2	2018-08-05	5	18216	0	18216	0	0	0	50000	0	0	0	0	0	0	0	0	0	-31884	0
0001665160-18-000538	6 percent	N/A	Other	Dashing Tokens	8333	1.2	N/A	9999.6	Y	Other	At issuer's discretion	1069999.2	2018-09-05	5	18216	0	18216	0	0	0	50000	0	0	0	0	0	0	0	0	0	-31884	0
0001568609-18-000003	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-08-10	46	1048252	864393	852452	669912	7946	1149	376363	350357	471021	0	2301241	2556118	621770	610482	35845	22086	-158909	387729
0001668287-18-000064	5% of total amount raised		Other	Units in CAFES (Contract and Future Equity Stake)	95000	1.0		95000.0	Y	Pro-rata basis		107000.0	2019-02-05	2	49000	47000	0	0	0	0	0	0	180000	60000	254000	286000	67000	99000	28000	6000	-63000	-23000
0001682510-18-000004	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2018-05-18	9	2019917	871200	4157	11679	345472	93807	2465520	1215205	0	0	8278174	6005302	7357931	5207207	31235	2068	33947	5589
0001665160-18-000534	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-10	9	513509	371600	74132	23444	296	0	466061	238253	0	0	964160	463307	837310	407613	916	0	-435898.31	-389902
0001665160-18-000532	6 percent	N/A	Common Stock		160	63.0	N/A	10080.0	Y	Other	At issuer's discretion	100800.0	2018-09-03	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-250000	0
0001675773-18-000003	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	25000	1.0	Arbitrary, $1.00 per unit	25000.0	Y	First-come, first-served basis		1070000.0	2018-09-02	12	841783	1105295	557724	800767	4491	0	0	0	0	0	0	0	0	0	0	0	1637157	869574
0001723949-18-000017	Thrivera Ventures (dba Wunderfund) takes a 6-8% sliding scale success fee.	None	Other	Fatwood, LLC (dba ALTO Pizza Kitchen + Bar) will issue a Simple Agreement for Future Equity. The investor will get future shares against a $7,500,000 pre-money valuation cap.	5000	100.0	Interests are sold in $100.00 increments and is convertible to a share of stock described in the attached SAFE Agreement	50000.0	Y	Pro-rata basis		500000.0	2018-05-14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001723949-18-000016																																
0001665160-18-000528	6 percent	N/A	Common Stock		154	65.0	N/A	10010.0	Y	Other	At issuer's discretion	87945.0	2018-08-16	3	313665	170032	60144	2172	0	0	0	0	87271	344285	0	0	0	0	0	0	-50591	-39774
0001670254-18-000290	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	107000.0	2018-11-23	7	246210.38	222775	9474.26	7555	73252.74	51737	2685.82	30744	0.63	0	316574.47000000003	238110.4	0	110816.83	0	0	-7468.9800000000005	-64582.82
0001739626-18-000003	The issuer shall pay to the intermediary at the conclusion of the offering a fee consisting of a six percent commission based on the amount of investments raised in the offering.	2% of the total number of Securities being issued in this Offering	Other	Token DPA, Series S-1 DPAs (Debt Payable by Assets)	100000	1.0		100000.0	Y	First-come, first-served basis		1070000.0	2018-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0000921895-18-001862	6% of the amount raised	2% in the form of Securities being issues in this Offering	Debt			1.0	$1 per unit	100000.0	Y	First-come, first-served basis		1070000.0	2018-06-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001668287-18-000061	5% of total amount raised		Other	Units in CAFES (Contract and Future Equity Stake)	250000	1.0		250000.0	Y	Pro-rata basis		1000000.0	2019-03-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000292	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	At issuer's discretion	10000.0	Y	First-come, first-served basis		100000.0	2018-05-30	3	20004	20036	4	36	20000	20000	0	0	44991	435580	0	0	0	0	0	0	-80474	-81253
0001669191-18-000290	Up to 4.9% of amount raised for a successful offering	None.	Other	Membership Interest Units	2253	4.44	At issuer's discretion.	10003.32	Y	First-come, first-served basis		399999.60000000003	2018-05-29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001726635-18-000005														3	34276.61	495.18	34276.61	495.18	0	0	0	0	0	0	3990	112.62	55713.39	9288.26	0	0	-51723.39	-9175.64
0001740484-18-000003	The issuer shall pay to the intermediary at the conclusion of the offering a fee consisting of six percent (6.0%) commission based on the amount of investments raised in the offering and paid upon disbursement of funds from escrow at the time of closing.	The intermediary will receive a number of Token DPA, Series S-1 DPAs (Debt Payable by Assets) of the issuer that is equal to two percent (2.0%) of the total number of DPAs sold by the issuer in this Offering.	Other	Token DPA, Series S-1 DPAs (Debt Payable by Assets)	200000	1.0	Arbitrary	200000.0	Y	Other	At the Company's discretion	1070000.0	2018-07-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001740484-18-000001	The issuer shall pay to the intermediary at the conclusion of the offering a fee consisting of six percent (6.0%) commission based on the amount of investments raised in the offering and paid upon disbursement of funds from escrow at the time of closing.	The intermediary will receive a number of Token DPA, Series S-1 DPAs (Debt Payable by Assets) of the issuer that is equal to two percent (2.0%) of the total number of DPAs sold by the issuer in this Offering.	Other	Token DPA, Series S-1 DPAs (Debt Payable by Assets)	200000	1.0	Arbitrary	200000.0	Y	Other	At the Company's discretion	1070000.0	2018-07-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001742118-18-000001	2.0% of total offering plus 2.85% of investment (capped @ $21.76)	No	Debt			1.0	Pro-rated portion of the total principal value of $10,000	9500.0	Y	First-come, first-served basis		10000.0	2018-07-29	1	37665	4350	700	350	0	0	0	0	0	0	36224	22237	16307	7065	0	0	7423	12432
0001665160-18-000524	6 percent	N/A	Other	Series CF Preferred Stock	40000	0.25	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-30	19	6465	0	0	0	0	0	1555174	0	0	0	0	0	0	0	0	0	-6465	0
0001665160-18-000522	6 percent	N/A	Other	Convertible Note	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-29	7	27500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000517	8 percent	N/A	Other	Revenue Participation Rights	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001737909-18-000003	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		4582	5.4105		25000.0	Y	First-come, first-served basis		1070000.0	2018-08-03	5	401581	344121	363596	158663	31089	178854	1660566	1496963	0	0	1423132	707987	389666	46098	0	0	-106143	-161565
0001728855-18-000005	5.0% of the gross proceeds of this offering	2% of the Securities being issued in this Offering	Other	Simple Agreement for Future Equity (SAFE)	25000	1.0	N/A	25000.0	Y	First-come, first-served basis		1070000.0	2018-06-11	0	4986	7993	1302	1831	0	0	0	0	0	0	0	0	0	0	0	0	-237865	-149345
0001702607-18-000004	intermediary will receive 8% success fee.	None	Common Stock		10000	1.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2018-12-31	3	156071	93493	5	1	0	0	73564	9482	0	0	0	0	0	0	0	0	-1504	-589
0001665160-18-000515	4.9% of amount raised for a successful offering.	None.	Common Stock		20000	0.5	The valuation is based on a current term sheet from a third-party investor.	10000.0	Y	First-come, first-served basis		535000.0	2018-01-31	5	42422	258396	39172	250696	0	0	0	0	119444	102778	784770	15562	763995	3666	0	0	-640268	-330828
0001732447-18-000012	7.0%	The Intermediary shall receive Crowd SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate principal amount of all Crowd SAFE Units issued in the Offering.	Other	Crowd SAFE (Simple Agreement for Future Equity) Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-05	10	1022574	0	961058	0	0	0	33550	0	0	4593.28	0	0	0	0	0	0	-1010023	-6193
0001670254-18-000287	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	400000	1.0	Pro-rated portion of the total principal value of $400,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	400000.0	Y	Other	As determined by the issuer	1070000.0	2018-11-23	5	10978	0	4311	0	0	0	0	0	50167	0	0	0	0	0	0	0	-52497	0
0001668287-18-000056	5% of total amount raised		Other	Units in CAFES (Contract and Future Equity Stake)	700000	1.0		700000.0	Y	Pro-rata basis		1000000.0	2019-02-10	2	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0
0001732447-18-000011	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Debt			1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-16	7	211442	31602	201857	31174	6139	62	543	8366	285543	11366	59247	52541	26710	9144	0	0	-73335	25685
0001732447-18-000010	7.0%	The intermediary will receive a number of Crowd Note Units of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Note Units sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-12	2	83610	85158	11058	59082	0	0	0	41587	156626	154069	300	2106	5936	3169	0	400	37482	-57298
0001732447-18-000009	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering	Other	Crowd Notes	50000	1.0		50000.0	Y	Other	At the Company's discretion	500000.0	2018-04-10	1	15675	0	15675	0	0	0	206358	0	0	0	129922	0	6838	0	0	0	-191507	0
0001732447-18-000008	7.0%	The Intermediary shall receive Crowd SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate principal amount of all Crowd SAFE Units issued in the Offering.	Other	Crowd Safe (Simple Agreement for Future Equity) Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	500000.0	2018-01-29	5	186305	88895	125445	63961	0	0	320795	988	0	85748	730	0	29	0	0	0	-136340	-2479
0001732447-18-000007	7.0%	The intermediary will receive a number of shares of Preferred Stock that is equal to 2% of the total number of shares of Preferred Stock sold in this offering.	Preferred Stock		156250	0.12		25000.0	Y	Other	At the Company's discretion	107000.0	2018-01-22	0	39390.06	47191.6	3300	21400	0	0	41500	0	187000	107000	77106	7209	55528	12338	1750	800	-190257	-81110
0001732447-18-000006	7.0%	The intermediary will receive a number of Crowd SAFE Units of the issuer that is equal to 2.0% (two percent) of the total number of Crowd SAFE Units sold by the issuer in in the Offering.	Other	Crowd SAFE (Simple Agreement for Future Equity) Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	300000.0	2018-02-12	4	73882	0	24806	0	0	0	0	0	83581	0	1458	0	969	0	0	0	-28259	0
0001732447-18-000005	7.0%	The intermediary will receive a number of Crowd Note Units of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Note Units sold by the issuer in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	1070000.0	2018-03-14	0	214354	0	214354	0	0	0	0	0	310000	0	0	0	0	0	0	0	-159757	0
0001732447-18-000004	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	450000.0	2018-04-26	2	386187	377955	303522	296436	0	0	44029	86429	65502	0	884800	858192	665776	638757	0	0	81130	52226
0001669191-18-000288	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		35715	0.28	At issuer's discretion.	10000.2	Y	First-come, first-served basis		105000.0	2018-07-17	0	12462	100016	12462	100016	0	0	0	0	0	0	0	0	0	0	0	0	-86491	-39984
0001668287-18-000054	5% of total amount raised		Other	Units in CAFES (Contract and Future Equity Stake)	90000	1.0		90000.0	Y	Pro-rata basis		107000.0	2019-02-11	4	1273	1061	1273	1061	0	0	0	0	0	0	0	0	0	0	0	0	-88	-993
0001737909-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		4582	5.4572		25000.0	Y	First-come, first-served basis		1070000.0	2018-08-03	5	401581	344121	363596	158663	31089	178854	1660566	1496963	0	0	1423132	707987	389666	46098	0	0	-106143	-161565
0001725245-18-000005	5.0% commission based on the amount of investments raised in the offering and paid upon disbursement of the funds from escrow at closing.	2.0% of the total number of Crowd SAFE Units sold by the issuer in the offering.	Other	Crowd SAFE (Simple Agreement for Future Equity) Units	25000	1.0		25000.0	Y	Other	At the Company's discretion	1070000.0	2018-04-06	1	108482	61010	43148	22206	0	0	76955	97614	406823	270877	109645	0	0	0	-2673	0	-105326	-283720
0001742065-18-000003	2.0% of total offering plus 2.85% of investment (capped @ $21.76)	No	Debt			1.0	Pro-rated portion of the total principal value of $10,000	9500.0	Y	First-come, first-served basis		10000.0	2018-07-29	1	37665	4350	700	350	0	0	0	0	0	0	36224	22237	16307	7065	0	0	7423	12432
0001742065-18-000001	2.0% of total offering plus 2.85% of investment (capped @ $21.76). The first $500 in fees collected (inclusive of 2.0% of total offering plus investment fees) will be paid to the Collateral Agent. The fees collected in surplus to be paid to intermediary.	No	Debt			1.0	Pro-rated portion of the total principal of $35,000	10000.0	Y	First-come, first-served basis		35000.0	2018-07-27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001668287-18-000052	5% of total amount raised		Other	Units in CAFES (Contract and Future Equity Stake)	75000	1.0		75000.0	Y	Pro-rata basis		107000.0	2019-02-09	2	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001580960-18-000003	5.0%	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	1	1.0		50000.0	Y	Other	At the Company's discretion	250000.0	2018-03-31	18	252082.06	469561.35000000003	101637.07	93362.29000000001	411.90000000000003	0	126400	126792.36	3289573	2506120	1856804.31	1747701.98	690.3000000000001	719331.39	4616.66	32197.13	1033711.01	989363.34
0001739626-18-000001	The issuer shall pay to the intermediary at the conclusion of the offering a fee consisting of a six percent commission based on the amount of investments raised in the offering.	2% of the total number of Securities being issued in this Offering	Other	Token DPA, Series S-1 DPAs (Debt Payable by Assets)	100000	1.0		100000.0	Y	First-come, first-served basis		1070000.0	2018-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000284	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		1429	7.0	The valuation methodology utilized a future earnings/cash flow discount model over a 7-year period.	10003.0	Y	First-come, first-served basis		1069950.0	2018-07-12	6	0	283113	0	115512	0	779	0	894838	0	0	0	486311	0	484755	0	0	0	1435822
0001665160-18-000514	6 percent	N/A	Other	Convertible Note	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-08-30	3	3455	0	666	0	0	0	645254	350264	0	0	0	0	0	0	0	0	-519736	-457234
0001665160-18-000511	6 percent	N/A	Common Stock		1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-08-06	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000512																																
0001702607-18-000003	intermediary will receive 8% success fee.	None	Common Stock		10000	1.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2018-12-31	3	156071	93493	5	1	0	0	73564	9482	0	0	0	0	0	0	0	0	-1504	-589
0001669191-18-000286	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		58824	0.17	Issuer determined by its own comparative analysis.	10000.08	Y	First-come, first-served basis		106248.47	2018-07-01	2	20896	23397	5896	8397	0	0	0	0	0	0	44072	40715	35475	32519	0	94	5896	796
0001665160-18-000506	6 percent	N/A	Other	Membership Unit and TAB Tokens	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-24	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000285	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1070000.0	2018-11-16	1	164834	176253	0	26021	0	0	307774	293024	0	0	0	0	0	0	0	0	-26169	-33841
0001665160-18-000509	6 percent	N/A	Other	Convertible Note	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-10	4	26369	0	26369	0	0	0	0	0	0	0	0	0	0	0	0	0	-1211	0
0001670254-18-000283	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	250000	1.0	Pro-rated portion of the total principal value of $250,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	250000.0	Y	Other	As determined by the issuer	1070000.0	2018-11-21	12	1296430	196141	3445	1670	0	0	3299466	3096239	0	129990	1145038	0	0	0	0	0	1027052	-587604
0001665160-18-000503	8 percent	N/A	Other	Membership Units	400	25.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-08-09	6	9659.23	-908.91	7388.2300000000005	-2555.91	0	0	0	0	0	0	1557	0	0	0	0	0	-40431.86	0
0001665160-18-000501														4	183622	1195	183622	1195	0	0	0	0	30000	0	0	0	0	0	0	0	-201100	-80591
0001665160-18-000500	6 percent	N/A	Other	Convertible Note	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-07-25	3	6388	15937	27	2447	0	382	10596	13836	2038	2018	10058.1	19575.74	8341	10610	0	0	-42436	-43389
0001670254-18-000281	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	75000	1.0	Pro-rated portion of the total principal value of $75,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	75000.0	Y	Other	As determined by the issuer	1000000.0	2018-02-01	4	20840	23271	211	415	0	0	0	0	58227	63305	1287	49202	7405	62717	3	33	-47432	-69692
0001670254-18-000280	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	18	665610	398754	499084	354295	0	0	119569	21607	165772	21607	724498	125764	319812	49018	0	0	-627324	-110785
0001670254-18-000279	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Preferred Stock		715	140.0	Pro-rated portion of the total principal value of $100,100; interests will be sold in increments of $140.	100100.0	Y	Other	As determined by the issuer	1000000.0	2018-04-30	10	1086672	16843	857998	4327	0	0	13455	0	120979	12663	242131	36012	119728	18645	0	0	-251942	2385
0001670254-18-000278	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	500000.0	2018-04-30	2	191223	156757	3009	8587	114449	69425	931106	837927	168635	58195	889750	535649	430659	275727	0	0	-169153	-218700
0001670254-18-000277	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Common Stock		3200	125.0		400000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	3	488206	569363	11060	70241	0	0	105134	23761	13000	47475	6739	29750	0	0	800	375	-663505	-652900
0001670254-18-000276	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Common Stock		66667	2.0	Pro-rated portion of the total principal value of $100,000.5; interests will be sold in increments of $1.50. After the first $100,000.5, interests will be sold in increments of $2.	100000.05	Y	Other	As determined by the issuer	1070000.0	2018-04-30	5	363764	386328	24559	12031	0	14249	602442	577330	0	0	78530	132373	42645	89605	0	0	-241079	-268579
0001670254-18-000275	3.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	150000	1.0	Pro-rated portion of the total principal value of $150,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	150000.0	Y	Other	As determined by the issuer	1070000.0	2018-03-23	2	1328	3152	1328	3152	0	0	800	800	15118	16809	0	0	0	0	0	0	-17743	-14497
0001670254-18-000274	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	71000	1.0	Pro-rated portion of the total principal value of $71,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	71000.0	Y	Other	As determined by the issuer	1070000.0	2018-04-30	2	208421	0	18454	0	16752	0	31822	0	231250	0	92896	0	0	0	0	0	-55096	0
0001729481-18-000004	7.0% of the amount raised	First Democracy VC, the Intermediary, will be entitled to receive a number of shares of Series Seed Preferred Stock of the issuer that is equal to two percent (2%) of the total number of shares of Series Seed Preferred Stock sold by the issuer in in the Of	Preferred Stock		714286	0.07		50000.0	Y	Other	At the Companys discretion	500000.0	2018-04-02	2	1000	0	1000	0	0	0	364	0	0	0	0	0	0	0	0	0	-614	0
0001733819-18-000003	NextSeed charges 7% of the total Offering Amount; provided NextSeed will only charge 5% of amount raised from investors that were introduced by the Issuer.	None	Debt				Face value of the note	125000.0	Y	First-come, first-served basis		275000.0	2018-06-27	3	37493	0	31006	0	0	0	1537	0	0	0	0	0	0	0	0	0	-8111	0
0001735180-18-000003	NextSeed charges 8% of the total Offering Amount; provided NextSeed will only charge 5% of amount raised from investors that were introduced by the Issuer	None	Debt				Face value of the note	200000.0	Y	First-come, first-served basis		700000.0	2018-09-06	3	103950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000498	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-08-23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
