ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-20-000823	5	Jack McDaniel	Board Member	2020-12-15
0001669191-20-000823	4	Kevin Donahue	Board Member	2020-12-15
0001669191-20-000823	3	Jack McDaniel	Principal Accounting Officer	2020-12-15
0001669191-20-000823	1	Jack McDaniel	Principal Executive Officer	2020-12-15
0001669191-20-000821	2	Robert Krause	Principal Financial Officer	2020-12-15
0001669191-20-000821	1	Robert Krause	Principal Executive Officer	2020-12-15
0001669191-20-000821	5	Jeromee Johnson	Board Member	2020-12-15
0001669191-20-000821	6	Robert Krause	Board Member	2020-12-15
0001669191-20-000821	3	Robert Krause	Principal Accounting Officer	2020-12-15
0001669191-20-000821	4	Richard Heckinger	Board Member	2020-12-15
0001665160-20-001536	4	Shervin Pishevar	Chairman of the Board	2020-12-15
0001665160-20-001536	3	Maggie Vo,	Director	2020-12-15
0001665160-20-001536	2	Kamyar Kaviani	Principal Executive Officer and Director	2020-12-15
0001665160-20-001536	1	Ignacio Tzoumas	CEO, Principal Financial Officer and Principal Accounting Officer	2020-12-15
0001821518-20-000005	2	Dakota Van Deursen	CFO, Materials Engineer	2020-12-15
0001821518-20-000005	1	Nathan Tahbaz	CEO	2020-12-15
0001818758-20-000004	1	Wenbo Liu	CEO	2020-12-15
0001823182-20-000003	1	Jason Hobson	Director	2020-12-15
0001823182-20-000003	2	David Nikzad	Chief Executive Officer	2020-12-15
0001823182-20-000003	3	Cecil Robles	Chief Strategy Officer	2020-12-15
0001746059-20-000444	1	Andrew Rogers	Owner and CoFounder	2020-12-15
0001821386-20-000002	3	/s/ Danielle McWaters	Director	2020-12-14
0001821386-20-000002	2	/s/ Rachel Washtien	Director	2020-12-14
0001821386-20-000002	1	/s/ Cyo Ray Nystrom	CEO, Director	2020-12-14
0001821723-20-000002	1	Melissa Koefod	CEO & Director	2020-12-15
0001670254-20-001149	1	Sara Sherbondy	Chief Operation Officer	2020-12-14
0001670254-20-001149	2	Iselgis Garcia	Director	2020-12-14
0001670254-20-001149	3	Rainford Knight	CFO	2020-12-12
0001670254-20-001149	4	Steven Smith	Founder and CEO	2020-12-11
0001670254-20-001146	1	Russ Vering	Chief Operations Officer	2020-12-14
0001670254-20-001146	2	Paul Koenig	Chief Executive Officer	2020-12-14
0001665160-20-001534	1	Arthur Moye	CEO and Managing Member, Principal Financial Officer, and Principal Accounting Officer	2020-12-14
0001666102-20-000030	1	Tianyuan Gu	CEO	2020-12-14
0001746059-20-000442	1	Hunter Wood	CEO	2020-12-14
0001670254-20-001144	2	Nolan Bushnell	Board Member	2020-12-13
0001670254-20-001144	1	Reida J Perrone	Sec/Treas	2020-12-13
0001594240-20-000003	2	/s/Martha Crandall	Manager	2020-12-14
0001594240-20-000003	1	/s/ Maria Boustead	CEO, Member Manager	2020-12-14
0001670254-20-001144	3	Paul Perrone	Founder/CEO	2020-12-10
0001665160-20-001532	1	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-14
0001669191-20-000819	3	Mark Kammerer	Board Member	2020-12-14
0001669191-20-000819	2	Eric Weaver	Board Member	2020-12-14
0001669191-20-000819	1	Eric Weaver	Principal Executive Officer	2020-12-14
0001746059-20-000441	1	Charles Harrell	CEO	2020-12-14
0001805273-20-000007	1	Pranav Sachdev	Chief Executive Officer	2020-12-14
0001669191-20-000817	5	Pierre  Rogers	Board Member	2020-12-14
0001669191-20-000817	6	Jonathan Cooper	Board Member	2020-12-14
0001669191-20-000817	4	Joshua  Leavitt	Board Member	2020-12-14
0001669191-20-000817	3	Joshua  Leavitt	Principal Accounting Officer	2020-12-14
0001669191-20-000817	2	Joshua  Leavitt	Principal Financial Officer	2020-12-14
0001669191-20-000817	1	Joshua  Leavitt	Principal Executive Officer	2020-12-14
0001665160-20-001530	1	Mayank Agrawal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-14
0001669191-20-000814	1	Marvin Johnson	Principal Executive Officer	2020-12-14
0001669191-20-000814	5	Anthony Carter	Board Member	2020-12-14
0001669191-20-000814	4	Marvin Johnson	Board Member	2020-12-14
0001669191-20-000814	3	Marvin Johnson	Principal Accounting Officer	2020-12-14
0001669191-20-000814	2	Marvin Johnson	Principal Financial Officer	2020-12-14
0001669191-20-000811	5	Marvin Johnson	Board Member	2020-12-14
0001669191-20-000811	4	Anthony Carter	Board Member	2020-12-14
0001669191-20-000811	3	Marvin Johnson	Principal Accounting Officer	2020-12-14
0001669191-20-000811	1	Marvin Johnson	Principal Executive Officer	2020-12-14
0001669191-20-000811	2	Marvin Johnson	Principal Financial Officer	2020-12-14
0001829247-20-000006	2	Robert Alan Richardson	BOD	2020-12-14
0001829247-20-000006	1	William Hirschman	BOD	2020-12-14
0001829247-20-000006	3	Vininder Singh	Chairman and CEO	2020-12-14
0001670254-20-001143	2	Shawn Tacey	Chief Executive Officer	2020-12-11
0001670254-20-001143	1	Christopher Nakea	CTO	2020-12-11
0001670254-20-001142	4	John H Davis	CEO	2020-12-11
0001670254-20-001142	3	Reid Yeoman	CFO	2020-12-11
0001670254-20-001142	1	Trevor Pettennude	Board Member	2020-12-12
0001670254-20-001142	2	Mark Thomas Lynn	Board member	2020-12-11
0001816024-20-000004	1	Sharon Murray	Co-Owner	2020-12-14
0001669191-20-000809	2	Archil Cheishvili	Board Member	2020-12-14
0001669191-20-000809	1	Archil Cheishvili	Principal Executive Officer	2020-12-14
0001816024-20-000003	1	Kandis Hall	Owner	2020-12-14
0001746059-20-000440	1	Alex Stratta	Co-Owner, Head Chef	2020-12-14
0001834389-20-000002	1	Neil Blazin	Owner	2020-12-14
0001670254-20-001138	1	Wilbert Smoot	Director	2020-12-04
0001670254-20-001140	2	Giselle Chirinos	President	2020-12-11
0001670254-20-001140	1	JOSE ANTONIO FERREIRO BOBADILLA	Non Exec Board Member	2020-12-11
0001813475-20-000002	2	/s/ Deepansh Jain	Chief Technology Officer	2020-12-11
0001813475-20-000002	1	/s/ Mihnea Iustinian Chis	Chief Executive Officer, Director	2020-12-11
0001670254-20-001140	3	Rory Semple	Co-Founder	2020-12-11
0001670254-20-001138	2	Roderick DeBerry	President/Founder	2020-12-03
0001670254-20-001136	3	Casey Musick	Chief Executive Officer	2020-12-11
0001670254-20-001136	1	Zac Clune	COO	2020-12-11
0001670254-20-001136	2	Jessica Musick	Director	2020-12-11
0001665160-20-001528	1	Lani Cooper	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001670254-20-001134	1	Andrea Junge	Director	2020-12-10
0001670254-20-001134	2	Jason Junge	CEO	2020-12-10
0001669191-20-000803	1	Paul Inglese	Principal Executive Officer	2020-12-11
0001669191-20-000803	3	Dwaine Parker	Board Member	2020-12-11
0001669191-20-000803	2	Paul Inglese	Board Member	2020-12-11
0001665160-20-001526	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001665160-20-001525	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001825788-20-000006	1	Joseph Callatine	President/CEO	2020-12-10
0001665160-20-001524	1	William J. Cox	CEO and Chairman and Corporate Secretary, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001796106-20-000005	1	/s/ Alex Bayer	CEO, Director	2020-12-10
0001833328-20-000001	1	Darryl Scipio, Esq.	Manager of the Manager, DS Real Estate Investors, LLC	2020-12-11
0001665160-20-001519	1	Mario Rana	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001665160-20-001518	1	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001831335-20-000001	3	Felipe Jauregui	COO & Founding Partner	2020-12-11
0001831335-20-000001	2	Khalil Khouri	CPO & Founding Partner	2020-12-11
0001831335-20-000001	1	Andres Avello	CEO & Founding Partner	2020-12-11
0001665160-20-001517	2	Robert LaBelle	Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001665160-20-001517	1	Robert LaBelle	CEO, Principal Executive Officer and Director	2020-12-11
0001665160-20-001516	1	Shi Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-11
0001796106-20-000004	1	/s/ Alex Bayer	CEO, Director	2020-12-10
0001669191-20-000801	4	Teague Egan	Board Member	2020-12-11
0001669191-20-000801	1	Teague Egan	Principal Executive Officer	2020-12-11
0001669191-20-000801	2	Robert Wowk	Principal Financial Officer	2020-12-11
0001669191-20-000801	3	Robert Wowk	Principal Accounting Officer	2020-12-11
0001835918-20-000001	1	Patrick McKinley	Co-Owner	2020-12-11
0001796106-20-000003	1	/s/ Alex Bayer	CEO, Director	2020-12-10
0001670254-20-001133	1	Arjun Rai	Founder + CEO	2020-12-09
0001665160-20-001514	1	Ashi Jelinek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-10
0001746059-20-000439	1	David Goodell	CEO	2020-12-10
0001796106-20-000002	1	Alex Bayer	CEO/Founder	2020-12-10
0001823850-20-000004	1	Robert Stephens	Managing Partner	2020-10-22
0001665160-20-001513	1	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.	2020-12-10
0001665160-20-001513	2	Petra Wood	Director; Vice President; Head of Growth; Chief Operating Officer; Secretary of R3 Printing, Inc.	2020-12-10
0001746059-20-000438	1	Heather Yunger	Owner and Founder	2020-12-10
0001825788-20-000005	1	Joseph Callatine	President/CEO	2020-12-10
0001791845-20-000001	1	Peter Vogel	CEO, principal executive officer, principal financial officer, controller and/or principal accounting officer	2020-12-10
0001791845-20-000001	3	Marion Mariathasasn	Board of Directors	2020-12-10
0001791845-20-000001	4	Alain Bankier	Board of Directors	2020-12-10
0001791845-20-000001	2	Marc Marin	Chief Operating Officer	2020-12-10
0001670254-20-001132	1	Matt Lobel	President	2020-12-09
0001669191-20-000798	3	John Fanning, Jr	Board Member	2020-12-10
0001669191-20-000798	4	Chelinde Edouard	Board Member	2020-12-10
0001669191-20-000798	2	Rob  Maiello	Principal Financial Officer	2020-12-10
0001669191-20-000798	1	Chelinde Edouard	Principal Executive Officer	2020-12-10
0001669191-20-000796	2	John Rigoli	Principal Financial Officer	2020-12-10
0001669191-20-000796	1	Ruth Nemire	Principal Executive Officer	2020-12-10
0001669191-20-000796	3	Ruth Nemire	Principal Accounting Officer	2020-12-10
0001669191-20-000796	4	Ruth Nemire	Board Member	2020-12-10
0001669191-20-000796	5	John Rigoli	Board Member	2020-12-10
0001669191-20-000796	6	Brad  Nemire	Board Member	2020-12-10
0001669191-20-000794	2	James Anderson	Principal Financial Officer	2020-12-10
0001669191-20-000794	1	James Anderson	Principal Executive Officer	2020-12-10
0001669191-20-000794	3	James Anderson	Principal Accounting Officer	2020-12-10
0001669191-20-000794	4	Daniel Dooley	Board Member	2020-12-10
0001669191-20-000794	5	Fraser Townley	Board Member	2020-12-10
0001831785-20-000002	2	/s/Rodrigo Lima	Director	2020-12-10
0001831785-20-000002	3	/s/Jayson Fittipaldi	Director	2020-12-10
0001831785-20-000002	1	/s/ Werner Batista	CEO, Director	2020-12-09
0001670254-20-001130	1	Warren Dennis Gieck	VP Engineering and Product Development	2020-12-08
0001670254-20-001130	2	Aronjol David Rosenthal	President	2020-12-08
0001670254-20-001130	3	Caleb Stuart	SVP, General Counsel, and Secretary	2020-12-08
0001746059-20-000437	1	Emil Hristov	CEO	2020-12-10
0001746059-20-000436	1	Gary Allen Ludwig	Owner and Founder	2020-12-10
0001746059-20-000435	1	Raymond Sherwood	CEO	2020-12-10
0001746059-20-000434	1	Stephen Ayer	Owner and President	2020-12-10
0001746059-20-000433	1	Luis Melgarejo	Owner and Founder	2020-12-10
0001669191-20-000792	2	Robert Wowk	Principal Financial Officer	2020-12-09
0001669191-20-000792	3	Robert Wowk	Principal Accounting Officer	2020-12-09
0001669191-20-000792	4	Teague Egan	Board Member	2020-12-09
0001669191-20-000792	1	Teague Egan	Principal Executive Officer	2020-12-09
0001665160-20-001512	1	Casey Stevenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-09
0001665160-20-001508	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-09
0001746059-20-000431	1	Tomas Nenortas	Owner and CoFounder	2020-12-09
0001670254-20-001129	1	Matt Miller	Founder / CEO	2020-11-10
0001670254-20-001127	1	Samantha Fox	Executive Producer	2020-12-08
0001670254-20-001127	2	Desiree Staples	Executive Producer - Divorce Party: The Movie	2020-12-08
0001821982-20-000005	1	Delphine Carter	CEO	2020-12-09
0001746059-20-000430	2	Judy White	Owner and CoFounder	2020-12-09
0001746059-20-000430	1	Richard White	Owner and CoFounder	2020-12-09
0001825788-20-000004	1	Joseph Callatine	President/CEO	2020-12-09
0001825788-20-000003	1	Joseph Callatine	President/CEO	2020-12-09
0001746059-20-000428	1	Richard White	Owner and CoFounder	2020-12-09
0001746059-20-000428	2	Judy White	Owner and CoFounder	2020-12-09
0001669191-20-000788	1	Billy Meadow	Principal Executive Officer	2020-12-09
0001669191-20-000788	2	Richard Still	Principal Financial Officer	2020-12-09
0001669191-20-000788	3	Billy Meadow	Board Member	2020-12-09
0001669191-20-000788	4	Richard Still	Board Member	2020-12-09
0001683168-20-004218	1	/s/ Brian Guinn	President	2020-12-09
0001665160-20-001507	2	Eric Goeken	Director, Chief Product Designer	2020-12-09
0001665160-20-001507	1	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-09
0001834402-20-000003	1	Darin Hickman by Sean Fuellhart POA	CEO	2020-12-09
0001823131-20-000005	1	Edvard Erken Hoili	CEO	2020-12-09
0001669191-20-000786	4	Shauna Holland	Board Member	2020-12-09
0001669191-20-000786	5	Anthony Holland	Board Member	2020-12-09
0001669191-20-000786	3	Anthony Holland	Principal Accounting Officer	2020-12-09
0001669191-20-000786	6	Christie Roach	Board Member	2020-12-09
0001669191-20-000786	1	Shauna Holland	Principal Executive Officer	2020-12-09
0001669191-20-000786	2	Christie Roach	Principal Financial Officer	2020-12-09
0001669191-20-000783	3	James Buchanan	Principal Accounting Officer	2020-12-09
0001669191-20-000783	2	James Buchanan	Principal Financial Officer	2020-12-09
0001669191-20-000783	1	James Buchanan	Principal Executive Officer	2020-12-09
0001669191-20-000783	4	James Buchanan	Board Member	2020-12-09
0001669191-20-000780	1	John Fanning Jr	Principal Executive Officer	2020-12-09
0001669191-20-000780	3	John Fanning Jr	Principal Accounting Officer	2020-12-09
0001669191-20-000780	2	John Fanning Jr	Principal Financial Officer	2020-12-09
0001669191-20-000780	4	John Fanning Jr	Board Member	2020-12-09
0001669191-20-000778	4	Kevin Donahue	Board Member	2020-12-09
0001669191-20-000778	3	Jack McDaniel	Principal Accounting Officer	2020-12-09
0001669191-20-000778	2	Jack McDaniel	Principal Financial Officer	2020-12-09
0001669191-20-000778	6	Jackey  Lee	Board Member	2020-12-09
0001669191-20-000778	5	Jack McDaniel	Board Member	2020-12-09
0001669191-20-000778	1	Jack McDaniel	Principal Executive Officer	2020-12-09
0001670254-20-001126	2	Timothy Midgley	CEO	2020-09-22
0001670254-20-001126	1	Yoo-Sun Park	CLO	2020-09-22
0001666102-20-000029	1	Tianyuan Gu	Chairman	2020-12-09
0001833496-20-000001	1	David Timoney by Sean Fuellhart POA	President	2020-12-08
0001746059-20-000427	1	Leanne Kubiez	Owner and Founder	2020-12-08
0001830549-20-000001	1	/s/Judah Longgrear	CEO, Managing Member	2020-12-08
0001670254-20-001124	4	Robert Wray	CEO	2020-12-07
0001670254-20-001124	3	Mark H. Sandler	Board Member	2020-12-08
0001670254-20-001124	2	David Gordon Russell	Chief Operating Officer	2020-12-08
0001670254-20-001124	1	DBR & Associates	CEO & Managing Partner	2020-12-08
0001746059-20-000426	1	Frank Segretti	Owner and Founder	2020-12-08
0001665160-20-001506	1	Steven Hunt	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-08
0001670254-20-001122	2	Lawrence Chavez	CEO	2020-12-08
0001670254-20-001122	1	Ebetuel Pallares	Board Member	2020-12-08
0001669191-20-000776	1	Ryan Werking	Principal Executive Officer	2020-12-08
0001669191-20-000776	4	Ryan Werking	Board Member	2020-12-08
0001669191-20-000776	2	Ryan Werking	Principal Financial Officer	2020-12-08
0001669191-20-000776	5	Maurice Dukes	Board Member	2020-12-08
0001669191-20-000776	3	Ryan Werking	Principal Accounting Officer	2020-12-08
0001828903-20-000006	1	Pramod	Reddy	2020-09-25
0001792115-20-000005	1	Joshua Carr	President & CEO	2020-12-08
0001670254-20-001121	2	John Dadey	CEO and Co-Founder at nSightify	2020-12-07
0001670254-20-001121	1	Jason Bonham	Secretary	2020-12-07
0001821453-20-000004	1	Ricardo Hernandez	Manager of the Manager, RH-RP, LLC	2020-12-08
0001670254-20-001120	3	Craig Misrach	President & Board Member	2020-11-06
0001670254-20-001120	2	Todd Simson	Engineering Director	2020-11-10
0001670254-20-001120	1	Anton Keats Simson	Chairman of the Board	2020-12-07
0001827012-20-000002	1	Todd James Henry	Owner	2020-12-08
0001670254-20-001119	2	Robert Arnold	COO	2020-12-07
0001670254-20-001119	3	Ron Mandelbaum	CRO	2020-12-07
0001670254-20-001119	1	Thomas D. Spencer	CEO	2020-12-07
0001796106-20-000001	1	/s/Alex Bayer	CEO, Director	2020-12-08
0001670254-20-001118	2	Ray Johnson	CFO	2020-12-07
0001670254-20-001118	3	Jaime Borras	CTO	2020-12-07
0001670254-20-001118	4	Richard Carrier	CEO	2020-12-07
0001670254-20-001118	1	Ankur Agarwal	Director	2020-12-07
0001811444-20-000004	1	Katelyn Demo	Manager	2020-12-08
0001746059-20-000425	1	Charles Harrell	CEO	2020-12-08
0001834812-20-000001	1	Daniel Balto	CEO	2020-12-07
0001825822-20-000001	1	Jo Seph Cho	Owner	2020-12-07
0001670254-20-001117	1	Sylvia P Caminer	Director/Producer	2020-12-04
0001670254-20-001117	2	Christopher Gaunt	Executive Producer	2020-12-04
0001670254-20-001117	3	Dani Barker	Writer/Producer/Actor in Follow Her	2020-12-04
0001806372-20-000005	1	Sulaiman Sanni	CEO, Director	2020-12-07
0001833050-20-000002	1	Richard Stanza	Member	2020-12-07
0001746059-20-000424	1	Dan Millen	Owner and CoFounder	2020-12-07
0001746059-20-000424	2	Kevin Baker	Owner and CoFounder	2020-12-07
0001746059-20-000423	1	Walter Loos	Owner and CoFounder	2020-12-07
0001746059-20-000422	2	Robert Anderson	Owner and CoFounder	2020-12-07
0001746059-20-000422	1	Giovanni Albanese	Owner and CoFounder	2020-12-07
0001816293-20-000004	1	Alexander Taylor	Founder/CEO	2020-12-07
0001665160-20-001503	1	Colin Davis	President, CEO, Principal Financial Officer, Controller, and Director for Shacksbury Holdings Inc.	2020-12-07
0001665160-20-001503	2	David Dolginow	Vice President, Director for Shacksbury Holdings Inc.	2020-12-07
0001665160-20-001502	1	Anthony Franco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-07
0001670254-20-001109	6	Alexander Michaels	Founder	2020-12-02
0001670254-20-001113	1	Joshua Murray	Manager, Producer, Actor	2020-12-04
0001670254-20-001115	1	Peter Fadde	Vice President & Chief Science Officer	2020-12-03
0001670254-20-001115	2	Tom Pardikes	CEO	2020-12-03
0001670254-20-001115	3	David Raymes	COO & Strategic Partnerships	2020-12-03
0001670254-20-001107	2	Dave Nguyen	Co-Founder & CEO	2020-12-04
0001670254-20-001109	5	Patrick Moyal	Financial Director	2020-12-02
0001670254-20-001109	4	Jorge Rivas millara	VP Global Development	2020-12-02
0001670254-20-001109	3	Lucie Slavikova	Officer	2020-12-02
0001670254-20-001109	2	David Aldrich	Manager	2020-12-02
0001670254-20-001109	1	Roberto Lauria	Officer	2020-12-02
0001670254-20-001107	1	Harini Kumar	Co-Founder & COO	2020-12-04
0001670254-20-001111	1	Scott Strawbridge	VIce President	2020-12-04
0001670254-20-001111	2	Rachel Shapiro	Founder/Director	2020-12-04
0001746059-20-000421	1	Franklin Tiefenauer	Owner and Founder	2020-12-04
0001830909-20-000006	3	Vipin Jain	Co-Founder & CEO	2020-12-04
0001830909-20-000006	2	Eric Benhamou	Director	2020-12-04
0001830909-20-000006	1	Venki Ayalur	Co-Founder & CTO	2020-12-04
0001821982-20-000004	1	Benjamin Snyder	Principal Executive Officer	2020-12-04
0001769210-20-000001	2	/s/ Jessica Musick	President, Director	2020-11-19
0001769210-20-000001	1	/s/ Casey Musick	CEO, Director	2020-11-19
0001665160-20-001501	1	Casey Stevenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-04
0001669191-20-000773	1	Farrukh Siddiqui	Principal Executive Officer	2020-12-04
0001669191-20-000773	2	Farrukh Siddiqui	Board Member	2020-12-04
0001669191-20-000771	3	John Fanning Jr	Principal Accounting Officer	2020-12-04
0001669191-20-000771	4	John Fanning Jr	Board Member	2020-12-04
0001669191-20-000771	2	John Fanning Jr	Principal Financial Officer	2020-12-04
0001669191-20-000771	1	John Fanning Jr	Principal Executive Officer	2020-12-04
0001669191-20-000769	1	John Fanning Jr	Principal Executive Officer	2020-12-04
0001669191-20-000769	2	John Fanning Jr	Principal Financial Officer	2020-12-04
0001669191-20-000769	3	John Fanning Jr	Principal Accounting Officer	2020-12-04
0001669191-20-000769	4	John Fanning Jr	Board Member	2020-12-04
0001746059-20-000419	1	Joseph Breda	CEO	2020-12-04
0001670254-20-001106	1	Kirbi Smith	COO	2020-11-23
0001670254-20-001106	2	Lanny Smith	CEO	2020-11-20
0001670254-20-001103	2	Ronald Giles	Vice President- Operations	2020-12-02
0001670254-20-001103	3	Anthony Ferguson	Founder/CEO	2020-12-02
0001670254-20-001101	1	Anthony Stewart	COO	2020-12-02
0001670254-20-001101	3	William Reed	CEO	2020-12-02
0001670254-20-001103	1	PIETER H JOUBERT	Member of the Board of Directors	2020-12-03
0001670254-20-001101	2	steve doolittle	CMO	2020-12-02
0001742162-20-000011	1	Tanen Andrews	Founder/CEO	2020-12-03
0001831893-20-000003	1	/s/Gagan Biyani	CEO, Director	2020-12-03
0001834651-20-000001	1	Olivia Ciotoli	Co-Owner	2020-12-03
0001746059-20-000418	1	Dale Clark	Owner and CoFounder	2020-12-03
0001746059-20-000417	1	Allen Korenstein	CEO and Co-Founder	2020-12-03
0001746059-20-000417	2	Nathan Poulous	COO and Co-Founder	2020-12-03
0001817694-20-000002	1	Ali El Idrissi	Chief Executive Officer	2020-12-03
0001746059-20-000416	2	Samuel Brown IV	Owner and CoFounder	2020-12-03
0001746059-20-000416	1	Samuel Brown III	Owner and CoFounder	2020-12-03
0001746059-20-000415	1	Mark Dashner	Owner and Founder	2020-12-03
0001746059-20-000414	1	Alec Ferguson	Owner and Founder	2020-12-03
0001746059-20-000413	1	Mark Camlin	President	2020-12-03
0001746059-20-000412	2	Kai Yarzagaray	Owner and CoFounder	2020-12-03
0001746059-20-000412	1	Daniel Yarzagaray	Owner and CoFounder	2020-12-03
0001669191-20-000767	5	Dwi Sutandar	Board Member	2020-12-03
0001669191-20-000767	4	Alec Jansen	Board Member	2020-12-03
0001669191-20-000767	3	Dwi Sutandar	Principal Accounting Officer	2020-12-03
0001669191-20-000767	1	Dwi Sutandar	Principal Executive Officer	2020-12-03
0001669191-20-000767	2	Dwi Sutandar	Principal Financial Officer	2020-12-03
0001669191-20-000765	4	Matthew Smart	Board Member	2020-12-03
0001669191-20-000765	3	Brian Tinney	Principal Accounting Officer	2020-12-03
0001669191-20-000765	2	Matthew Smart	Principal Financial Officer	2020-12-03
0001669191-20-000765	1	Brian Tinney	Principal Executive Officer	2020-12-03
0001669191-20-000765	5	Brian Tinney	Board Member	2020-12-03
0001821982-20-000003	1	Benjamin Snyder	Principal Executive Officer	2020-12-02
0001670254-20-001099	1	Edmund Sullivan	CFO	2020-11-23
0001670254-20-001099	2	Enrique Abeyta Ubillos	CEO & Founder	2020-11-23
0001669191-20-000763	5	Wun Fie Loa	Board Member	2020-12-02
0001669191-20-000763	4	Chris Davino	Board Member	2020-12-02
0001669191-20-000763	2	Wun Fie Loa	Principal Financial Officer	2020-12-02
0001669191-20-000763	1	Denise Hayman-Loa	Principal Executive Officer	2020-12-02
0001669191-20-000763	6	Denise Hayman-Loa	Board Member	2020-12-02
0001669191-20-000763	3	Chris Davino	Principal Accounting Officer	2020-12-02
0001816601-20-000009	1	/s/ Ethan Baehrend	Founder & CEO	2020-12-02
0001666081-20-000002	1	/s/ Sagan Schultz	CEO, Director	2020-12-02
0001666081-20-000002	3	/s/Charles Sweat	Director	2020-12-02
0001666081-20-000002	2	/s/Lawrence Praeger	Director	2020-12-02
0001807049-20-000007	1	Arjun Rai	Founder and CEO	2020-12-02
0001665160-20-001499	1	W. Lewis Johnson	President, CEO, Chief Financial Officer, and Chairman of the Board	2020-12-02
0001834389-20-000001	1	Neil Blazin	Owner	2020-12-02
0001832281-20-000001	3	Jon Tabacjar	Chief Financial Officer	2020-12-02
0001832281-20-000001	2	Christine Krzyzanowski	Chief Marketing Officer	2020-12-02
0001832281-20-000001	1	Shawn Gunn	Chief Executive Officer	2020-12-02
0001807049-20-000006	1	Lior Shafir	Chief Executive Officer	2020-12-02
0001807049-20-000005	1	Tina Bhojwani	CEO	2020-12-02
0001834246-20-000001	1	Robyn Fossen	CEO	2020-12-02
0001833385-20-000001	1	Justin Clegg	President	2020-12-02
0001669191-20-000755	5	Ryan Werking	Board Member	2020-12-01
0001669191-20-000755	4	Maurice Dukes	Board Member	2020-12-01
0001669191-20-000755	3	Ryan Werking	Principal Accounting Officer	2020-12-01
0001669191-20-000755	2	Ryan Werking	Principal Financial Officer	2020-12-01
0001669191-20-000755	1	Ryan Werking	Principal Executive Officer	2020-12-01
0001670254-20-001097	1	Brennan White	CEO	2020-12-01
0001670254-20-001097	2	Matt Peters	Chief Customer Officer	2020-12-01
0001669191-20-000752	2	Philip Bock	Principal Financial Officer	2020-12-01
0001669191-20-000752	1	Philip Bock	Principal Executive Officer	2020-12-01
0001669191-20-000752	6	Kurt  Kramarenko	Board Member	2020-12-01
0001669191-20-000752	3	Philip Bock	Principal Accounting Officer	2020-12-01
0001669191-20-000752	4	Harry Cendrowski	Board Member	2020-12-01
0001669191-20-000752	5	Michael Rosen	Board Member	2020-12-01
0001820285-20-000005	1	Joseph Yuyi	Founder & CEO	2020-12-01
0001808913-20-000006	1	Mitchell Slater	CEO	2020-12-01
0001670254-20-001096	1	Rogelio Monzon	Chief Financial Officer	2020-11-25
0001670254-20-001096	2	Jose Muoz	Business Development Officer	2020-09-19
0001665160-20-001497	1	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-01
0001830612-20-000001	1	Natalie Madsen	Executive Producer	2020-12-01
0001830612-20-000001	2	Mallory Everton	CEO	2020-12-01
0001808913-20-000005	1	Abigail Rose Baez	CEO	2020-12-01
0001808913-20-000004	1	Shannon Bray	CEO	2020-12-01
0001808913-20-000003	1	Claire Schlemme	Chief Executive Officer	2020-12-01
0001778006-20-000006	1	Michael Peterson	Managing Partner	2020-12-01
0001780439-20-000070	1	Gopi Kantamneni	CEO & Founder	2020-11-30
0001780439-20-000070	3	Aishwarya Lakshmi Kantamneni	CFO & Co-Founder	2020-11-30
0001780439-20-000070	2	Asha Chowdary Kantamneni	Chief Kitchen Officer & Co-Founder	2020-11-30
0001669191-20-000750	4	Chelinde Edouard	Board Member	2020-12-01
